target	prediction	equal structures	equal S, AdvP, and RelP clauses	negates main clause	negates target verb
fred can not create the strudels that ron should prepare	fred can not create the strudels that hagrid must create	1	1	1	1
draco may not arrange a strudel which sirius can assemble	draco may not arrange a strudel which a wizard should arrange	0	1	1	1
hagrid should not hide the pancakes since draco should run	hagrid should not hide the doughnuts since she should run	0	1	1	1
george may not create the chocolate that petunia should arrange	george may not create the chocolate that a student should create	0	1	1	1
she must not arrange many eclaires which vernon can prepare	she must not arrange many eclaires which neville should arrange	1	1	1	1
he should not arrange the croissants that ginny should eat	he should not arrange the croissants that a student should arrange	0	1	1	1
james should not gobble the souffle that neville can sprinkle	james should not gobble the souffle that a student should gobble	0	1	1	1
hagrid should not smile because lupin may sprinkle a chocolate	hagrid should not sprinkle a chocolate because a student should gobble a chocolate	0	0	1	0
lupin may not arrange many cakes which she must assemble	lupin may not arrange many cakes which neville should arrange	0	1	1	1
george can not gobble the strudel which voldemort may create	george can not gobble the strudel which snape should gobble	1	1	1	1
sirius should not gobble many cakes which george should hide	sirius should not gobble many cakes which draco should gobble	1	1	1	1
harry should not chew many pancakes which vernon can eat	harry should not eat many pancakes which harry can eat	1	1	1	0
lily can not hide the doughnuts that he can create	lily can not hide the doughnuts that a professor may hide	0	1	1	1
she must not chew many doughnuts that james should arrange	she must not chew many doughnuts that she should chew	0	1	1	1
she can not assemble many cakes that he should create	she can not assemble many cakes that neville should assemble	0	1	1	1
ginny may not gobble many baklava which ron should eat	ginny may not gobble many baklava which voldemort should gobble	1	1	1	1
lupin must not assemble a cake that mcgonagall can arrange	lupin must not assemble a cake that a professor must assemble	0	1	1	1
ron must not make the cookie that ginny may gobble	ron must not make the cookie that she should make	0	1	1	1
lupin must not create many pancakes which she must gobble	lupin must not create many pancakes which hagrid should create	0	1	1	1
dobby must not hide the cookie which petunia should assemble	dobby must not hide the cookie which dobby must hide	1	1	1	1
dobby may not eat a cake that james may make	dobby may not eat a cake that a professor should eat	0	1	1	1
vernon must not hide many souffles which george may create	vernon must not hide many souffles which fred should hide	1	1	1	1
ginny should not gobble the baklava which lily must sprinkle	ginny should not gobble the baklava which snape should gobble	1	1	1	1
lily must not arrange the strudels since he should giggle	lily must not arrange the strudels	0	0	1	1
harry can not eat the cakes that hermione may make	harry can not eat the cakes that a professor should eat	0	1	1	1
petunia should not create the strudel that draco should arrange	petunia should not create the strudel that a wizard should create	0	1	1	1
she should not swim since she can sprinkle the croissant	she should not sprinkle the baklava since she can sprinkle the baklava	0	0	1	0
voldemort may not hiccup because petunia should chew the doughnut	voldemort may not chew the doughnut because hermione should chew the doughnut	0	0	1	0
neville may not hide a croissant that lily should hide	neville may not hide a croissant that a professor may hide	0	1	1	1
ron may not gobble many strudels that mcgonagall can arrange	ron may not gobble many strudels that neville may gobble	1	1	1	1
lupin must not make many chocolates because lupin may walk	lupin must not make many doughnuts	0	0	1	1
vernon should not party since ron should gobble the cookies	vernon should not gobble the cookies since ron should gobble the cookies	0	0	1	0
she must not assemble the eclaire which voldemort can assemble	she must not assemble the eclaire which she should assemble	0	1	1	1
petunia must not create many doughnuts that petunia must hide	petunia must not create many doughnuts that hagrid should create	1	1	1	1
hermione may not assemble the eclaires that ron must make	hermione may not assemble the eclaires that neville may assemble	1	1	1	1
she should not hide the eclaires which draco should sprinkle	she should not hide the eclaires which dobby should hide	1	1	1	1
james must not eat a pancake since hermione should smile	james must not eat a eclaire	0	0	1	1
she can not gobble the doughnuts that she must gobble	she can not gobble the doughnuts that snape should gobble	0	1	1	1
ron can not hide the doughnuts which voldemort should assemble	ron can not hide the doughnuts which snape should hide	1	1	1	1
hermione can not assemble the souffle which hagrid must prepare	hermione can not assemble the souffle which a student can assemble	0	1	1	1
draco must not wiggle since mcgonagall may sprinkle a chocolate	draco must not sprinkle a chocolate since a student must sprinkle a chocolate	0	0	1	0
ron should not chew the baklava since harry can walk	ron should not hide the baklava since the student can prepare the baklava	0	0	1	0
ron must not hide the cakes which she should sprinkle	ron must not hide the cakes which he must hide	1	1	1	1
ginny must not chew the doughnuts which fred must make	ginny must not chew the doughnuts which draco should chew	1	1	1	1
draco may not sprinkle a cake that harry should sprinkle	draco may not sprinkle a cake that a professor should sprinkle	0	1	1	1
hagrid can not create the pancakes which hermione may assemble	hagrid can not create the pancakes which hagrid can create	1	1	1	1
draco can not hide the pancake which snape should make	draco can not hide the pancake which dobby must hide	1	1	1	1
snape may not eat the strudels that voldemort can chew	snape may not eat the strudels that a student should eat	0	1	1	1
hagrid should not eat the pancake that james should hide	hagrid should not eat the pancake that petunia must eat	1	1	1	1
she can not assemble the souffles which george should gobble	she can not assemble the souffles which she should assemble	0	1	1	1
hagrid can not assemble the cookies that snape should make	hagrid can not assemble the cookies that ron can assemble	1	1	1	1
neville should not gobble the eclaire that fred may create	neville should not gobble the eclaire that james should gobble	1	1	1	1
petunia should not laugh because draco should create the chocolate	petunia should not create the cakes	0	0	1	0
voldemort must not chew a cake that george should create	voldemort must not chew a cake that a professor should chew	0	1	1	1
she can not make the doughnuts which harry can arrange	she can not make the doughnuts which snape should make	1	1	1	1
hermione may not create the pancakes that george may create	hermione may not create the pancakes that hagrid should create	1	1	1	1
petunia must not gobble the strudel which mcgonagall may hide	petunia must not gobble the strudel which snape should gobble	1	1	1	1
voldemort may not assemble the strudels that neville should eat	voldemort may not assemble the strudels that neville may assemble	1	1	1	1
james should not hide the cake that george should create	james should not hide the cake that a professor should hide	0	1	1	1
ron must not hiccup because hagrid should create the cakes	ron must not create the cakes because hagrid should create the cakes	0	0	1	0
harry may not create the souffles that hagrid should prepare	harry may not create the souffles that a student must create	0	1	1	1
ginny should not create many baklava that dobby must prepare	ginny should not create many baklava that hagrid should create	1	1	1	1
neville can not make the strudels that lily can gobble	neville can not make the strudels that james must make	1	1	1	1
dobby may not assemble the eclaires which george may hide	dobby may not hide the eclaires which neville should assemble	1	1	1	0
draco must not sprinkle the souffles that she must eat	draco must not sprinkle the souffles that james must sprinkle	0	1	1	1
snape can not hide the strudel that george must sprinkle	snape can not hide the strudel that a witch should hide	0	1	1	1
a student can not assemble the doughnuts that dobby must hide	a student can not assemble the doughnuts that ron should assemble	1	1	1	1
the student may not eat the chocolates that dobby should hide	the student may not eat the chocolates that a professor should eat	0	1	1	1
vernon may not gobble the souffles which a professor can chew	vernon may not gobble the souffles which she should gobble	0	1	1	1
the witch must not hide a cake which sirius should make	the witch must not hide a cake which a professor may hide	0	1	1	1
hermione can not make the doughnuts which the student should make	hermione can not make the doughnuts which snape should make	0	1	1	1
the student can not arrange many doughnuts that james may create	the student can not arrange many doughnuts that harry should arrange	1	1	1	1
hermione may not make the souffles that a wizard can eat	hermione may not make the souffles that james must make	0	1	1	1
a professor should not hide the eclaires since ginny may walk	a professor should not hide the doughnuts since ginny may hide the doughnuts	0	0	1	1
a student can not create the doughnuts that fred must sprinkle	a student can not create the doughnuts that a student may create	0	1	1	1
a professor must not hide the doughnuts that he can eat	a professor must not eat the pancakes that fred can eat	0	1	1	0
a wizard may not eat a cake that he may make	a wizard may not eat a cake that a professor may eat	0	1	1	1
neville can not sprinkle the pancake that the wizard may assemble	neville can not sprinkle the pancake that petunia can sprinkle	0	1	1	1
the wizard must not assemble the doughnuts that fred may sprinkle	the wizard must not sprinkle the doughnuts that hagrid may sprinkle	1	1	1	0
hermione should not sprinkle the croissants that a student should arrange	hermione should not sprinkle the croissants that a student should sprinkle	1	1	1	1
a student must not arrange the eclaires that snape must hide	a student must not arrange the eclaires that a student should arrange	0	1	1	1
a wizard should not make many croissants because hermione should swim	a wizard should not make many eclaires	0	0	1	1
the student can not create the croissant since lily can smile	the student can not smile since a professor can create the doughnuts	0	0	1	0
a witch must not sprinkle the cake that ginny may gobble	a witch must not sprinkle the cake that a professor should sprinkle	0	1	1	1
ginny may not walk since the student should eat the croissants	ginny may not eat the baklava	0	0	1	0
petunia must not arrange the cookies that the professor must create	petunia must not arrange the cookies that ron must arrange	0	1	1	1
snape must not eat the doughnuts that the student may chew	snape must not eat the doughnuts that sirius may eat	0	1	1	1
snape can not create the pancake that the student must create	snape can not create the pancake that petunia can create	0	1	1	1
snape must not sprinkle the doughnuts that the wizard may gobble	snape must not sprinkle the doughnuts that a professor should sprinkle	1	1	1	1
dobby may not hide many doughnuts that the wizard should sprinkle	dobby may not hide many doughnuts that harry may hide	0	1	1	1
snape may not hide a strudel which a witch may eat	snape may not eat a strudel which a witch may eat	1	1	1	0
neville should not make the doughnuts which the professor must sprinkle	neville should not make the doughnuts which snape should make	0	1	1	1
the witch can not hide the doughnuts which george must chew	the witch can not hide the doughnuts which snape should hide	1	1	1	1
fred should not hide the croissant which a professor should create	fred should not hide the croissant which the professor should hide	1	1	1	1
because he can hiccup a student should not create the cake	because he can hiccup a student can not gobble a cookie	1	1	1	0
a professor must not gobble the eclaire since fred may walk	a professor must not walk	0	0	1	0
voldemort should not eat a cake that a witch can arrange	voldemort should not eat a cake that a professor should eat	1	1	1	1
a student can not gobble many cookies that harry should create	a student can not gobble many cookies that a professor should gobble	0	1	1	1
the witch must not eat a strudel which albus can prepare	the witch must not eat the strudel which a professor must eat	0	1	1	1
the witch should not laugh because she can eat a croissant	the witch should not eat the pancakes because fred can eat the pancakes	0	0	1	0
the professor must not assemble the chocolates that lily must assemble	the professor must not assemble the chocolates that james must assemble	1	1	1	1
vernon must not jump since the student should arrange the souffles	vernon must not arrange the souffles since the student should arrange the souffles	0	0	1	0
the witch may not eat the pancake that he should assemble	the witch may not eat the pancake that a professor should eat	0	1	1	1
mcgonagall should not create the pancakes which a wizard must hide	mcgonagall should not create the pancakes which hagrid should create	0	1	1	1
the witch can not chew a chocolate that sirius must create	the witch can not chew a chocolate that a professor can chew	0	1	1	1
fred can not create the eclaires that a student may make	fred can not create the eclaires that a student should create	1	1	1	1
the student should not assemble many chocolates which she may gobble	the student should not assemble many chocolates which hagrid should assemble	0	1	1	1
draco can not chew the doughnuts which the professor may sprinkle	draco can not sprinkle the doughnuts which draco can chew	0	1	1	0
a student may not make the pancakes that lupin should arrange	a student may not make the pancakes that a student should make	0	1	1	1
a student may not eat the croissants which she should chew	a student may not eat the croissants which a student should eat	0	1	1	1
sirius must not arrange the croissants that a wizard may make	sirius must not arrange the croissants that a student should arrange	1	1	1	1
a wizard may not assemble a doughnut because he can party	a wizard may not party because he can party	0	0	1	0
the professor may not prepare the cake which vernon must hide	the professor may not prepare the cake which the professor may prepare	0	1	1	1
james must not assemble a cake that the professor can prepare	james must not assemble a cake that a professor must assemble	1	1	1	1
lupin should not gobble the souffles which a wizard can hide	lupin should not gobble the souffles which she should gobble	0	1	1	1
a wizard may not arrange a croissant that vernon must create	a wizard may not arrange a croissant that a professor may arrange	0	1	1	1
hagrid should not eat the chocolates which the professor should gobble	hagrid should not eat the chocolates which hermione should eat	0	1	1	1
he may not arrange the cookies that a wizard should create	he may not arrange the cookies that ron may arrange	0	1	1	1
the wizard can not sprinkle the strudels which neville can create	the wizard can not sprinkle the strudels which hagrid can sprinkle	1	1	1	1
a witch can not arrange a cake that albus should make	a witch can not arrange a cake that a professor should arrange	0	1	1	1
a professor can not hide the cakes that she can hide	a professor can not hide the cakes that a professor should hide	0	1	1	1
the professor should not chew the cake that lupin can chew	the professor should not chew the cake that a professor should chew	0	1	1	1
a student should not make the strudels which dobby must prepare	a student should not make the strudels which she should make	0	1	1	1
a student can not chew the croissants which lily must hide	a student can not chew the croissants which a student can chew	0	1	1	1
the student can not chew the strudels that hagrid may assemble	the student can not chew the strudels that a student can chew	0	1	1	1
a witch can not arrange the strudel which voldemort may arrange	a witch can not arrange the strudel which a witch should arrange	0	1	1	1
draco can not sprinkle the doughnuts that a professor may eat	draco can not sprinkle the doughnuts that vernon may eat	0	1	1	1
the wizard can not sprinkle a croissant that harry should assemble	the wizard can not sprinkle a croissant that a professor should sprinkle	0	1	1	1
snape can not create the strudels that the professor must chew	snape can not create the strudels that hagrid should create	0	1	1	1
draco can not make the baklava because the professor should wiggle	draco can not make the baklava	0	0	1	1
george should not arrange the strudels that the witch may gobble	george should not arrange the strudels that neville should arrange	0	1	1	1
fred can not assemble the cookie that a wizard should make	fred can not assemble the cookie that she can assemble	0	1	1	1
harry can not create a chocolate that the student may chew	harry can not create a chocolate that a professor must create	1	1	1	1
lily must not chew a croissant since the wizard can party	lily must not party since a wizard can party	0	0	1	0
he should not create the cake that a professor may eat	he should not eat the cake that a professor may eat	1	1	1	0
the student must not create the cookie that she must sprinkle	the student must not create the cookie that a student can create	0	1	1	1
hermione must not hide the croissant that a witch must arrange	hermione must not hide the croissant that a professor must hide	1	1	1	1
hagrid can not prepare many strudels which the professor must arrange	hagrid can not prepare many strudels which hagrid must prepare	0	1	1	1
hermione should not prepare many baklava which the witch can create	hermione should not prepare many baklava which hagrid should prepare	0	1	1	1
hagrid can not make the strudels which the student should sprinkle	hagrid can not make the strudels which hagrid can make	0	1	1	1
the wizard must not gobble the eclaires which lupin must eat	the wizard must not eat the eclaires which he must eat	0	1	1	0
the student should not hide many souffles that draco must make	the student should not hide many souffles that neville should hide	1	1	1	1
fred should not assemble many chocolates that the professor must arrange	fred should not assemble many chocolates that neville should assemble	0	1	1	1
the professor can not hide the doughnuts which petunia should prepare	the professor can not hide the doughnuts which snape should hide	1	1	1	1
the student may not arrange many pancakes that fred should make	the student may not arrange many pancakes that neville should arrange	1	1	1	1
a student can not eat many souffles which mcgonagall may hide	a student can not eat many souffles which a student can eat	0	1	1	1
the wizard may not eat many chocolates that albus must eat	the wizard may not eat many chocolates that a professor should eat	0	1	1	1
the witch may not arrange a croissant that dobby can prepare	the witch may not arrange a croissant that a professor may arrange	0	1	1	1
a professor can not chew the souffles that sirius should eat	a professor can not chew the souffles that a professor must chew	0	1	1	1
he may not arrange the eclaires that the student can make	he may not arrange the eclaires that neville should arrange	0	1	1	1
albus should not create the chocolates that a professor must sprinkle	albus should not create the chocolates that hagrid should create	0	1	1	1
snape may not make many pancakes which the professor should create	snape may not make many pancakes which hagrid should make	0	1	1	1
draco should not assemble the eclaires which a witch must create	draco should not assemble the eclaires which she should assemble	0	1	1	1
voldemort should not arrange many chocolates that the witch may sprinkle	voldemort should not arrange many chocolates that neville should arrange	0	1	1	1
the witch should not arrange many strudels that fred must hide	the witch should not arrange many strudels that neville should arrange	1	1	1	1
the student should not walk since fred may chew the chocolates	the student should not chew the chocolates since hermione may chew the chocolates	0	0	1	0
draco should not assemble the baklava that a student should prepare	draco should not assemble the baklava that a student should assemble	1	1	1	1
the student may not sprinkle the doughnuts that she must sprinkle	the student may not sprinkle the doughnuts that a student should sprinkle	0	1	1	1
the professor must not hide the chocolate which snape should gobble	the professor must not hide the chocolate which petunia must hide	1	1	1	1
a student can not chew the cakes that dobby may arrange	a student can not chew the cakes that a witch should chew	0	1	1	1
the wizard can not prepare the strudel which snape must arrange	the wizard can not prepare the strudel which the wizard should prepare	0	1	1	1
the student should not make a croissant because ron can wiggle	the student should not wiggle because he can wiggle	0	0	1	0
the student should not gobble the strudels that she must hide	the student should not gobble the strudels that james should gobble	0	1	1	1
a witch should not sprinkle the croissants which ginny can prepare	a witch should not sprinkle the croissants which a witch should sprinkle	0	1	1	1
ron should not hide the cake that the student must assemble	ron should not hide the cake that a professor should hide	1	1	1	1
petunia may not sprinkle the chocolates that a witch may arrange	petunia may not sprinkle the chocolates that petunia must sprinkle	0	1	1	1
fred must not make the pancake that a witch must assemble	fred must not make the pancake that james must make	0	1	1	1
mcgonagall can not create the souffles that a witch should eat	mcgonagall can not create the souffles that a student must create	1	1	1	1
fred should not sprinkle many strudels which the wizard may assemble	fred should not sprinkle many strudels which hagrid should sprinkle	0	1	1	1
ginny may not sprinkle many strudels that a wizard can chew	ginny may not sprinkle many strudels that hagrid should sprinkle	0	1	1	1
a student may not chew the souffles which voldemort should make	a student may not chew the souffles which the student must chew	0	1	1	1
dobby should not create the pancake which a wizard should hide	dobby should not hide the pancake which dobby should create	0	1	1	0
draco must not assemble the baklava which the student should sprinkle	draco must not assemble the baklava which she must assemble	0	1	1	1
the student should not eat the chocolates that voldemort should create	the student should not eat the chocolates that a professor should eat	0	1	1	1
the student must not eat many souffles which petunia must gobble	the student must not eat many souffles which fred should eat	1	1	1	1
a professor can not gobble the strudels which lily must make	a professor can not gobble the strudels which a student can gobble	0	1	1	1
ginny can not hide many souffles that the witch should eat	ginny can not hide many souffles that neville may hide	0	1	1	1
albus must not sprinkle many croissants which a professor should arrange	albus must not sprinkle many croissants which he must sprinkle	0	1	1	1
she must not chew the souffles which a student must hide	she must not chew the souffles which she must chew	0	1	1	1
voldemort may not hide the baklava which a witch can arrange	voldemort may not hide the baklava which snape must hide	0	1	1	1
the student can not walk because fred must make a cake	the student can not make a cake because a professor must make a cake	0	0	1	0
lily may not sprinkle the cakes that the witch should arrange	lily may not sprinkle the cakes that a professor should sprinkle	1	1	1	1
the wizard may not giggle since draco can chew many souffles	the wizard may not chew many souffles	0	0	1	0
james must not assemble many cakes that the witch can make	james must not assemble many cakes that neville should assemble	0	1	1	1
draco should not make the chocolates that a professor must hide	draco should not make the chocolates that james should make	0	1	1	1
a witch should not arrange the souffle that voldemort should chew	a witch should not arrange the souffle that a student should arrange	0	1	1	1
a student should not assemble a croissant which harry should make	a student should not assemble a croissant which a professor must assemble	0	1	1	1
albus may not make the doughnut which a professor should arrange	albus may not make the doughnut which she can make	0	1	1	1
she may not arrange the doughnuts which the student must hide	she may not arrange the doughnuts which snape should arrange	0	1	1	1
the professor must not eat a cake which harry must hide	the professor must not eat a cake which a professor must eat	0	1	1	1
vernon must not assemble the chocolates that a professor must sprinkle	vernon must not assemble the chocolates that james must assemble	0	1	1	1
a professor must not assemble many cakes which vernon must gobble	a professor must not assemble many cakes which he should assemble	0	1	1	1
she can not gobble the strudels which a witch can chew	she can not gobble the strudels which she should gobble	0	1	1	1
the wizard can not hide a souffle that hagrid should create	the wizard can not hide a souffle that a witch should hide	0	1	1	1
the witch should not assemble a doughnut that fred should prepare	the witch should not assemble a doughnut that a student should assemble	0	1	1	1
ron should not hide many chocolates which a professor may gobble	ron should not hide many chocolates which petunia should hide	0	1	1	1
hagrid must not gobble the souffles which the student should assemble	hagrid must not gobble the souffles which she should gobble	0	1	1	1
a professor must not make the chocolates that dobby must chew	a professor must not make the chocolates that a professor should make	0	1	1	1
hermione should not hide the croissants because the student must run	hermione should not run because fred must run because fred must run	0	0	1	0
a wizard can not make many doughnuts which mcgonagall must prepare	a wizard can not make many doughnuts which hagrid should make	1	1	1	1
the wizard should not prepare many doughnuts which he may chew	the wizard should not prepare many doughnuts which harry should prepare	0	1	1	1
neville should not create the strudel which a witch may make	neville should not create the strudel which voldemort should create	0	1	1	1
james should not hide the doughnuts which a professor must hide	james should not hide the doughnuts that snape must hide	0	1	1	1
the witch must not assemble the cookies that petunia must create	the witch must not assemble the cookies that ron must assemble	1	1	1	1
a wizard must not make a strudel that snape should chew	a wizard must not make a strudel that a wizard should make	0	1	1	1
a wizard may not eat the chocolates since james must smile	a wizard may not eat the chocolates	0	0	1	1
the student may not gobble the strudels that hermione can chew	the student may not gobble the strudels that a student may gobble	0	1	1	1
a witch should not arrange the croissants that vernon may make	a witch should not arrange the croissants that a student should arrange	0	1	1	1
the student must not hide the eclaires that james may arrange	the student must not hide the eclaires that dobby must hide	1	1	1	1
a witch can not gobble many souffles that hermione may arrange	a witch can not gobble many souffles that a student should gobble	0	1	1	1
dobby can not gobble the cake that a witch may eat	dobby can not eat the cake that a witch may eat	1	1	1	0
vernon can not assemble a cake that the student must gobble	vernon can not assemble a cake that a professor should assemble	1	1	1	1
voldemort may not assemble the eclaires that the witch may assemble	voldemort may not assemble the eclaires that neville may assemble	0	1	1	1
mcgonagall must not hide the doughnut which a student can gobble	mcgonagall must not hide the doughnut which he must hide	0	1	1	1
petunia should not chew the chocolates that a student may prepare	petunia should not chew the chocolates that petunia should chew	0	1	1	1
he must not eat a croissant that a student should make	he must not eat a croissant that a professor must eat	1	1	1	1
he must not assemble many cookies which a professor can hide	he must not assemble many cookies which neville should assemble	0	1	1	1
the student may not make the cookie that lupin should create	the student may not make the cookie that a student should eat	0	1	1	1
a student must not hide the baklava which dobby should prepare	a student must not hide the baklava which snape must hide	1	1	1	1
snape can not smile because a professor must eat a croissant	snape can not eat the croissant because a professor must eat a pancake	0	0	1	0
the student can not sprinkle the strudels which snape may chew	the student can not sprinkle the strudels which hagrid can sprinkle	1	1	1	1
vernon should not make the strudels that a witch should assemble	vernon should not make the strudels that james should make	0	1	1	1
the student must not make the doughnuts that ron should eat	the student must not make the doughnuts that she should make	0	1	1	1
a witch must not eat the strudel that fred can sprinkle	a witch must not eat the strudel that a professor should eat	0	1	1	1
a professor should not create the pancake that she may sprinkle	a professor should not sprinkle the pancake that hagrid may sprinkle	0	1	1	0
fred should not prepare many chocolates that the witch must arrange	fred should not prepare many chocolates that harry should prepare	0	1	1	1
sirius should not create many baklava which the wizard should arrange	sirius should not create many baklava which hagrid should create	0	1	1	1
lupin must not hide the doughnuts which the wizard should prepare	lupin must not hide the doughnuts which snape should hide	0	1	1	1
she must not sprinkle the pancake which the professor must chew	she must not sprinkle the pancake which petunia must sprinkle	0	1	1	1
a student can not sprinkle the chocolate that neville should make	a student can not sprinkle the chocolate that a student should sprinkle	0	1	1	1
since snape should chew the pancakes he can not sprinkle the eclaires	since snape should sprinkle the eclaires lupin must not sprinkle the eclaires	0	1	1	0
fred may not hide the croissants because he must prepare a strudel	fred may not prepare a strudel because a wizard must prepare a strudel	0	1	1	0
hermione may not arrange the croissants since ron may create the strudels	hermione may not create the strudels because ginny may create the strudels	1	1	1	0
vernon should not make a cake since ginny may sprinkle a baklava	vernon should not sprinkle the baklava since a student may sprinkle a baklava	0	1	1	0
a wizard may not gobble the croissant that the professor must assemble	a wizard may not gobble the croissant that a professor should gobble	1	1	1	1
a student may not assemble the eclaire that the student must assemble	a student may not assemble the eclaire that a student should assemble	1	1	1	1
the wizard should not gobble the baklava that a student may prepare	the wizard should not gobble the baklava that snape should gobble	0	1	1	1
she may not chew the doughnut because petunia can create the cakes	she may not chew the doughnut	0	0	1	1
harry may not prepare the strudel because ginny should prepare the croissant	harry may not prepare the cakes because ginny should prepare the cakes	0	1	1	1
hagrid can not arrange the cakes since she should make many cakes	hagrid can not make the cakes since she should make many cakes	1	1	1	0
snape should not sprinkle the doughnuts because hagrid can create the souffle	snape should not create the souffle because hagrid can create the souffle	0	1	1	0
the witch must not gobble the strudels which a witch should eat	the witch must not eat the strudels which she should gobble	0	1	1	0
voldemort may not sprinkle a eclaire because fred must create the cake	voldemort may not sprinkle a eclaire	0	0	1	1
he may not prepare many pancakes because lily should sprinkle a pancake	he may not sprinkle a pancake since a professor should sprinkle a pancake	0	1	1	0
a witch may not sprinkle the chocolates that a professor should create	a witch may not sprinkle the chocolates that a witch should sprinkle	1	1	1	1
hermione can not hide the baklava since vernon must hide the souffle	hermione can not hide the souffle since vernon must hide the souffle	0	1	1	1
vernon must not assemble a doughnut because hagrid should make the chocolates	vernon must not make a chocolate because hermione should make the chocolates	1	1	1	0
a student can not arrange a souffle that the student should sprinkle	a student can not arrange a souffle that a student should arrange	1	1	1	1
mcgonagall must not sprinkle the cake because neville can assemble a strudel	mcgonagall must not assemble a strudel because a wizard should assemble a strudel	0	1	1	0
the witch may not eat a cake that a student can sprinkle	the witch may not eat a cake that a professor should eat	1	1	1	1
sirius can not sprinkle many doughnuts because sirius can arrange the cakes	sirius can not arrange the cakes because neville can arrange the cakes	1	1	1	0
a professor must not eat the strudels that a witch can create	a professor must not eat the strudels that a student must eat	1	1	1	1
lily should not chew a pancake since voldemort can make many baklava	lily should not make many baklava	0	0	1	0
draco should not gobble a cake because fred may make many cakes	draco should not make a cake because neville should make many cakes	1	1	1	0
she should not assemble the chocolate since hermione can gobble the eclaires	she should not gobble the eclaires since she can gobble the eclaires	0	1	1	0
sirius may not arrange the strudels since ron should create the strudel	sirius may not arrange the strudels	0	0	1	1
the student should not gobble the souffle that the professor must hide	the student should not gobble the souffle that a student should gobble	1	1	1	1
a professor should not assemble the strudel that the witch must hide	a professor should not assemble the strudel that a professor should assemble	1	1	1	1
ron may not prepare a eclaire because dobby should gobble a chocolate	ron may not prepare a eclaire	0	0	1	1
george should not gobble the chocolate because ron should arrange a doughnut	george should not arrange a doughnut because a student should arrange a doughnut	0	1	1	0
voldemort must not gobble the strudels since george should prepare the croissant	voldemort must not assemble the strudels	0	0	1	0
lily must not create the pancake since mcgonagall should eat many chocolates	lily must not eat many chocolates since vernon should eat many chocolates	0	1	1	0
the professor can not gobble the doughnuts which the student can make	the professor can not make the doughnuts which snape can make	0	1	1	0
neville should not sprinkle the cakes because she should make the croissants	neville should not make the cakes because he should make the croissants	1	1	1	0
since neville must sprinkle the croissants she must not hide the baklava	since neville must sprinkle the baklava she must not hide the baklava	1	1	1	1
a professor should not arrange the croissant that the professor must chew	a professor should not arrange the croissant that a professor should arrange	1	1	1	1
sirius can not eat the croissants since harry should create the cake	sirius can not eat the croissants	0	0	1	1
she may not hide the croissant since snape may make the chocolates	she may not make the chocolates since vernon may make the chocolates	0	1	1	0
she should not create a cookie since he can hide a chocolate	she should not hide a chocolate since a professor can hide a chocolate	0	1	1	0
ginny can not chew a croissant since george should assemble the souffles	ginny can not assemble the souffles	0	0	1	0
the professor should not assemble the doughnuts which a student should arrange	the professor should not assemble a croissant which a student can assemble	0	1	1	1
because she may create the baklava james must not make a croissant	because she may create the baklava james must not make a souffle	1	1	1	1
vernon can not assemble the strudels because neville can chew the cookie	fred can not chew the cookie because the student can chew the cookie	0	1	1	0
lily should not create the souffles because draco may prepare the doughnut	lily should not prepare the doughnut because hermione may prepare the doughnut because hermione may prepare the doughnut	0	0	1	0
the professor should not gobble the souffles which the wizard should sprinkle	the professor should not gobble the souffles which she should gobble	0	1	1	1
neville should not assemble the cookies because albus should assemble the doughnuts	neville should not assemble the cookies	0	0	1	1
a professor must not chew a cake that the student should create	a professor must not chew a cake that a professor must chew	1	1	1	1
mcgonagall must not gobble the cookie because fred may make many strudels	mcgonagall must not make many strudels because vernon may make many strudels	0	1	1	0
neville must not eat the souffle because neville can eat the croissants	neville must not eat the pancakes because fred can eat the pancakes	0	1	1	1
because he must chew a cake dobby should not sprinkle the chocolates	because he must chew a cake the professor should sprinkle the chocolates	0	0	0	0
neville should not hide the cakes since she must sprinkle the souffles	neville should not sprinkle the souffles since he must sprinkle the souffles	1	1	1	0
a student should not hide the doughnuts that a wizard can hide	a student should not hide the doughnuts that a professor should hide	1	1	1	1
draco must not chew the baklava since hagrid should eat the doughnuts	draco must not eat the baklava	0	0	1	0
the wizard may not make many doughnuts that the wizard can prepare	the wizard may not make many doughnuts that harry should make	0	1	1	1
dobby may not hide a croissant since albus may gobble the eclaire	dobby may not gobble the eclaire since a student can gobble the eclaire	0	1	1	0
hagrid should not chew a doughnut since lily may make the strudel	hagrid should not make a cake since mcgonagall may make a cake	1	1	1	0
lupin may not prepare the cakes since ron may make the souffles	lupin may not make the souffles since ron must make the souffles	1	1	1	0
the student can not create the strudels that a professor may prepare	the student can not create the strudels that hagrid can create	0	1	1	1
fred must not make many croissants because voldemort may prepare the cakes	fred must not prepare the cakes because neville may prepare the cakes	1	1	1	0
she should not sprinkle a croissant since snape may assemble the cookies	she should not assemble the cookies since ron may assemble the cookies	0	1	1	0
a professor can not sprinkle a strudel which a wizard must create	a professor can not sprinkle a strudel which a professor must sprinkle	1	1	1	1
hagrid should not make the chocolates because albus can assemble a cake	hagrid should not assemble a cake because a professor can assemble a cake	0	1	1	0
ginny can not make the croissants since ron may sprinkle the cookies	ginny can not sprinkle the cookies since ron may sprinkle the cookies	1	1	1	0
