target	prediction	equal structures	equal S, AdvP, and RelP clauses
fred may chew the souffle which petunia must create	fred may chew the souffle which a witch must chew	0	1
lupin may prepare a cookie since harry can wiggle	lupin may prepare a cookie	0	0
ginny should laugh because vernon may create many souffles	ginny should create many souffles	0	0
hermione can eat a chocolate which draco must chew	hermione can eat a chocolate which a professor should eat	0	1
dobby should eat a croissant that lupin must hide	dobby should eat a croissant that a professor must eat	0	1
petunia must arrange the croissant that mcgonagall must make	petunia must arrange the croissant that a professor must arrange	0	1
hermione must hide many doughnuts that petunia must make	hermione must hide many doughnuts that harry should hide	1	1
draco should gobble many strudels which sirius must assemble	draco should gobble many strudels which hagrid should gobble	1	1
voldemort should arrange many baklava that albus can create	voldemort should arrange many baklava that neville should arrange	1	1
petunia should hide the chocolate which draco should prepare	petunia should hide the chocolate which petunia should hide	1	1
harry can create the pancake that sirius should gobble	harry can create the pancake that hagrid must create	1	1
vernon may assemble many souffles that george should assemble	vernon may assemble many souffles that neville should assemble	1	1
neville may make the strudels that dobby should make	neville may make the strudels that james may make	1	1
vernon can hide many baklava that draco may chew	vernon can hide many baklava that neville should hide	1	1
she must hide the souffles that she should create	she must hide the souffles that she must hide	1	1
he should arrange many croissants which hermione must gobble	he should arrange many croissants which he should arrange	0	1
vernon must hide the eclaires that hermione should assemble	vernon must hide the eclaires that dobby must hide	1	1
lupin must gobble a souffle because snape may run	lupin must gobble a doughnut because snape may run	1	1
she may gobble a pancake because sirius should run	she may run because she should run because she should run	0	0
harry may assemble many doughnuts that ginny can gobble	harry may assemble many doughnuts that neville may assemble	1	1
harry may eat the doughnuts which voldemort must sprinkle	harry may eat the doughnuts which the professor may eat	0	1
voldemort may sprinkle a cake that harry must prepare	voldemort may sprinkle a cake that a professor should sprinkle	0	1
the wizard must prepare the cookies that ron can arrange	the wizard must prepare the cookies that a professor should prepare	0	1
a professor can create a cake that ron must gobble	a professor can create a cake that a professor must create	0	1
ginny must arrange the eclaires that a professor can hide	ginny must arrange the eclaires that lupin must arrange	0	1
a student can arrange the strudels that neville must arrange	a student can arrange the strudels that a student must arrange	0	1
vernon should gobble the eclaires that a witch can hide	vernon should gobble the eclaires that she should gobble	0	1
voldemort must prepare many strudels that a witch should arrange	voldemort must prepare many strudels that hagrid must prepare	0	1
a student may sprinkle a cake that she must create	a student may sprinkle a cake that a professor may sprinkle	0	1
ron should gobble many doughnuts that the wizard must chew	ron should gobble many doughnuts that snape should gobble	0	1
the professor may arrange a cake which fred must assemble	the professor may arrange a cake which a professor may arrange	0	1
hagrid should assemble the baklava which the student must sprinkle	hagrid should assemble the baklava which she should assemble	0	1
the professor must prepare the cookies that mcgonagall may create	the professor must prepare the cookies that a professor must prepare	0	1
a student should sprinkle the strudels that ron must hide	a student should sprinkle the strudels that a student should sprinkle	0	1
george must hide the strudels that the student can create	george must hide the strudels that a student must hide	1	1
neville should chew a croissant that the student may eat	neville should eat the croissant that a student may eat	1	1
the professor should gobble the baklava that harry may hide	the professor should gobble the baklava that a professor should gobble	0	1
fred must wiggle because a professor may create the doughnuts	fred must hide a pancake since vernon may create the doughnuts	0	0
the witch can hide the pancake because harry can walk	the witch can walk because vernon can walk	0	0
the student should prepare a cake that james may eat	the student should prepare a cake that a professor should prepare	0	1
lupin may prepare a cake which the wizard should arrange	lupin may prepare a cake which a professor may prepare	1	1
the wizard should hide the strudel that sirius may make	the wizard should hide the strudel that a witch should hide	0	1
lily must party since the student should assemble the eclaires	lily must arrange the souffles since the student should arrange the souffle	0	0
voldemort should walk because the professor may hide many pancakes	voldemort should hide the croissant because vernon may hide the doughnuts	0	0
the witch must sprinkle a chocolate that he must arrange	the witch must sprinkle a chocolate that a professor should sprinkle	0	1
james may sprinkle a croissant which the student must chew	james may sprinkle a croissant which a professor must sprinkle	1	1
the professor should chew the pancakes since she must jump	the professor should prepare the eclaires since she must jump	1	1
the professor should chew the strudels that lily should sprinkle	the professor should chew the strudels that a student should chew	0	1
petunia may chew the baklava which a witch must prepare	petunia may chew the baklava which a witch can chew	1	1
a wizard can sprinkle the strudels which mcgonagall should arrange	a wizard can sprinkle the strudels which a student can sprinkle	0	1
the student may gobble a chocolate which neville should create	the student may gobble a chocolate which a student should gobble	0	1
lupin may sprinkle a chocolate that a wizard should arrange	lupin may sprinkle a chocolate that a professor must sprinkle	1	1
snape can chew the eclaires that a professor may assemble	snape can chew the eclaires that a student can chew	1	1
the student should arrange a cake that he must assemble	the student should arrange a cake that a professor should arrange	0	1
draco should arrange many eclaires that a wizard should hide	draco should arrange many eclaires that neville should arrange	0	1
voldemort should sprinkle the doughnuts which the wizard should hide	voldemort should sprinkle the doughnuts which snape should sprinkle	0	1
lily should create the souffles that the wizard should gobble	lily should create the souffles that she should create	0	1
neville must create the chocolates which the professor should arrange	neville must create the chocolates which petunia can create	0	1
james should gobble the strudels which the student must create	james should gobble the strudels which james should gobble	0	1
the student must chew the strudels which hermione must prepare	the student must chew the strudels which draco can chew	1	1
a wizard must eat the souffles that ginny can make	a wizard must eat the souffles that a student must eat	0	1
sirius may assemble many cakes that a wizard must make	sirius may assemble many cakes that neville should assemble	0	1
a student should eat the strudels that fred should gobble	a student should eat the strudels that a student should eat	0	1
a witch must eat the chocolates which neville must eat	a witch must eat the chocolates which a witch must eat	0	1
a witch can gobble a chocolate that petunia should hide	a witch can gobble a chocolate that a professor must gobble	0	1
draco must create many doughnuts that the wizard can chew	draco must create many doughnuts that hagrid should create	0	1
dobby should gobble many eclaires which the professor must make	dobby should gobble many eclaires which she should gobble	0	1
the student may sprinkle the cake that draco can sprinkle	the student may sprinkle the cake that a professor should sprinkle	0	1
the witch may arrange a souffle that ginny can arrange	the witch may arrange a souffle that a student should arrange	0	1
vernon may sprinkle many cakes which the professor may gobble	vernon may sprinkle many cakes which hagrid should sprinkle	0	1
hermione must gobble the doughnuts which a professor must chew	hermione must gobble the doughnuts which snape should gobble	0	1
a wizard may arrange a souffle that sirius should create	a wizard may arrange a souffle that a student should arrange	0	1
draco may prepare the croissant which a student should arrange	draco may prepare the croissant which the professor should prepare	1	1
she may jump because a professor can gobble the cakes	she may gobble the cakes because he can gobble the cakes	0	0
the wizard may gobble the cookie that sirius can gobble	the wizard may gobble the cookie that a student should gobble	0	1
snape may gobble many baklava that the witch must chew	snape may gobble many baklava that voldemort should gobble	0	1
albus should make the souffles that the professor may assemble	albus should make the souffles that she should make	0	1
dobby must make many strudels that a professor can sprinkle	dobby must make many strudels that hagrid should make	0	1
harry must giggle since the witch should assemble the pancake	harry must eat the chocolates	0	0
the student must make the baklava that he must make	the student must make the baklava that a student should make	0	1
lupin may eat the eclaires that the professor should gobble	lupin may eat the eclaires that a student should eat	1	1
snape should gobble the pancake that a professor may prepare	snape should gobble the pancake that a student should gobble	1	1
the student must create a cake that dobby should assemble	the student must create a cake that a professor should create	0	1
hagrid can assemble the doughnuts that the witch must assemble	hagrid can assemble the doughnuts that she should assemble	0	1
the student must arrange the doughnuts that james may prepare	the student must arrange the doughnuts that a student should arrange	0	1
the professor must eat the croissant that dobby should eat	the professor must eat the croissant that a professor must eat	0	1
the witch must make the cookies that ron must gobble	the witch must make the cookies that ron must make	1	1
the student can hide a souffle that voldemort must sprinkle	the student can hide a souffle that a student may hide	0	1
lily can assemble the souffles because the professor may swim	lily can assemble the doughnuts because the professor may swim	1	1
james must sprinkle many pancakes which the student can arrange	james must sprinkle many pancakes which hagrid should sprinkle	0	1
sirius may assemble the cookies which a wizard must arrange	sirius may assemble the cookies which ron may assemble	0	1
the student must smile because james must make the pancakes	the student must make the doughnut	0	0
a wizard may arrange a souffle that fred may arrange	a wizard may arrange a souffle that a student should arrange	0	1
sirius can gobble many pancakes which the professor may eat	sirius can eat many pancakes which hagrid should gobble	0	1
a witch may chew the croissant which voldemort should chew	a witch may chew the croissant which a professor can chew	0	1
a student can assemble the cookies that dobby can sprinkle	a student can assemble the cookies that ron must assemble	1	1
a professor must chew a chocolate that she must assemble	a professor must chew a chocolate that a professor must chew	0	1
the witch must prepare many cakes since he must hiccup	the witch must prepare the cakes since he must hiccup	1	1
a student can eat the strudels that ginny should create	a student can eat the strudels that a student should eat	0	1
a witch should eat many doughnuts which vernon may gobble	a witch should eat many doughnuts which harry should eat	1	1
dobby should sprinkle many chocolates which a student may assemble	dobby should sprinkle many chocolates which petunia should sprinkle	0	1
the witch may sprinkle the cookie that she may assemble	the witch may sprinkle the cookie that a student can sprinkle	0	1
the student may eat the strudels which he must gobble	the student may eat the strudels which a student should eat	0	1
ron may sprinkle many cookies which the professor must assemble	ron may sprinkle many cookies which hagrid should sprinkle	0	1
a witch must sprinkle the souffles since voldemort should hiccup	a witch must sprinkle the souffles	0	0
a student can sprinkle a croissant that george may create	a student can sprinkle a croissant that a professor can sprinkle	0	1
hermione should prepare a cookie because the student must jump	hermione should prepare a souffle because the student must jump	1	1
the wizard should assemble the strudels that draco can chew	the wizard should assemble the strudels that neville should assemble	1	1
the professor should run since lily can hide the cake	the professor should hide the cake since neville can hide the cake	0	0
lupin may make a strudel which a student should make	lupin may make a strudel which a wizard should make	1	1
a witch should hiccup because sirius should arrange the cookies	a witch should arrange the cookies	0	0
a student can hide the doughnuts which snape should sprinkle	a student can hide the doughnuts which snape should hide	1	1
he can assemble the souffles which the wizard must sprinkle	he can assemble the souffles which she should assemble	0	1
the wizard should arrange a strudel that sirius must arrange	the wizard should arrange a strudel that a wizard should arrange	0	1
neville should chew many baklava that a student can create	neville should chew many baklava that neville should chew	0	1
the student may hide many chocolates which voldemort should chew	the student may hide many chocolates which petunia may hide	1	1
draco may eat many eclaires which a professor must hide	draco may eat many eclaires which she should create	0	1
a professor must gobble the croissant that lupin must gobble	a professor must gobble the croissant that a professor must gobble	0	1
albus must assemble the croissants that the professor must eat	albus must assemble the croissants that a student must assemble	1	1
a professor can chew the chocolates which hermione must chew	a professor can chew the chocolates which a witch can chew	0	1
a student must create many strudels which albus can hide	a student must create many strudels which hagrid must create	1	1
hermione may eat the eclaires that the professor may sprinkle	hermione may eat the eclaires that a student should eat	1	1
the professor may make the baklava which petunia must sprinkle	the professor may make the baklava which a witch should make	0	1
the professor can chew many cakes which sirius may create	the professor can chew many cakes which draco can chew	1	1
fred can arrange many doughnuts which a professor should assemble	fred can arrange many doughnuts which harry should arrange	0	1
the student must chew the strudels which sirius must prepare	the student must chew the strudels which draco can chew	1	1
a professor should prepare the strudels that lily must make	a professor should prepare the strudels that a professor should prepare	0	1
dobby should make the doughnuts that the wizard must gobble	dobby should make the doughnuts that she should make	0	1
the professor should assemble the baklava which mcgonagall can prepare	the professor should assemble the baklava which she should assemble	0	1
neville can sprinkle the pancake that the witch can sprinkle	neville can sprinkle the pancake that petunia can sprinkle	0	1
a witch may gobble a cookie which lily must hide	a witch may gobble a cookie which a student may gobble	0	1
neville must gobble the cookies that a professor may prepare	neville must gobble the cookies that snape must gobble	0	1
the student must prepare the doughnut which she must assemble	the student must prepare the doughnut which she must prepare	1	1
a professor must jump since james must chew the pancakes	a professor must chew the pancakes	0	0
ron should assemble the chocolates that the professor can arrange	ron should assemble the chocolates that ron should assemble	0	1
a witch should make many cakes which voldemort may sprinkle	a witch should sprinkle many cakes which hagrid should make	1	1
the professor should assemble the baklava which neville should prepare	the professor should assemble the baklava which she should assemble	0	1
vernon can hide the baklava which a student must arrange	vernon can hide the baklava which snape must hide	0	1
a wizard can create many pancakes which vernon must assemble	a wizard can create many pancakes which hagrid should create	1	1
petunia should assemble many pancakes that a professor may hide	petunia should assemble many pancakes that neville should assemble	0	1
the student should hide the doughnuts that george must prepare	the student should hide the doughnuts that snape should hide	1	1
the student can assemble the pancake because sirius must smile	the student can smile because the student must smile	0	0
a witch can arrange the strudels since she must walk	a witch can arrange the strudels since she should make the baklava	0	0
a witch may prepare the cake that mcgonagall should prepare	a witch may prepare the cake that a professor may prepare	0	1
a professor should eat a chocolate which dobby may sprinkle	a professor should eat a chocolate which a professor should eat	0	1
ginny should assemble the pancake that a witch should assemble	ginny should assemble the pancake that she must assemble	0	1
fred must hide the eclaires that the professor may hide	fred must hide the eclaires that dobby must hide	0	1
the witch should prepare many cakes which ron can chew	the witch should prepare many cakes which harry should prepare	1	1
hermione can prepare a strudel which a student may arrange	hermione can arrange a strudel which a wizard may prepare	1	1
james should create the souffles that a wizard must sprinkle	james should create the souffles that she should create	0	1
the student should create the eclaire because she should jump	the student should jump because she should jump	0	0
albus may sprinkle many doughnuts that a professor must assemble	albus may sprinkle many doughnuts that hagrid should sprinkle	0	1
hermione can create many cookies that the witch can hide	hermione can create many cookies that hagrid should create	0	1
a student should gobble the strudels that he should prepare	a student should gobble the strudels that a student should gobble	0	1
a wizard can eat the cookies that mcgonagall may arrange	a wizard can eat the cookies that a professor should eat	0	1
the wizard should jump since hagrid may arrange a croissant	the wizard should arrange a croissant	0	0
a student should assemble the chocolate that petunia must assemble	a student should assemble the chocolate that he should assemble	0	1
hermione must arrange the strudels that the wizard should gobble	hermione must arrange the strudels that neville must arrange	0	1
he can create many chocolates that a witch must make	he can create many chocolates that hagrid should create	0	1
the student may assemble the cookies which sirius must chew	the student may assemble the cookies which ron may assemble	1	1
a student should sprinkle the souffle that vernon should arrange	a student should sprinkle the souffle that a student should sprinkle	0	1
the student can sprinkle the cake that fred should hide	the student can sprinkle the cake that a professor should sprinkle	0	1
vernon may sprinkle a cake which the professor can make	vernon may sprinkle a cake which a professor may sprinkle	1	1
voldemort must gobble the souffles which the wizard can assemble	voldemort must gobble the souffles which she should gobble	0	1
snape must chew many baklava which a professor can sprinkle	snape must chew many baklava which snape should chew	0	1
lupin must gobble the chocolates that the student should prepare	lupin must gobble the chocolates that james must gobble	0	1
dobby should assemble the doughnut which a professor must arrange	dobby should assemble the doughnut which she should assemble	0	1
the professor must hide many eclaires that petunia may create	the professor must hide many eclaires that dobby must hide	1	1
a student must assemble the chocolates that lupin must make	a student must assemble the chocolates that a professor should assemble	0	1
the student may make the souffle that neville must assemble	the student may make the souffle that a student must make	0	1
because george can run a student must hide the strudel	because george can run a student must assemble the strudel	1	1
the wizard may chew the eclaires that harry must eat	the wizard may chew the eclaires that the student may chew	0	1
the witch may run since mcgonagall must prepare a eclaire	the witch may prepare a eclaire since a student should prepare a eclaire	0	0
vernon must hide the croissant which the witch should create	vernon must hide the croissant which the professor must hide	1	1
george should prepare many souffles which a wizard can make	george should prepare many souffles which she should prepare	0	1
ginny can hide the baklava which a professor can make	ginny can hide the baklava which snape can hide	0	1
a wizard can gobble the cookies that george can hide	a wizard can gobble the cookies that a professor should gobble	0	1
a professor should gobble the eclaires which hagrid should arrange	a professor should gobble the eclaires which she should gobble	0	1
draco must arrange a cake that the professor may arrange	draco must arrange a cake that a professor should arrange	1	1
draco can gobble the souffles that a professor must assemble	draco can gobble the souffles that she should gobble	0	1
dobby can create many souffles that the student must hide	dobby can create many souffles that hagrid should create	0	1
hagrid may prepare the cookie because the witch may run	hagrid may run because a witch may run because a witch may run	0	0
mcgonagall should assemble the doughnut that a witch must hide	mcgonagall should assemble the doughnut that she should assemble	0	1
a witch can make a souffle that petunia may sprinkle	a witch can make a souffle that a student can make	0	1
since hermione must arrange the strudel vernon should assemble a croissant	since hermione must arrange the strudel vernon may assemble a strudel	1	1
the professor should make the souffles because a witch may run	the professor should run because a witch may run because a witch may run	0	0
a witch must create the cookie since a student should laugh	a witch must create the croissant because a student can create the souffle	0	0
snape must prepare the baklava since vernon may chew the pancakes	snape must prepare the baklava since vernon may chew the doughnuts	1	1
vernon can make the cakes because hermione must chew the chocolates	vernon can chew the chocolates because hermione can chew the chocolates	1	1
the student should create the chocolates that a professor may sprinkle	the student should create the chocolates that hagrid should create	0	1
he can chew the cookie since hermione should gobble a pancake	he can chew the cookie	0	0
james must hide the pancake because petunia can assemble the souffle	james must assemble the souffle	0	0
mcgonagall can arrange the pancakes because fred must chew the doughnuts	mcgonagall can chew the doughnuts because the professor can chew the doughnuts	0	1
mcgonagall should make the cake since harry must create many eclaires	mcgonagall should make many eclaires since she must create many eclaires	0	1
a student should gobble the croissants that a wizard can hide	a student should gobble the croissants that a student should gobble	1	1
voldemort must assemble the croissants because fred must prepare many strudels	voldemort must assemble the strudels because harry must prepare many strudels	1	1
the professor must make the strudel since a wizard should giggle	the professor must make a strudel since a wizard must make a strudel	0	0
the student should sprinkle the strudels that a wizard can assemble	the student should sprinkle the strudels that hagrid should sprinkle	0	1
draco can prepare the cakes because harry should prepare the cakes	draco can prepare the cakes because neville should prepare the cakes	1	1
she can make a croissant since hermione should create a croissant	she can make a croissant since a professor should create a croissant	0	1
a professor may eat the souffles which the student should create	a professor may eat the souffles which a professor must eat	1	1
a professor should arrange many cookies that a wizard may gobble	a professor should arrange many cookies that neville should arrange	0	1
she should arrange the eclaires because james should gobble the chocolate	she should gobble the souffles because james should gobble the chocolate	1	1
lupin can arrange the pancake since voldemort can eat the chocolate	lupin can eat the baklava since voldemort can eat the baklava	0	1
draco should sprinkle the strudels since fred should hide the pancakes	draco should sprinkle the strudel	0	0
sirius can assemble the strudels since hermione may assemble the croissants	sirius can assemble the doughnuts since hermione may assemble the doughnuts	1	1
dobby must assemble the doughnut because george can gobble the souffles	dobby must gobble the souffles because he can gobble the souffles	0	1
lily may arrange a cookie because george may hide the cookies	lily may hide the cookies because ron may hide the cookies	0	1
the professor can wiggle because the professor should eat a doughnut	the professor can eat a doughnut because a professor should eat a doughnut	0	0
the witch should arrange the doughnut which the professor can hide	the witch should arrange the doughnut which he should arrange	0	1
the student may assemble the cake that a student can create	the student may assemble the cake that a professor should assemble	1	1
harry may prepare many croissants since george must hide many doughnuts	harry may hide the cakes since dobby must hide the cakes	1	1
ron may chew many cookies since lupin should make the baklava	ron may chew many baklava	0	0
dobby must sprinkle many strudels since neville may create the pancakes	dobby must assemble many doughnuts since neville may hide many doughnuts	1	1
hagrid should eat many eclaires since harry may sprinkle the cookies	hagrid should sprinkle the cookies since ron may sprinkle the cookies	1	1
snape should chew many pancakes because sirius may prepare many cakes	snape should prepare many cakes because vernon should prepare many cakes	1	1
dobby can eat the doughnut because lily may prepare many souffles	dobby can prepare many souffles because fred should prepare many souffles	0	1
a professor must arrange the souffles that the professor must make	a professor must arrange the souffles that a student must arrange	1	1
hagrid should hide a strudel because albus must gobble the souffles	hagrid should gobble the souffles since he must gobble the souffles	0	1
the wizard may hide the baklava which a professor should hide	the wizard may hide the baklava which snape must hide	0	1
george can chew the eclaire since lupin should chew the chocolates	george can chew the chocolates because hermione should chew the chocolates	0	1
he must arrange a eclaire since james must create a strudel	he must arrange a eclaire	0	0
petunia should eat many strudels because draco may prepare the souffles	petunia should prepare the souffles because neville may prepare the souffles	1	1
lupin should hide the croissants because snape can sprinkle the cake	lupin should sprinkle the cake because lily can sprinkle the cake	0	1
mcgonagall may gobble the eclaire since harry may hide many doughnuts	mcgonagall may hide the doughnuts since harry may hide the doughnuts	0	1
she must prepare a baklava since dobby should hide the cookies	she must prepare the cookies since ron may hide the cookies	0	1
ron may arrange the doughnut because mcgonagall should eat a eclaire	ron may make a eclaire because a student should eat a eclaire	0	1
harry must eat a baklava since mcgonagall should create the strudel	harry must eat a baklava	0	0
since she must make the chocolates hermione may prepare many eclaires	since she must make the chocolates hermione must make the chocolates	1	1
a wizard should prepare many cookies which the professor may eat	a wizard should prepare many cookies which hagrid should prepare	0	1
james must hide the doughnut because draco can create many souffles	james must create many souffles	0	0
james should create a croissant because draco should assemble the pancake	james should assemble the croissant because draco should assemble the pancake	1	1
she should gobble the souffles because vernon must assemble a cake	she should assemble a cake because a professor may assemble a cake	0	1
mcgonagall must assemble the baklava because dobby may make a cake	mcgonagall must make a cake because a professor may make the cake	0	1
vernon must create the eclaires because ginny must hide the souffles	vernon must hide the souffles because he must hide the souffles	0	1
he must eat the strudels because neville must gobble the baklava	he must eat the strudels	0	0
vernon can sprinkle the croissants since he can eat a chocolate	vernon can eat a chocolate since he can eat the chocolate	0	1
hermione must prepare the souffle since voldemort should eat the pancake	hermione must prepare the strudel because voldemort should eat the strudel	1	1
a professor should gobble many baklava which the witch should create	a professor should gobble many baklava which she should gobble	0	1
lily must eat a souffle because she should make many doughnuts	lily must eat a souffle	0	0
harry must prepare a chocolate since hermione should prepare the doughnuts	harry must prepare the doughnuts since hermione should prepare the doughnuts	0	1
a professor can make the strudels which a professor may chew	a professor can make the strudels which hagrid must make	0	1
albus may sprinkle the cookie because he can arrange the pancakes	albus may arrange the cookie	0	0
voldemort can assemble a souffle because lily can make the cakes	voldemort can make the cakes because hagrid can make the cakes	0	1
the professor should eat the strudels that the witch can make	the professor should eat the strudels that a professor should eat	1	1
james may hide the chocolates because james should eat a pancake	james may eat the chocolates because a student should eat a pancake	0	1
james can arrange the doughnuts because draco must sprinkle a baklava	james can sprinkle the baklava since a student must sprinkle a baklava	0	1
mcgonagall can gobble a eclaire since voldemort should gobble a chocolate	mcgonagall can gobble a eclaire	0	0
fred may chew the eclaire because lily may hide the baklava	fred may hide the baklava because dobby may hide the baklava	0	1
the wizard may smile because a professor can sprinkle many strudels	the wizard may sprinkle a pancake since hagrid can sprinkle many strudels	0	0
he may chew the souffle since george should create the souffle	he may chew the souffle	0	0
the wizard should create many doughnuts that the professor may prepare	the wizard should create many doughnuts that hagrid should create	0	1
hermione can hide the cookies since snape may sprinkle the cookies	hermione can sprinkle the cookies since ron may sprinkle the cookies	1	1
draco may gobble a strudel because hagrid must hide the baklava	draco may hide the baklava because dobby must hide the baklava	0	1
ginny can eat the doughnuts since she must sprinkle the eclaires	ginny can sprinkle the eclaires since she must sprinkle the eclaires	1	1
a wizard may hide the strudel which the professor must hide	a wizard may hide the strudel which a witch may hide	1	1
sirius should hide many baklava because albus can arrange a pancake	sirius should arrange a pancake because a professor can arrange a pancake	0	1
george must prepare the cookie because he should eat the doughnut	george must eat the doughnut because he should eat the doughnut	1	1
ginny may assemble the souffle because sirius can prepare the cookies	ginny may prepare the cookies since mcgonagall can prepare the cookies	0	1
because sirius may chew many baklava sirius may sprinkle a eclaire	because sirius may sprinkle many pancakes sirius should sprinkle a eclaire	1	1
hagrid may smile since voldemort can smile because the witch must swim	hagrid may smile because voldemort can smile	0	0
a wizard should arrange a pancake because vernon should prepare the chocolates	a wizard should prepare the chocolates because hermione should prepare the chocolates	0	1
a witch may make many pancakes because she can sprinkle the chocolate	a witch may sprinkle the chocolate because hagrid can sprinkle the pancakes	0	1
a professor must gobble the strudels since ron can eat many pancakes	a professor must eat the pancakes since ron can eat the pancakes	1	1
snape must gobble many strudels since a professor may create the strudels	snape must gobble the croissant since vernon may create the strudels	0	1
the professor should eat the souffle since he can sprinkle many cakes	the professor should sprinkle many cakes since he can sprinkle many cakes	0	1
a wizard should create a chocolate because she can make the cakes	a wizard should make the cakes because hagrid can make the cakes	0	1
the wizard must assemble a cookie since she may eat a strudel	the wizard must assemble the eclaires since fred may eat the doughnuts	0	1
the professor can arrange a souffle since george may make the chocolates	the professor can make the chocolates since vernon may make the chocolates	0	1
snape may hiccup since the student may jump since dobby can smile	snape may smile since voldemort can smile since voldemort can smile	0	1
the witch must hide the souffle because hagrid may hide the cookies	the witch must hide the cookies since ron may hide the cookies	0	1
ginny should chew the souffles because the wizard may assemble the eclaire	ginny should assemble the eclaire because the student can assemble the eclaire	0	1
the professor can hide a eclaire since neville must eat a chocolate	the professor can eat a chocolate since he must eat the chocolate	0	1
lily should chew the pancake since a professor must create a souffle	lily should create a souffle since a professor must create a souffle	1	1
voldemort must chew the croissant because a professor must chew a cake	voldemort must chew a cake because a professor must chew a cake	1	1
since george must gobble a souffle a student must eat many pancakes	since george must gobble a souffle a student must eat a souffle	0	1
the student must eat the pancake because she must gobble many cakes	the student must gobble many eclaires because she should gobble many cakes	0	1
mcgonagall must chew many cakes because the wizard must sprinkle the souffles	mcgonagall must sprinkle the souffles because he must sprinkle the souffles	0	1
snape may walk since george can make many cookies which she should create	snape may gobble many cookies which she can make since he can make many cookies which she can assemble	0	0
lily should hide the doughnuts which vernon may eat because ron must jump	lily should eat the doughnuts because vernon may eat the doughnuts	0	0
since james must run since hermione can make the eclaires draco may wiggle	james must make the doughnuts since draco may make the doughnuts	0	0
draco should hiccup because dobby must gobble many cakes which he can eat	draco should eat the cakes which he can eat	0	0
sirius may chew many eclaires that fred may arrange since hermione should swim	sirius may chew many eclaires that sirius must chew	0	0
a student must sprinkle the souffles because a student should create the baklava	a student must sprinkle the souffles	0	0
the wizard must eat the doughnut since the student may hide the strudel	the wizard must hide the doughnuts since the student may eat the doughnuts	0	1
the witch can prepare the pancakes since the professor should make the chocolate	the witch can prepare the croissant since the wizard should prepare the pancakes	0	1
lily should assemble the cakes which albus should prepare since fred can party	lily should party since neville can party since harry can party	0	0
ron can laugh because draco may eat the doughnuts which sirius may hide	ron can eat the doughnuts which a professor may eat	0	0
he must laugh since hagrid should hide the doughnut that petunia may eat	he must hide the doughnut that he must hide since he must hide the doughnut that he must hide	0	0
james can sprinkle the doughnuts that ginny can sprinkle since snape should run	james can sprinkle the doughnuts that snape should sprinkle	0	0
ginny should sprinkle many chocolates that draco should assemble since fred may party	ginny should sprinkle many chocolates that hagrid should sprinkle	0	0
harry should gobble the pancakes that voldemort should eat because dobby may wiggle	harry should gobble the pancakes because voldemort may wiggle	0	0
the student should eat the cake because the student must hide the strudel	the student should hide the strudel because the student should hide the strudel	1	1
she should hiccup since albus may create the cookies which fred must make	she should assemble the cookies which ginny may create since hagrid may create the cookies which hagrid may create	0	0
lupin should sprinkle the strudels that she can eat because dobby may smile	lupin should smile since hagrid must smile because sirius may smile	0	0
because james can swim petunia must hiccup because she should chew the doughnuts	because james can hiccup petunia must chew the doughnuts	0	0
george may sprinkle the doughnuts that lupin should prepare since petunia can party	george may sprinkle the doughnuts that voldemort should assemble	0	0
lupin should gobble the baklava that neville must create since neville must laugh	lupin should gobble the baklava that snape should gobble	0	0
sirius should hide the chocolates that he must assemble because vernon should hiccup	sirius should hide the chocolates that petunia must hide	0	0
harry should laugh since she should chew many doughnuts that lupin may create	harry should chew many doughnuts that she should chew	0	0
hagrid can create many eclaires that a witch can eat because sirius can wiggle	hagrid can eat many eclaires that hagrid can eat	0	0
he may wiggle since the wizard may sprinkle the baklava since petunia must laugh	he may sprinkle the baklava since the student must sprinkle the baklava	0	0
since mcgonagall may run a student should assemble the doughnuts which hagrid must create	since mcgonagall may run a student should assemble the doughnuts which snape should assemble	1	1
james should chew the pancake which vernon must hide because a wizard can giggle	james should giggle because draco can giggle because draco can giggle	0	0
a student must arrange the cookie that albus must gobble because ginny should hiccup	a student must arrange the cookie that a student should arrange	0	0
dobby should eat the doughnut that fred may create because the student should giggle	dobby should eat the doughnut that he must eat	0	0
she must walk because dobby should gobble many eclaires that a wizard must arrange	she must gobble many eclaires that she should gobble because she should gobble many eclaires that she should gobble	0	0
the professor can eat many cookies that lily should eat because lupin can run	the professor can eat many cookies that a professor should eat	0	0
the witch should swim because she can sprinkle a pancake which james must hide	the witch should sprinkle the pancake which a professor should sprinkle	0	0
harry may create the baklava since a professor may jump since lupin may laugh	harry may laugh since vernon may laugh since vernon may laugh since vernon may laugh	0	0
since lily must hiccup she must laugh because the professor should create the strudels	since lily must hiccup she must create the strudels	0	0
lupin may gobble the eclaires since a wizard can walk because draco must walk	lupin may walk since a wizard can walk since a wizard can walk	0	0
ron may assemble the strudel since draco should party because a student should party	ron may party because a student should party because a student should party	0	0
george must hide the chocolates that fred may assemble since a witch may walk	george must hide the chocolates that petunia must hide	0	0
ginny should jump because james must arrange the doughnuts that a wizard can make	ginny should arrange the doughnuts that a student may arrange	0	0
sirius should create the cookies because voldemort should make many doughnuts that voldemort should chew	sirius should make many doughnuts that harry should make	0	0
