Target Sentence,Predicted Sentence,Source Length,Target Length,Prediction Length,Correct Transformation,Parseable,Preserves Identical Tree Structure,"Preserves Significant Clauses (S, AdvP, RelP)"
since fred may chew many strudels the student must arrange a souffle which ginny may prepare,since fred may not chew many strudels which the wizard may chew,16,16,12,0,1,0,0
because fred should arrange a cake that draco may arrange since harry must make the cake which the wizard must make harry can party,because fred should party a doughnut that the witch should party,24,24,11,0,1,0,0
since albus may giggle ron should prepare a strudel that a witch should make since he must hide the strudels which albus should chew,since albus may hide the strudels that james must hide the strudels that james must hide,24,24,16,0,0,N/A,N/A
since neville may eat a souffle which albus must prepare voldemort must jump since draco must swim because a witch must prepare the pancake,since ginny may swim the pancake which a professor can arrange the pancake which dobby must arrange,24,24,17,0,0,N/A,N/A
since a wizard should arrange the baklava neville may jump,since a wizard should arrange a baklava a student should arrange a baklava,10,10,13,0,1,0,0
since a witch may make the pancakes george may hiccup,since a witch may hiccup since neville may not hiccup,10,10,10,0,1,0,0
because hagrid can laugh a student must assemble the croissant,because hagrid must assemble the croissant,10,10,6,0,1,0,0
since hagrid should giggle because petunia should run mcgonagall should assemble the croissants which hermione should make,since hagrid should giggle because she must arrange the chocolates which mcgonagall must arrange because which she should assemble the croissants which mcgonagall should assemble,17,17,25,0,0,N/A,N/A
since ginny may prepare many eclaires draco may gobble many cakes because voldemort may chew the baklava,since ginny must assemble many eclaires because draco may hide many baklava,17,17,12,0,1,0,0
because a witch may make a souffle neville should sprinkle the pancakes that a student may gobble,because a witch should sprinkle a eclaire which vernon should sprinkle a eclaire that a student should sprinkle,17,17,18,0,0,N/A,N/A
because the professor may prepare the pancakes neville must assemble the baklava,because the professor may prepare the baklava because the professor should assemble the baklava,12,12,14,0,1,0,0
because snape must sprinkle the strudels the professor can hide the chocolate,snape must sprinkle the chocolate since neville should sprinkle the chocolate,12,12,11,0,1,0,0
because hagrid should swim petunia should arrange a cake,because should should swim petunia should swim,9,9,7,0,0,N/A,N/A
because lupin should hide the chocolates ron should wiggle,because should should hide the chocolates ron should hide the chocolates ron can hide,9,9,14,0,0,N/A,N/A
because a witch must party a professor should hiccup,because a witch should hiccup,9,9,5,0,1,0,0
because lupin must run she can chew the eclaires,because must must chew the eclaires,9,9,6,0,0,N/A,N/A
since hermione must eat the eclaires hagrid may swim,since hermione must eat a witch should make a eclaires hagrid should make,9,9,13,0,0,N/A,N/A
because a professor should make the strudel which snape must eat albus may eat the cookie which a wizard must prepare,because a professor should make the strudel which a professor may make the strudel which albus may make,21,21,18,0,0,N/A,N/A
since albus should sprinkle the cookie that ron should assemble since he should make the strudels hagrid must hide a cake,since albus should sprinkle the cookie that ron may sprinkle,21,21,10,0,1,0,0
since snape may prepare the souffle that lupin must hide the wizard can create the baklava which a professor must assemble,since snape may prepare the souffle that lupin may hide,21,21,10,0,1,0,0
since hagrid can walk james must giggle since draco must arrange the baklava,since hagrid can walk james can must eat the baklava,13,13,10,0,0,N/A,N/A
since george must prepare the strudel a wizard may hide a chocolate,since a wizard must prepare the strudel a student must prepare the strudel a student must prepare the strudel,12,12,19,0,0,N/A,N/A
since albus should prepare many croissants that lupin can make vernon must gobble the baklava,since albus should prepare many baklava that lupin may gobble many croissants that lupin may gobble,15,15,16,0,0,N/A,N/A
since ginny must hide the baklava sirius should wiggle because albus must hide the strudels,since must sprinkle the doughnut since sirius must hide the doughnut because sirius should assemble the doughnut,15,15,17,0,0,N/A,N/A
since voldemort must make a souffle that hermione should make he must assemble the eclaires,since voldemort must sprinkle the eclaires that he must assemble the eclaires that he must assemble the eclaires,15,15,18,0,0,N/A,N/A
because hermione may prepare a eclaire ginny should prepare the croissants that he may make,because petunia may prepare the croissants that she may prepare,15,15,10,0,1,0,0
since ginny should gobble the chocolates which george should gobble ginny can make a pancake,since ginny should gobble the cake which george should gobble the chocolates which she should gobble,15,15,16,0,0,N/A,N/A
because petunia should eat the cakes which a student must make ron should arrange the pancake that voldemort can gobble,because petunia should eat the cakes that the should assemble the cakes that the should assemble,20,20,16,0,0,N/A,N/A
since snape should eat the eclaire which hagrid should hide the professor must create a doughnut that lily may assemble,since snape should eat the eclaire which hagrid may hide the eclaire that james may assemble a eclaire which hagrid may hide,20,20,22,0,0,N/A,N/A
since lily should hide a cake that the wizard must make because she must laugh she must eat the eclaires which lily must prepare,since should hide the eclaires which a professor must eat the eclaires that dobby must chew the eclaires,24,24,18,0,0,N/A,N/A
since fred should hide the croissant a professor can make a cake,since fred should not hide the croissant,12,12,7,0,1,0,0
since albus must create a eclaire the professor must arrange the croissant,since albus must arrange the croissant,12,12,6,0,1,0,0
because albus can laugh fred should assemble the chocolates which lily must prepare,because albus can assemble the chocolates because vernon should assemble the chocolates which mcgonagall must assemble,13,13,16,0,1,0,0
since a professor may make a baklava a professor may eat the souffles,since a professor must eat the souffles that draco may eat the souffles,13,13,13,0,0,N/A,N/A
because james must gobble a souffle that george may sprinkle hagrid must hiccup,because james must sprinkle a souffle that because james must assemble a doughnut that a wizard should make,13,13,18,0,0,N/A,N/A
because mcgonagall should hiccup hagrid must eat the pancake that fred must eat,because should should laugh hagrid must arrange the pancake that the should assemble,13,13,13,0,0,N/A,N/A
because lily may prepare the souffle that draco should arrange she may hiccup,because lily may prepare the souffle that draco should assemble the souffle that draco must assemble,13,13,16,0,0,N/A,N/A
because albus should gobble the pancakes which a professor must arrange he should make a strudel,because albus should gobble the pancakes which a student should gobble the pancakes which a student should gobble,16,16,18,0,0,N/A,N/A
since harry can sprinkle the souffles that harry can arrange a student must assemble a chocolate,since harry can sprinkle the souffles that harry must sprinkle the souffles that harry must sprinkle,16,16,16,0,0,N/A,N/A
because ron can hide the eclaires which albus can assemble a student should prepare the doughnuts that the wizard must hide,because a wizard can hide the eclaires which the student can hide the eclaires that the student can hide,21,21,19,0,0,N/A,N/A
because the student can hide the eclaires which he should create petunia should sprinkle the baklava which a professor can make,because the student can hide the eclaires which the student should sprinkle the baklava which the student should sprinkle,21,21,19,0,0,N/A,N/A
since she may smile since dobby should gobble the cake neville may hiccup,since she may gobble the chocolates the chocolates since neville may gobble the chocolates since she should gobble the chocolates,13,13,20,0,0,N/A,N/A
because ginny can run she should hide the pancakes which he may eat,because petunia can gobble the pancakes which a student should hide the pancakes which a student should hide,13,13,18,0,0,N/A,N/A
since hagrid can walk albus must assemble a croissant which petunia should hide,since hagrid can swim albus must hide a croissant which hermione should hide,13,13,13,0,1,1,1
since he should eat the croissant that sirius can eat harry should run,since he should eat the croissant that the professor may make the croissant that the should create,13,13,17,0,0,N/A,N/A
since hagrid may laugh hagrid can assemble the eclaire,since hagrid may assemble the eclaire since hagrid should assemble the eclaire,9,9,12,0,1,0,0
because james may assemble the cookies he should giggle,because james may assemble the cookies which the wizard must assemble the cookies,9,9,13,0,0,N/A,N/A
since fred can assemble a strudel james can party,since fred can party a doughnut,9,9,6,0,1,0,0
because petunia can hiccup snape should gobble the strudels,because petunia can gobble the strudels because harry can gobble the strudels,9,9,12,0,1,0,0
because neville should chew the eclaire hermione should walk,because neville should chew the eclaire hermione should chew the eclaire,9,9,11,0,1,0,0
since petunia should sprinkle the pancakes which neville may prepare sirius must arrange a doughnut,since petunia should sprinkle the pancakes which hermione should sprinkle the pancakes which voldemort should sprinkle,15,15,16,0,0,N/A,N/A
because lupin should eat a cake james can sprinkle a strudel that hagrid may create,because should should assemble a baklava may assemble a baklava that hagrid may assemble,15,15,14,0,0,N/A,N/A
because albus should chew the pancake which hagrid should eat james can hide many souffles,because albus should chew the pancake which fred must hide many souffles which fred can hide,15,15,16,0,0,N/A,N/A
since sirius must sprinkle the croissant that mcgonagall must create lupin can arrange the croissants,since she must sprinkle the croissant that sirius must sprinkle the croissant that sirius must sprinkle,15,15,16,0,0,N/A,N/A
because mcgonagall should arrange the souffles which fred should assemble ron can eat the chocolate,because mcgonagall should arrange the souffles which fred should arrange the souffles which voldemort must assemble,15,15,16,0,0,N/A,N/A
because he should assemble the eclaire she can hide the souffles since lily should jump,because he should assemble the eclaire since neville must assemble the souffles since dobby may hide the souffles since dobby can hide the souffles,15,15,24,0,1,0,0
because dobby must arrange the doughnuts which ginny may make hermione must create the croissants,because a professor must arrange the doughnuts which a student should arrange the doughnuts which a student should arrange the doughnuts which a student should arrange,15,15,26,0,0,N/A,N/A
since vernon should create the strudels fred should sprinkle the baklava,since vernon should sprinkle the strudels should sprinkle the baklava since fred should sprinkle,11,11,14,0,0,N/A,N/A
since hermione may chew the doughnuts she must eat a souffle,since the student may chew the doughnuts she may chew the doughnuts she may chew the doughnuts she may chew,11,11,20,0,0,N/A,N/A
because neville may hide a pancake james must eat the strudels,because neville may arrange the strudels because a professor should make the strudels,11,11,13,0,1,0,0
because harry must sprinkle the cookie petunia can create the pancakes,because a wizard should sprinkle the cookie because harry can sprinkle the cookie,11,11,13,0,1,0,0
since james may make the pancake neville must gobble the baklava,since james may make the pancake that voldemort must gobble the baklava,11,11,12,0,0,N/A,N/A
since ginny must create a souffle that snape must arrange the wizard may gobble the baklava that ron should arrange,since must eat the baklava ron should make the baklava ron should make,20,20,13,0,0,N/A,N/A
because albus must assemble the croissants since the student can sprinkle the baklava that albus must create voldemort may laugh,because albus can sprinkle the baklava that albus must assemble the baklava that the professor can sprinkle,20,20,17,0,0,N/A,N/A
because he may prepare the cookies which james should arrange ron can assemble the souffle which a professor should eat,because petunia may prepare the cookies which the should assemble the cookies which mcgonagall should assemble,20,20,16,0,0,N/A,N/A
since dobby may assemble the souffles that a professor may assemble sirius should make the cakes that vernon must make,since dobby may assemble the souffles that vernon may assemble the souffles that vernon may assemble,20,20,16,0,0,N/A,N/A
since lily may jump fred should wiggle,since lily should wiggle,7,7,4,0,1,0,0
because lupin must party lupin may smile,because james must smile,7,7,4,0,1,0,0
because hermione can swim she should swim,because hermione can swim,7,7,4,0,1,0,0
since lupin can swim ron may swim,since lupin can swim since james may party,7,7,8,0,1,0,0
since james should party vernon must laugh,since james should laugh,7,7,4,0,1,0,0
since voldemort should gobble the cake that lupin should assemble neville must prepare the cookies,since voldemort should gobble the cookies that lupin may gobble,15,15,10,0,1,0,0
because vernon may eat the souffles that neville can make a wizard can sprinkle the baklava that the witch should arrange,because petunia may sprinkle the souffles that the student should sprinkle the baklava that the student should assemble,21,21,18,0,0,N/A,N/A
because the professor can chew a cookie that a wizard may sprinkle voldemort must eat the souffles that draco can prepare,because the professor should arrange the souffles that he must create,21,21,11,0,1,0,0
because hermione can eat the cake that george should hide george may arrange the croissant since harry should sprinkle many souffles,because hermione can eat many cakes that the professor must sprinkle since ginny should sprinkle since the should arrange,21,21,19,0,0,N/A,N/A
because mcgonagall must eat the chocolates james should prepare a strudel which ron should gobble,because a professor must eat a pancake which voldemort should assemble,15,15,11,0,1,0,0
since she should eat the croissants albus should gobble the souffles that hagrid can chew,since she should gobble the souffles that she should gobble the souffles that the should gobble the souffles,15,15,18,0,0,N/A,N/A
because sirius can arrange a chocolate fred should chew many doughnuts that sirius can eat,because sirius can chew many doughnuts that she should chew,15,15,10,0,1,0,0
since hermione should swim fred must assemble the strudels,since hermione should assemble the strudels since neville should assemble the strudels,9,9,12,0,1,0,0
since ginny should gobble a baklava george can jump,since ginny should gobble a doughnut,9,9,6,0,1,0,0
since george should make the croissant james should party,since george should make the croissant,9,9,6,0,1,0,0
since fred should assemble a croissant ginny may laugh,since fred should assemble a doughnut,9,9,6,0,1,0,0
because fred should prepare a cake that harry may create george must hide the baklava,because fred should assemble the baklava that harry must eat the baklava that harry must eat,15,15,16,0,0,N/A,N/A
since snape can prepare the cookie that she can sprinkle harry should sprinkle many strudels,since snape can prepare the cookie that the student can sprinkle many cakes,15,15,13,0,0,N/A,N/A
because sirius should hide the doughnut which neville should make dobby should make the cookies,because sirius should hide the doughnut which the professor should hide,15,15,11,0,1,0,0
because she may create a eclaire that she must chew hagrid may gobble the eclaire,because she may arrange the eclaire that a professor should gobble the eclaire that a professor should gobble,15,15,18,0,0,N/A,N/A
since a witch should gobble a cookie which neville can assemble george must party,since a witch should laugh,14,14,5,0,1,0,0
since the wizard can smile voldemort may gobble the doughnuts that mcgonagall should prepare,since the wizard may gobble the doughnuts that the wizard may gobble the doughnuts that the wizard can gobble,14,14,19,0,0,N/A,N/A
since ron may laugh the student should assemble the souffles which vernon should eat,since ron may laugh the souffles which fred should assemble the souffles which vernon may assemble the souffles which vernon may assemble the souffles which vernon may assemble the souffles,14,14,30,0,0,N/A,N/A
since james may smile the professor must arrange a cake which petunia can hide,since james may sprinkle the professor should chew the professor should chew the professor should chew,14,14,16,0,0,N/A,N/A
because sirius can chew a doughnut that voldemort may create since fred may sprinkle many cookies which draco must create a wizard may laugh,because sirius can sprinkle many cookies that a professor should prepare many cakes that vernon can sprinkle,24,24,17,0,0,N/A,N/A
because hermione must swim since hermione may assemble a pancake because the professor must hiccup snape can prepare the baklava that sirius should sprinkle,because hermione may prepare the chocolates that the professor may prepare the baklava that the professor can prepare,24,24,18,0,0,N/A,N/A
because george should assemble many doughnuts that a professor must eat draco must laugh,because george should assemble many doughnuts that she should assemble many doughnuts that she should assemble,14,14,16,0,0,N/A,N/A
because draco can eat the souffle which a witch may hide neville may run,because draco can eat the souffle which a student should eat the souffle which a student should eat,14,14,18,0,0,N/A,N/A
because the student must arrange the souffle because voldemort should party he can jump,because the student must laugh since neville should laugh,14,14,9,0,1,0,0
because the witch can sprinkle the pancakes sirius may jump,because the can sprinkle the doughnut because james must sprinkle the doughnut,10,10,12,0,0,N/A,N/A
since lily must jump a witch can sprinkle the souffles,since a professor can sprinkle the souffles,10,10,7,0,1,0,0
because a wizard may walk lily should hiccup,because a professor should hiccup,8,8,5,0,1,0,0
since lupin must walk petunia may giggle,since a witch must giggle since petunia may giggle,7,7,9,0,1,0,0
since draco must assemble the strudels that neville may make mcgonagall must jump,since draco must assemble the strudels that the should assemble the strudels that ginny must assemble,13,13,16,0,0,N/A,N/A
because george can smile mcgonagall should prepare many chocolates that ginny should prepare,because george should arrange many cakes that she should prepare,13,13,10,0,1,0,0
since hagrid may walk harry can hide a croissant which ron must hide,since hagrid may hide a croissant which ron must hide,13,13,10,0,1,0,0
since a witch must eat the pancakes the wizard must sprinkle the pancakes,since a witch must sprinkle the pancakes since snape must sprinkle the pancakes,13,13,13,0,1,0,0
since ginny must make the eclaires ron should arrange many doughnuts,since must make the eclaires ron should chew many doughnuts,11,11,10,0,0,N/A,N/A
since ginny should arrange the chocolates dobby can assemble the pancakes,since ginny should arrange the pancakes since dobby can assemble the pancakes dobby can assemble the pancakes dobby can assemble,11,11,20,0,0,N/A,N/A
since hagrid should chew the cookies lupin must hide the chocolates,since hagrid should chew the cookies lupin should chew the cookies,11,11,11,0,1,1,1
since ron should hide a chocolate that lily should prepare voldemort must arrange a croissant that snape should make,since ron should hide a cake that snape should make,19,19,10,0,1,0,0
because snape can gobble a doughnut that hermione may arrange ron should sprinkle the cookie that lily may arrange,snape can gobble the cookie that a professor should sprinkle the cookie that hermione should assemble,19,19,16,0,0,N/A,N/A
since harry should smile since james must party snape may arrange a pancake since snape can create a eclaire,harry harry can sprinkle a professor can james since james should sprinkle a cake a witch can sprinkle since james may sprinkle a cake,19,19,24,0,0,N/A,N/A
because george should hiccup hagrid may create many cookies that george may sprinkle because mcgonagall should make many souffles,because george should laugh hagrid may sprinkle hagrid can assemble because fred can sprinkle many cakes that ginny should create many cakes that ginny should create,19,19,26,0,0,N/A,N/A
because ron must make the chocolates which hermione may prepare she may assemble the eclaires that lily must eat,because a professor must make the eclaires that mcgonagall may assemble the eclaires that mcgonagall must assemble,19,19,17,0,0,N/A,N/A
because the wizard should prepare a chocolate james may prepare many eclaires which snape must gobble,because the should assemble many eclaires which the student should arrange,16,16,11,0,0,N/A,N/A
because draco should prepare the doughnuts a student can sprinkle the cookie which fred should create,because draco should prepare the cookie which mcgonagall can sprinkle the cookie which voldemort can sprinkle,16,16,16,0,0,N/A,N/A
because albus should make the doughnuts neville should eat the pancake that the wizard should make,because albus should make the doughnuts that the should assemble the doughnuts that the should assemble the pancake that the should arrange,16,16,22,0,0,N/A,N/A
since a professor can eat a baklava that harry must hide dobby should hide the cakes that a student should eat,since a professor can hide the cakes that mcgonagall must hide the cakes that mcgonagall must hide the cakes that mcgonagall must hide,21,21,23,0,0,N/A,N/A
because a professor should arrange the chocolates because a student should swim james should prepare the eclaire,because a professor should prepare the eclaire because a student should prepare the eclaire,17,17,14,0,1,0,0
because albus may make a strudel since draco should prepare the doughnut sirius may gobble the eclaires,because albus should prepare the doughnut since sirius can gobble the doughnut since the student should gobble the doughnut,17,17,19,0,1,0,0
since the witch should eat the croissants that draco should chew the student must chew the eclaires,since the witch should eat the croissants that she must eat the croissants that she must eat,17,17,17,0,0,N/A,N/A
since the wizard should sprinkle the pancakes which hagrid should arrange the student must make many cakes,since the should sprinkle the pancakes which hermione should sprinkle the pancakes which the student should sprinkle,17,17,17,0,0,N/A,N/A
since a professor can gobble the croissants the professor must gobble the cookie which voldemort must hide,since a professor can gobble the cookie which the professor can gobble the cookie which the professor can gobble the cookie which the professor can gobble,17,17,26,0,0,N/A,N/A
because the student may hide the chocolates that a student can chew lily should gobble many strudels,because the student may hide the chocolates that ginny should gobble many chocolates that ginny should gobble,17,17,17,0,0,N/A,N/A
since harry should create the chocolates which neville can sprinkle a wizard may eat a cookie,since harry should create the cake which a student should create the chocolates which a student must create,16,16,18,0,0,N/A,N/A
because james may arrange the doughnut a wizard may gobble many doughnuts because ron may jump,because a may assemble many doughnuts ron should arrange many doughnuts ron should arrange,16,16,14,0,0,N/A,N/A
since james must create the eclaires which she should hide neville may chew a souffle that mcgonagall should hide,since james must create the eclaires which a student should hide,19,19,11,0,1,0,0
since harry must assemble the baklava that albus should chew neville should hide a eclaire which hagrid must eat,since harry must assemble the baklava that albus must assemble the baklava that albus must assemble the baklava that the should create,19,19,22,0,0,N/A,N/A
because mcgonagall should hide the chocolates since he may chew the pancakes that hagrid should assemble lily must swim,because mcgonagall should hide the pancakes that hagrid must hide the pancakes that the professor must hide,19,19,17,0,0,N/A,N/A
since a wizard should chew the cookies neville must eat a doughnut that lily may gobble,since a wizard should chew the cookies that the should chew,16,16,11,0,0,N/A,N/A
since the professor can chew the eclaires that neville can assemble fred may eat the cakes,since the professor can chew the eclaires that the professor may chew the eclaires that the can eat,16,16,18,0,0,N/A,N/A
because lily must gobble a souffle james should gobble the croissant since he may hide a strudel which the wizard must eat,because she should make a croissant which a witch should gobble the croissant which a croissant,22,22,16,0,0,N/A,N/A
since harry must gobble the doughnuts that the witch should prepare vernon may chew many baklava because hagrid should make a souffle,harry harry must gobble the doughnuts that mcgonagall may assemble the doughnuts that mcgonagall may assemble the doughnuts that mcgonagall may assemble,22,22,22,0,0,N/A,N/A
because neville should create the cakes that fred may create a student must assemble the baklava,because neville should create the cakes that the student should assemble the cakes that the student should assemble,16,16,18,0,0,N/A,N/A
because she must chew the croissants a wizard must assemble the croissants which hermione can create,because a professor should chew the croissants which a professor should chew the croissants which hermione must chew,16,16,18,0,0,N/A,N/A
since a student should gobble the chocolate that the student must create ron may sprinkle the eclaire which lupin should chew,since a student should gobble the chocolate that the professor should gobble the chocolate that the should assemble,21,21,18,0,0,N/A,N/A
since the professor may make the chocolates that a professor can arrange draco must assemble the pancake which snape may eat,since the professor may make the chocolates that ginny must make the chocolates that ginny must make the chocolates that ginny must make,21,21,23,0,0,N/A,N/A
because fred must prepare many pancakes which george should create ron may assemble the eclaires,because a wizard must prepare many pancakes which mcgonagall must prepare many pancakes which mcgonagall must prepare,15,15,17,0,0,N/A,N/A
since vernon must sprinkle the chocolates james can chew a chocolate that hermione may gobble,since vernon must sprinkle the chocolates that hermione must sprinkle the chocolate that hermione must sprinkle,15,15,16,0,0,N/A,N/A
since draco may assemble the cookie neville must chew the baklava which fred may prepare,since draco may assemble the cookie which fred may assemble the cookie which the student must eat the chocolates which the student must eat,15,15,24,0,0,N/A,N/A
since a professor must walk the wizard can make a pancake which dobby can gobble,since a can must prepare the chocolates which she can chew,15,15,11,0,0,N/A,N/A
because draco may arrange the croissants which draco must create vernon may assemble a pancake,because draco may arrange the croissants which a witch should arrange the croissants which a student should arrange,15,15,18,0,0,N/A,N/A
because albus can arrange the cakes that albus may assemble albus should prepare a croissant,because albus can arrange the cakes that the should assemble the cakes that the should assemble,15,15,16,0,0,N/A,N/A
because albus can gobble many strudels which the professor can create a student should run,because albus can gobble many strudels which the wizard should swim,15,15,11,0,1,0,0
because he must assemble the croissants james may create the strudel that albus must assemble,because she must assemble the croissants that ginny can assemble the croissants that ginny can assemble,15,15,16,0,0,N/A,N/A
since a witch can gobble a pancake dobby may sprinkle a cake which george should gobble,since a can gobble a cake which she should gobble,16,16,10,0,0,N/A,N/A
because the professor should create a doughnut dobby should gobble the cookies which hagrid should sprinkle,because the professor should gobble the cookies which the professor must gobble the cookies which the professor must gobble,16,16,19,0,0,N/A,N/A
since he can hide a baklava a wizard may eat the baklava that george must prepare,since he can eat the baklava that the should eat the baklava that the should eat the baklava that the should eat,16,16,22,0,0,N/A,N/A
since neville may make a chocolate vernon must make the croissants,since ginny may make the chocolate,11,11,6,0,1,0,0
because mcgonagall should sprinkle the doughnut george should eat the chocolates,because mcgonagall should sprinkle the doughnut because george should sprinkle the doughnut,11,11,12,0,1,0,0
since albus may sprinkle the baklava fred should chew the cake,since albus may sprinkle the baklava fred should sprinkle the baklava,11,11,11,0,1,1,1
because lily must chew a croissant he can arrange a doughnut,because she must assemble a doughnut,11,11,6,0,1,0,0
because a wizard must hide the souffles which a witch should eat lupin must chew the eclaires,because a wizard must hide the souffles which lupin should assemble,17,17,11,0,1,0,0
because a student should sprinkle the souffle dobby must prepare the souffle that a wizard should assemble,because a student should sprinkle the souffle a student should sprinkle the souffle that a student should sprinkle,17,17,18,0,1,0,0
because she may gobble the pancake since dobby must assemble a baklava voldemort may create a strudel,she may gobble the pancake since dobby may gobble the pancake since dobby may gobble,17,17,15,0,1,0,0
because lily should assemble the doughnuts that the witch may prepare the professor should prepare a croissant that she must arrange,because should assemble the doughnuts that the should arrange the doughnuts that the should arrange,21,21,15,0,0,N/A,N/A
since albus should hiccup because draco must sprinkle the cookies which hagrid can chew ginny may giggle,since albus should assemble the cookies which the witch should sprinkle a doughnut which the witch should sprinkle,17,17,18,0,0,N/A,N/A
because a witch should hiccup ginny must arrange many eclaires which george can create,because a witch should arrange many eclaires which a witch should prepare many eclaires which a witch should prepare many eclaires which a witch should chew,14,14,26,0,0,N/A,N/A
since petunia must swim a witch can hide the baklava which lily may create,since a must hide the baklava which lily can hide,14,14,10,0,0,N/A,N/A
since she should gobble the croissant which a professor can assemble ginny should giggle,since she should gobble the croissant which the student should gobble the croissant which the student can gobble,14,14,18,0,0,N/A,N/A
because a wizard can gobble the cake which dobby should create he must laugh,because a wizard can gobble the chocolates which she should gobble the chocolates which a professor should gobble,14,14,18,0,0,N/A,N/A
because the student should smile albus must hide a strudel which vernon can eat,because the student should swim albus must the cake which the should arrange,14,14,13,0,0,N/A,N/A
because hermione must chew the cookies that snape may sprinkle the professor should giggle since ginny must create the baklava,because hermione must chew the cookies that snape may sprinkle the cookies that snape may sprinkle the cookies that snape may sprinkle,20,20,22,0,0,N/A,N/A
since fred may run since draco must arrange the cookie which lupin may make a student must assemble the chocolates,since fred may jump the croissants which lupin must eat the cookie which lupin must eat the cookie,20,20,18,0,0,N/A,N/A
because a professor must eat the pancakes petunia must walk,because a professor must walk a doughnut because a professor should walk,10,10,12,0,1,0,0
because the witch must walk lupin may chew the croissant,because the may chew the croissant,10,10,6,0,0,N/A,N/A
because mcgonagall should gobble a croissant lupin must prepare the pancake which james must arrange,because a professor must prepare the pancake which lupin may prepare the pancake which lupin may prepare,15,15,17,0,0,N/A,N/A
because vernon should arrange the chocolate ron can make many baklava that voldemort should sprinkle,because vernon should arrange the chocolate that ginny should arrange,15,15,10,0,1,0,0
since hermione may assemble the cookies snape may hide the cake which fred must sprinkle,since the student may assemble the cookies which the wizard may assemble the cookies which snape may hide the cookies which snape may hide,15,15,24,0,0,N/A,N/A
because james can assemble many cookies which lupin must create harry should prepare a doughnut,because james can assemble many cookies which lupin must assemble,15,15,10,0,1,0,0
because the professor can eat a cookie that a wizard should chew lily may hide the doughnut that the witch may make,because the professor should arrange the doughnut that the professor must hide the doughnut that the professor may hide,22,22,19,0,0,N/A,N/A
because the wizard may jump ron should eat many souffles which the professor should eat because a student must prepare the cookie,because the wizard should eat many souffles which the should eat many souffles which the should eat,22,22,17,0,0,N/A,N/A
since a student may chew a baklava that a professor must gobble vernon should hide a baklava that the professor can make,since a student must make a baklava that the wizard can make,22,22,12,0,1,0,0
because harry should chew the pancakes lily may create the strudel because harry can arrange the baklava,harry harry should chew the baklava because harry can gobble the baklava because harry can gobble the baklava,17,17,18,0,0,N/A,N/A
since vernon should gobble the baklava hagrid should chew the doughnuts which petunia must gobble,since vernon should gobble the baklava which hagrid should gobble the baklava which hagrid should gobble,15,15,16,0,0,N/A,N/A
since fred must eat a pancake because ron can wiggle draco can create the doughnut,since fred must eat the doughnut since ron can arrange the doughnut,15,15,12,0,1,0,0
since mcgonagall may gobble the doughnut which mcgonagall can prepare vernon can make a cookie,since the professor may gobble the doughnut which the student may gobble the doughnut which the student may gobble,15,15,19,0,0,N/A,N/A
since neville can assemble a pancake a wizard may smile,since neville can assemble a strudel which neville should smile,10,10,10,0,1,0,0
since lupin must run ginny must hide the baklava,since must ginny the baklava since lupin should hide the baklava since lupin should hide,9,9,15,0,0,N/A,N/A
because the professor may laugh a wizard may party,because a professor can party a doughnut which the student should arrange the chocolates,9,9,14,0,0,N/A,N/A
because ron should jump dobby must sprinkle the souffle,because should jump the souffle that ron must sprinkle,9,9,9,0,0,N/A,N/A
since james should laugh the wizard may chew many cakes,since james should laugh the wizard should laugh because the student should laugh,10,10,13,0,1,0,0
because the witch can create a pancake james can laugh,because the can laugh a witch should laugh,10,10,8,0,0,N/A,N/A
because a student may assemble a cookie albus must hiccup,because a student must laugh a student should laugh,10,10,9,0,1,0,0
because hagrid must arrange the chocolates that lupin must chew dobby may chew the eclaires,because hagrid must arrange the chocolates that lupin may chew the eclaires that lupin may chew,15,15,16,0,0,N/A,N/A
because hermione can create the cake neville can chew the strudels which snape may hide,because hermione can chew the strudels which snape may chew the strudels which snape may chew,15,15,16,0,0,N/A,N/A
because fred should arrange a pancake that george may make sirius can assemble the strudels which a professor must hide,because fred should assemble the chocolates that harry may assemble the strudels that harry must assemble,20,20,16,0,0,N/A,N/A
because a professor must eat the souffle fred should assemble the pancake,because a professor should assemble the pancake,12,12,7,0,1,0,0
since he can hide the cookies that he can gobble neville may chew a eclaire that petunia should create,since he can hide the cookies that the professor can hide,19,19,11,0,1,0,0
since she must hide a chocolate which he can hide harry must gobble a cookie that ginny may prepare,since she must sprinkle a chocolate that a wizard may create a cake that a student can hide,19,19,18,0,0,N/A,N/A
because dobby should prepare many chocolates which james should eat a professor should create many doughnuts because ron can hide a souffle,because dobby should prepare many chocolates which ron should create many strudels ron should arrange many strudels,22,22,17,0,0,N/A,N/A
since lupin should assemble many croissants the wizard must smile,since should assemble many cakes since neville should assemble many croissants,10,10,11,0,0,N/A,N/A
because a witch must sprinkle the cookie snape must party,because a witch must sprinkle the cookie because snape can sprinkle the cookie,10,10,13,0,1,0,0
since george should hide the chocolates the student can party,since george should not hide the chocolates since the student should hide the chocolates,10,10,14,0,1,0,0
because a professor should assemble the cookies he should swim,because a professor should swim because the professor should swim,10,10,10,0,1,0,0
because sirius must jump a student must eat the cakes,because sirius must assemble the cakes because sirius must eat the cakes,10,10,12,0,1,0,0
since a wizard may prepare a pancake ginny may wiggle,since a wizard may wiggle,10,10,5,0,1,0,0
