target,prediction,source length,target length,prediction length,correct,Preserves Tree Structure,Preserves Significant Clauses,Negates Main Verb,Negates Target Verb,Parseable
since vernon should hide many baklava that vernon can create draco can not eat a eclaire that ginny can assemble,since vernon should hide many baklava that vernon can create draco can not eat a eclaire that ginny can assemble,19,20,20,1,1,1,1,1,1
since vernon can arrange the cakes that he must assemble ginny must not chew many pancakes that he should assemble,since vernon can arrange the cakes that he must assemble ginny must not chew many pancakes that he should assemble,19,20,20,1,1,1,1,1,1
because james should gobble the cookie that voldemort should sprinkle she should not make the cookies that hermione must arrange,because james should gobble the cookie that voldemort should sprinkle she should not make the cookies that hermione must arrange,19,20,20,1,1,1,1,1,1
because hermione should hiccup voldemort must not hide the eclaires that hagrid should chew because she can assemble the croissants,because hermione should hiccup voldemort must not hide the eclaires that hagrid should chew because she can assemble the croissants,19,20,20,1,1,1,1,1,1
because ginny should prepare the baklava lily may not giggle since voldemort should prepare the baklava which fred may arrange,because ginny should prepare the baklava lily may not giggle since voldemort should prepare the baklava which fred may arrange,19,20,20,1,1,1,1,1,1
because sirius can jump hagrid can not chew the chocolate because a student must hiccup,because sirius can jump hagrid can not chew the chocolate because a student must hiccup,14,15,15,1,1,1,1,1,1
because vernon may wiggle the student must not sprinkle the cookie that he must gobble,because vernon may wiggle the student must not sprinkle the cookie that he must gobble,14,15,15,1,1,1,1,1,1
since fred must run a witch should not sprinkle the doughnut which albus should hide,since fred must run a witch should not sprinkle the doughnut which albus should hide,14,15,15,1,1,1,1,1,1
because ginny can create the souffles that a witch should create hagrid can not swim,because ginny can create the souffles that a witch should create hagrid can not swim,14,15,15,1,1,1,1,1,1
since hermione can swim mcgonagall should not assemble the croissants that the professor should prepare,since hermione can swim mcgonagall should not assemble the croissants that the professor should prepare,14,15,15,1,1,1,1,1,1
since george should assemble the pancake that mcgonagall can gobble ginny must not eat the cakes which hagrid can sprinkle,since george should assemble the pancake that mcgonagall can gobble ginny must not eat the cakes which hagrid can sprinkle,19,20,20,1,1,1,1,1,1
because fred should assemble the cake which ginny must chew vernon should not gobble the eclaires that draco must make,because fred should assemble the cake which ginny must chew vernon should not gobble the eclaires that draco must make,19,20,20,1,1,1,1,1,1
since hagrid should gobble the pancakes that draco should eat lupin should not arrange the eclaire which fred must eat,since hagrid should gobble the pancakes that draco should eat many should not arrange the eclaire which fred must eat,19,20,20,0,N/A,N/A,N/A,1,0
since albus can assemble a chocolate that ginny must eat since dobby must walk petunia must not prepare the cookie,since albus can assemble a chocolate that ginny must eat since dobby must walk must petunia must prepare the cookie,19,20,20,0,N/A,N/A,N/A,0,0
because sirius may hide the strudels which voldemort must hide albus must not create a cookie that mcgonagall should eat,because sirius may hide the strudels which voldemort must hide albus must not create a cookie that mcgonagall should eat,19,20,20,1,1,1,1,1,1
because he must smile she can not chew the eclaires that mcgonagall can create,because he must smile she can not chew the eclaires that mcgonagall can create,13,14,14,1,1,1,1,1,1
since fred should giggle dobby should not eat the eclaire that she may hide,since fred should giggle dobby should not eat the eclaire that she may hide,13,14,14,1,1,1,1,1,1
since george should create many doughnuts which he must eat petunia can not giggle,since george should create many doughnuts which he must eat petunia can not giggle,13,14,14,1,1,1,1,1,1
because harry must hiccup because albus should walk petunia may not assemble a eclaire,because harry must hiccup because albus should walk walk petunia may assemble a eclaire,13,14,14,0,N/A,N/A,N/A,0,0
because he should giggle ron should not hide the strudels that snape may gobble,because he should giggle ron should not hide the strudels that snape may gobble,13,14,14,1,1,1,1,1,1
since a witch can prepare the pancakes that lily can hide a student must not arrange a chocolate,since a witch can prepare the pancakes that lily can hide a student must not arrange a chocolate,17,18,18,1,1,1,1,1,1
since the student should arrange the baklava that harry may prepare the wizard should not chew the baklava,since the student should arrange the baklava that harry may prepare the wizard should not chew the baklava,17,18,18,1,1,1,1,1,1
because a professor must assemble a souffle which the witch may gobble she must not sprinkle the strudel,because a professor must assemble a souffle which the witch may gobble she must not sprinkle the strudel,17,18,18,1,1,1,1,1,1
since mcgonagall should chew the eclaire which the professor should arrange the student can not gobble the pancakes,since mcgonagall should chew the eclaire which the professor should arrange the student can not gobble the pancakes,17,18,18,1,1,1,1,1,1
because sirius must prepare a eclaire a wizard can not make the eclaire that a professor must arrange,because sirius must prepare a eclaire a wizard can not make the eclaire that a professor must arrange,17,18,18,1,1,1,1,1,1
since harry may eat a pancake a student must not assemble the strudels which ginny should gobble,since harry may eat a pancake a student must not assemble the strudels which ginny should gobble,16,17,17,1,1,1,1,1,1
because petunia must hide the cookies he can not assemble the strudels that a witch should hide,because petunia must hide the cookies he can not assemble the strudels that a witch should hide,16,17,17,1,1,1,1,1,1
since a professor must create the cakes albus may not create the souffle that voldemort should assemble,since a professor must create the cakes albus may not create the souffle that voldemort should assemble,16,17,17,1,1,1,1,1,1
because a wizard can gobble the pancakes which neville can assemble voldemort should not prepare the souffles,because a wizard can gobble the pancakes which neville can assemble voldemort should not prepare the souffles,16,17,17,1,1,1,1,1,1
because the student must sprinkle many strudels that he must chew she may not hide the chocolates,because the student must sprinkle many strudels that he must chew she may not hide the chocolates,16,17,17,1,1,1,1,1,1
since hagrid must gobble many cakes which he can make hermione should not create many souffles,since hagrid must gobble many cakes which he can make hermione should not create many souffles,15,16,16,1,1,1,1,1,1
because voldemort may create many cookies ginny may not party because vernon must hide the cookies,because voldemort may create many cookies ginny may not party because vernon must hide the cookies,15,16,16,1,1,1,1,1,1
since hermione must create the cakes that she should arrange snape must not eat a croissant,since hermione must create the cakes that she should arrange snape must not eat a croissant,15,16,16,1,1,1,1,1,1
because voldemort must giggle ron may not create the croissants because james should create the croissants,because voldemort must giggle ron may not create the croissants because james should create the croissants,15,16,16,1,1,1,1,1,1
because a student can jump james must not hide the cookie that a professor must hide,because a student can jump james must not hide the cookie that a professor must hide,15,16,16,1,1,1,1,1,1
because a student should eat the pancakes ron may not hiccup,because a student should eat the pancakes ron may not hiccup,10,11,11,1,1,1,1,1,1
because harry may run the student can not eat the chocolates,because harry may run the student can not eat the chocolates,10,11,11,1,1,1,1,1,1
since snape should swim the wizard can not assemble the chocolates,since snape should swim the wizard can not assemble the chocolates,10,11,11,1,1,1,1,1,1
because fred must wiggle the wizard must not assemble the pancake,because fred must wiggle the wizard must not assemble the pancake,10,11,11,1,1,1,1,1,1
because a professor must gobble a chocolate draco can not swim,because a professor must gobble a chocolate draco can not swim,10,11,11,1,1,1,1,1,1
because fred may gobble many cookies that hermione must prepare he may not sprinkle a doughnut,because fred may gobble many cookies that hermione must prepare he may not sprinkle a doughnut,15,16,16,1,1,1,1,1,1
since hagrid should create a strudel that voldemort may make hagrid should not hide a doughnut,since hagrid should create a strudel that voldemort may make hagrid should not hide a doughnut,15,16,16,1,1,1,1,1,1
since george must sprinkle a cake which a professor must eat a professor can not giggle,since george must sprinkle a cake which a professor must eat a professor can not giggle,15,16,16,1,1,1,1,1,1
since neville may arrange many chocolates that hermione can eat snape should not create a cookie,since neville may arrange many chocolates that hermione can eat many should not create a cookie,15,16,16,0,N/A,N/A,N/A,1,0
since a wizard must arrange a strudel that the professor should eat james may not laugh,since a wizard must arrange a strudel that the professor should eat james may not laugh,15,16,16,1,1,1,1,1,1
because george must hiccup a professor should not create the eclaires,because george must hiccup a professor should not create the eclaires,10,11,11,1,1,1,1,1,1
because petunia should hiccup the student may not assemble the pancakes,because petunia should hiccup the student may not assemble the pancakes,10,11,11,1,1,1,1,1,1
because the student should eat a eclaire snape can not smile,because the student should eat a eclaire snape can not smile,10,11,11,1,1,1,1,1,1
since the wizard can laugh george must not hide the eclaire,since the wizard can laugh george must not hide the eclaire,10,11,11,1,1,1,1,1,1
since albus should eat many strudels the professor may not party,since albus should eat many strudels the professor may not party,10,11,11,1,1,1,1,1,1
because snape may assemble the pancake that albus should arrange harry can not create the cookie which she may eat,because snape may assemble the pancake that albus should arrange harry can not create the cookie which she may eat,19,20,20,1,1,1,1,1,1
since he may assemble the croissants that neville can prepare sirius can not gobble a strudel that james can assemble,since he may assemble the croissants that neville can prepare sirius can not gobble a strudel that james can assemble,19,20,20,1,1,1,1,1,1
because hagrid must chew the pancakes which albus should make sirius can not assemble the baklava that draco should sprinkle,because hagrid must chew the pancakes which albus should make sirius can not assemble the baklava that draco should sprinkle,19,20,20,1,1,1,1,1,1
because snape should eat a souffle which he must prepare hagrid should not hide many doughnuts which ron must chew,because snape should eat a souffle which he must prepare hagrid should not hide many doughnuts which ron must chew,19,20,20,1,1,1,1,1,1
since mcgonagall should gobble many croissants which ginny should arrange fred may not hiccup since fred can make the pancakes,since mcgonagall should gobble many croissants which ginny should arrange fred may not hiccup since fred can make the pancakes,19,20,20,1,1,1,1,1,1
because a wizard should make many pancakes that a wizard must arrange he must not swim,because a wizard should make many pancakes that a wizard must arrange he must not swim,15,16,16,1,1,1,1,1,1
since he may prepare the cakes she may not eat the cakes that mcgonagall can chew,since he may prepare the cakes she may not eat the cakes that mcgonagall can chew,15,16,16,1,1,1,1,1,1
since the student must assemble the souffles that he may create a witch can not jump,since the student must assemble the souffles that he may create a witch can not jump,15,16,16,1,1,1,1,1,1
because george must prepare a cake that ron must assemble albus must not assemble many eclaires,because george must prepare a cake that ron must assemble many must assemble many eclaires,15,16,15,0,N/A,N/A,N/A,0,0
since ron should eat the cookies vernon must not arrange the croissant that neville should make,since ron should eat the cookies vernon must not arrange the croissant that neville should make,15,16,16,1,1,1,1,1,1
since the wizard must swim fred must not chew the cookies that hermione should make,since the wizard must swim fred must not chew the cookies that hermione should make,14,15,15,1,1,1,1,1,1
because snape should gobble the chocolates that a wizard must prepare harry must not smile,because snape should gobble the chocolates that a wizard must prepare harry must not smile,14,15,15,1,1,1,1,1,1
because albus should arrange a cookie that the professor must chew draco must not hiccup,because albus should arrange a cookie that the professor must chew draco must not hiccup,14,15,15,1,1,1,1,1,1
because a professor must assemble a cookie that ron should prepare lupin can not wiggle,because a professor must assemble a cookie that ron should prepare lupin can not wiggle,14,15,15,1,1,1,1,1,1
because hagrid may create a strudel since a professor should laugh vernon may not smile,because hagrid may create a strudel since a professor should laugh vernon may not smile,14,15,15,1,1,1,1,1,1
because the student may gobble a cookie a witch should not make a cookie which george must make,because the student may gobble a cookie a witch should not a cookie which george must make,17,18,17,0,N/A,N/A,N/A,0,0
because sirius may eat the souffle which a student may eat the professor must not gobble the cookie,because sirius may eat the souffle which a student may eat the professor must not gobble the cookie,17,18,18,1,1,1,1,1,1
since the professor can create a cake the witch may not assemble many chocolates that hagrid should make,since the professor can create a cake the witch may not assemble many chocolates that hagrid should make,17,18,18,1,1,1,1,1,1
since lily should sprinkle the cake hagrid must not arrange the cake since james must assemble many strudels,since lily should sprinkle the cake hagrid must not arrange the cake since james must assemble many strudels,17,18,18,1,1,1,1,1,1
since lily may gobble the baklava neville must not hide the croissants because voldemort can arrange the baklava,since lily may gobble the baklava neville must not hide the croissants because voldemort can arrange the baklava,17,18,18,1,1,1,1,1,1
because vernon should arrange a eclaire because draco must hide the cakes that he must eat the witch can not eat the doughnuts,because vernon should arrange a eclaire because draco must hide the cakes that he must hide the cakes that he must eat the witch can eat the eat,22,23,28,0,N/A,N/A,N/A,0,0
because fred may arrange many cakes she can not chew a strudel that vernon should chew since the professor can hide a baklava,because fred may arrange many cakes she can not chew a strudel that vernon should chew since the professor can hide a pancake,22,23,23,0,0,1,1,1,1
because harry must arrange many souffles that lily may sprinkle ginny can not gobble many cakes because the professor should prepare many eclaires,because harry must arrange many souffles that lily may sprinkle ginny can not gobble many cakes because the professor should prepare many cakes,22,23,23,0,1,1,1,1,1
since the professor should gobble the souffle that a wizard should assemble draco may not create a eclaire which a student can eat,since the professor should gobble the souffle that a wizard should assemble draco may not a eclaire which a student can create,22,23,22,0,N/A,N/A,N/A,0,0
because the student should arrange the cookie since harry should hide the croissant neville should not make a strudel that sirius can chew,because the student should arrange the cookie since harry should hide the croissant neville should chew a strudel that that sirius can make,22,23,23,0,N/A,N/A,N/A,0,0
since harry should sprinkle the strudel since albus must sprinkle the baklava that lily should hide harry must not make the pancakes,since harry should sprinkle the strudel since albus must sprinkle the baklava that lily should hide harry must make the pancakes,21,22,21,0,0,0,0,0,1
since the professor must chew many pancakes since hermione must jump george should not create a chocolate that a witch should assemble,since the professor must chew many pancakes since hermione must jump george should not create a chocolate that a witch should assemble,21,22,22,1,1,1,1,1,1
because dobby can create the eclaires ron should not arrange many doughnuts that james must create because ron should sprinkle a chocolate,because dobby can create the eclaires ron should not arrange many doughnuts that james must create because ron should sprinkle a chocolate,21,22,22,1,1,1,1,1,1
because she must eat the pancake since snape must chew the chocolate that harry should make petunia should not arrange the pancake,because she must eat the pancake since snape must chew the chocolate that harry should make petunia should arrange the pancake,21,22,21,0,0,0,0,0,1
since lupin should sprinkle the eclaires that the student can sprinkle because the professor may wiggle neville should not make the strudels,since lupin should sprinkle the eclaires that the student can sprinkle because the professor the student can neville should make the may wiggle,21,22,23,0,N/A,N/A,N/A,0,0
because a professor can make the pancakes which draco must gobble james must not create the croissants,because a professor can make the pancakes which draco must gobble james must not create the croissants,16,17,17,1,1,1,1,1,1
since a wizard should eat many strudels which lupin must chew he can not chew the baklava,since a wizard should eat many strudels which lupin must chew he can not chew the baklava,16,17,17,1,1,1,1,1,1
because ron may sprinkle the doughnut lily must not gobble a eclaire that a professor may prepare,because ron may sprinkle the doughnut lily must not gobble a eclaire that a professor may prepare,16,17,17,1,1,1,1,1,1
since a witch may prepare the croissants that draco can arrange he should not hide the eclaire,since a witch may prepare the croissants that draco can not he should not hide the eclaire,16,17,17,0,N/A,N/A,N/A,0,0
since draco should assemble the strudels a wizard may not chew the croissant which harry must make,since draco should assemble the strudels a wizard may not chew the croissant which harry must make,16,17,17,1,1,1,1,1,1
because george should create the doughnuts that the professor should prepare a witch can not eat many croissants which a wizard can assemble,because george should create the doughnuts that the professor should prepare a witch can not eat many croissants which a wizard can eat,22,23,23,0,1,1,1,1,1
because vernon should create the souffles which the student must create she can not assemble the cookie because sirius may assemble many chocolates,because vernon should create the souffles which the student must create she can not assemble the cookie because sirius may assemble many because sirius may assemble many cookies,22,23,28,0,N/A,N/A,N/A,1,0
since hermione must make the chocolates which the professor must assemble petunia should not prepare the croissants because james can create the cookies,since hermione must make the chocolates which the professor must assemble petunia petunia should not prepare the because james can create the croissants,22,23,23,0,N/A,N/A,N/A,1,0
since a professor must prepare the croissants that fred should make draco can not create the pancake since fred can arrange the eclaires,since a professor must prepare the croissants that fred should make draco can not create the pancake since fred can arrange the pancake,22,23,23,0,0,1,1,1,1
because draco can create the doughnuts that albus must arrange because sirius may create a doughnut the professor should not gobble many cookies,because draco can create the doughnuts that albus must arrange because sirius may create a doughnut,22,23,16,0,0,0,0,0,1
because hermione should make the croissants sirius can not assemble the souffle because a witch should create the baklava that a wizard should assemble,because hermione should make the croissants sirius can not assemble the souffle because a witch should create the baklava that a wizard should create,23,24,24,0,1,1,1,1,1
since she should hide the croissants that ron must create george should not sprinkle the souffles which voldemort must gobble because he must giggle,since she should hide the croissants that ron must create george should not sprinkle the souffles which voldemort must gobble because he must gobble,23,24,24,0,1,1,1,1,1
since mcgonagall can assemble the pancakes the witch must not sprinkle the souffle that he should prepare since the student must assemble the cakes,since mcgonagall can assemble the pancakes the witch must not sprinkle the souffle that he should prepare since the student must assemble,23,24,22,0,0,0,1,1,1
because lily may run because vernon may hide a croissant that ginny may create mcgonagall must not arrange the croissants that vernon should sprinkle,because lily may run because vernon may hide a croissant that ginny may not create mcgonagall must arrange the croissants that vernon must arrange,23,24,24,0,N/A,N/A,N/A,0,0
since vernon should eat a croissant since james must sprinkle many baklava since ginny may hide the doughnut hermione must not sprinkle the cake,since vernon should eat a croissant since james must sprinkle many baklava since since ginny may hide the doughnut hermione must sprinkle the doughnut,23,24,24,0,N/A,N/A,N/A,0,0
because george must arrange the baklava that dobby must eat fred should not arrange the eclaires,because george must arrange the baklava that dobby must eat fred should not arrange the eclaires,15,16,16,1,1,1,1,1,1
because hermione must create a doughnut mcgonagall may not sprinkle many strudels that she should gobble,because hermione must create a doughnut mcgonagall may not sprinkle many strudels that she should gobble,15,16,16,1,1,1,1,1,1
because petunia must assemble the souffles that mcgonagall should prepare fred may not arrange a doughnut,because petunia must assemble the souffles that mcgonagall should prepare fred may not arrange a doughnut,15,16,16,1,1,1,1,1,1
because george must eat the croissant that petunia must hide ginny can not sprinkle the croissant,because george must eat the croissant that petunia must hide ginny can not sprinkle the croissant,15,16,16,1,1,1,1,1,1
because ron should laugh snape can not sprinkle many doughnuts since dobby can make many chocolates,because ron should laugh snape can not sprinkle many doughnuts since dobby can make many chocolates,15,16,16,1,1,1,1,1,1
because mcgonagall may assemble the chocolates albus must not chew the croissant,because mcgonagall may assemble the chocolates albus must not chew the croissant,11,12,12,1,1,1,1,1,1
because fred must create a pancake lupin must not assemble the cookies,because fred must create a pancake lupin must not assemble the cookies,11,12,12,1,1,1,1,1,1
since george should sprinkle the cookies neville should not chew the pancakes,since george should sprinkle the cookies neville should not chew the pancakes,11,12,12,1,1,1,1,1,1
since george must chew the doughnuts he must not create many strudels,since george must chew the doughnuts he must not create many strudels,11,12,12,1,1,1,1,1,1
because snape can prepare the doughnuts petunia can not make the croissants,because snape can prepare the doughnuts petunia can not make the croissants,11,12,12,1,1,1,1,1,1
because the student must arrange the strudels since james must sprinkle a baklava a professor may not prepare the baklava,because the student must arrange the strudels since since james must sprinkle a baklava a professor may prepare the baklava,19,20,20,0,N/A,N/A,N/A,0,0
because snape should assemble the doughnuts that mcgonagall must hide harry should not make a baklava that draco should prepare,because snape should assemble the doughnuts that mcgonagall must hide harry should not make a baklava that draco should prepare,19,20,20,1,1,1,1,1,1
because ginny may prepare a croissant which george must prepare she must not hide a cookie which snape must assemble,because ginny may prepare a croissant which george must prepare she must not hide a cookie which snape must assemble,19,20,20,1,1,1,1,1,1
since ron should hide the strudels dobby must not wiggle since sirius should gobble the baklava which harry can eat,since ron should hide the strudels dobby must not wiggle since sirius should gobble the baklava which harry can eat,19,20,20,1,1,1,1,1,1
since neville can sprinkle the baklava petunia must not wiggle since hagrid should assemble the doughnuts that george may gobble,since neville can sprinkle the baklava petunia must not wiggle since hagrid should assemble the doughnuts that george may gobble,19,20,20,1,1,1,1,1,1
because sirius can hide a chocolate because ron should smile james should not jump,because sirius can hide a chocolate because ron should smile james should not jump,13,14,14,1,1,1,1,1,1
since sirius must eat the strudels fred should not wiggle because george can run,since sirius must eat the strudels fred should not wiggle because george can run,13,14,14,1,1,1,1,1,1
since petunia must eat many doughnuts that voldemort should gobble hermione should not swim,since petunia must eat many doughnuts that voldemort should gobble hermione should not swim,13,14,14,1,1,1,1,1,1
because vernon must jump she must not create the croissant that he may eat,because vernon must jump she must not create the croissant that he may eat,13,14,14,1,1,1,1,1,1
since draco can arrange the doughnut which lily can assemble dobby may not walk,since draco can arrange the doughnut which lily can assemble dobby may not walk,13,14,14,1,1,1,1,1,1
since the student must giggle sirius must not gobble the baklava that hagrid should gobble because the professor can hide the souffle,since the student must giggle sirius must not gobble the baklava that hagrid should gobble because the professor can hide the souffle,21,22,22,1,1,1,1,1,1
since fred should arrange a cookie which sirius must make since james can assemble the cookie voldemort must not prepare the doughnuts,since fred should arrange a cookie which sirius must make since james can assemble the cookie voldemort must prepare the doughnuts,21,22,21,0,0,0,0,0,1
since lily should party since a professor may eat the eclaires she can not assemble the cakes which the professor may chew,since lily should party since a professor may eat the eclaires she can not eat the cakes which the professor may chew,21,22,22,0,1,1,1,0,1
because the professor may sprinkle the cakes which lily may make the wizard can not create the strudel which ron may eat,because the professor may sprinkle the cakes which lily may make the wizard can not create the strudel which ron may eat,21,22,22,1,1,1,1,1,1
because lupin must create the strudel that draco should eat because james can arrange the doughnuts snape must not arrange the pancakes,because lupin must create the strudel that draco should eat because james can arrange the doughnuts snape must arrange the pancakes,21,22,21,0,0,0,0,0,1
since james must gobble the croissants hagrid should not create the croissants,since james must gobble the croissants hagrid should not create the croissants,11,12,12,1,1,1,1,1,1
because petunia may arrange the doughnuts albus must not hide a eclaire,because petunia may arrange the doughnuts albus must not hide a eclaire,11,12,12,1,1,1,1,1,1
since dobby may assemble the eclaire a professor must not hiccup,since dobby may assemble the eclaire a professor must not hiccup,10,11,11,1,1,1,1,1,1
because petunia can laugh a wizard should not prepare a croissant,because petunia can laugh a wizard should not prepare a croissant,10,11,11,1,1,1,1,1,1
since a student may arrange many eclaires draco may not wiggle,since a student may arrange many eclaires draco may not wiggle,10,11,11,1,1,1,1,1,1
because neville may make the baklava that ginny may arrange dobby must not make the strudels,because neville may make the baklava that ginny may arrange dobby must not make the strudels,15,16,16,1,1,1,1,1,1
since albus should gobble the souffle which ginny must hide sirius must not sprinkle a cake,since albus should gobble the souffle which ginny must hide sirius must not sprinkle a cake,15,16,16,1,1,1,1,1,1
because hermione must chew many souffles that she should assemble albus should not sprinkle the pancake,because hermione must chew many souffles that she should assemble albus should not sprinkle the pancake,15,16,16,1,1,1,1,1,1
because the wizard can jump the student can not sprinkle the chocolates that james may hide,because the wizard can jump the student can not sprinkle the chocolates that james may hide,15,16,16,1,1,1,1,1,1
because she must create the eclaire mcgonagall may not make a pancake which hagrid must gobble,because she must create the eclaire mcgonagall may not make a pancake which hagrid must gobble,15,16,16,1,1,1,1,1,1
since voldemort must run since hagrid may hide a doughnut the student must not gobble a eclaire,since voldemort must run since hagrid may hide a doughnut the student must not a a eclaire,16,17,17,0,N/A,N/A,N/A,0,0
since the student should sprinkle the baklava fred should not gobble the pancakes which lily may chew,since the student should sprinkle the baklava fred should not gobble the pancakes which lily may chew,16,17,17,1,1,1,1,1,1
because the student should assemble many cakes which dobby must sprinkle harry should not sprinkle a cake,because the student should assemble many cakes which dobby must sprinkle harry should not sprinkle a cake,16,17,17,1,1,1,1,1,1
because he must chew the doughnuts that snape should eat a student should not assemble the strudels,because he must chew the doughnuts that snape should eat a student should not assemble the strudels,16,17,17,1,1,1,1,1,1
since neville must assemble a croissant which he can chew a professor should not arrange the doughnut,since neville must assemble a croissant which he can chew a professor should not arrange the doughnut,16,17,17,1,1,1,1,1,1
because hagrid should walk the student should not gobble the strudels,because hagrid should walk the student should not gobble the strudels,10,11,11,1,1,1,1,1,1
since petunia should sprinkle many eclaires he must not laugh,since petunia should sprinkle many eclaires he must not laugh,9,10,10,1,1,1,1,1,1
since snape must party ginny should not prepare the cookies,since snape must party ginny should not prepare the cookies,9,10,10,1,1,1,1,1,1
because neville must arrange many croissants james may not party,because neville must arrange many croissants james may not party,9,10,10,1,1,1,1,1,1
since dobby must create a eclaire lily should not hiccup,since dobby must create a eclaire lily should not hiccup,9,10,10,1,1,1,1,1,1
since hagrid must create the doughnuts the professor can not hide the eclaire which george must create,since hagrid must create the doughnuts the professor can not hide the eclaire which george must create,16,17,17,1,1,1,1,1,1
since she must assemble the chocolates a wizard must not hide the cookies which she can create,since she must assemble the chocolates a wizard must not hide the cookies which she can create,16,17,17,1,1,1,1,1,1
because a wizard can prepare a souffle hermione must not create the cookie that hagrid must create,because a wizard can prepare a souffle not hermione must create the cookie that hagrid must create,16,17,17,0,N/A,N/A,N/A,0,0
since the professor should gobble the eclaire that she should hide he must not create the chocolates,since the professor should gobble the eclaire that she should hide he must not create the chocolates,16,17,17,1,1,1,1,1,1
because harry should create the cakes which lily must hide the professor must not hide the cake,because harry should create the cakes which lily must hide the professor must not hide the cake,16,17,17,1,1,1,1,1,1
since draco should arrange a strudel because harry must hide a strudel that hagrid must hide the student can not create many souffles,since draco should arrange a strudel because harry must hide a strudel that hagrid must hide the strudel can create can create,22,23,22,0,N/A,N/A,N/A,0,0
since the wizard should assemble the croissants that mcgonagall should make because james may assemble the pancakes vernon must not gobble the eclaires,since the wizard should assemble the croissants that mcgonagall should make because because james may prepare the pancakes which james must assemble the pancakes,22,23,24,0,N/A,N/A,N/A,0,0
since albus must chew the strudels which neville should eat the witch should not gobble the souffles which a witch must chew,since albus must chew the strudels which neville should eat the witch should not gobble the souffles which a witch must chew,21,22,22,1,1,1,1,1,1
because draco can assemble the baklava which hermione can hide since mcgonagall may hide the baklava draco must not prepare the chocolate,because draco can assemble the baklava which hermione can hide since mcgonagall may hide the baklava,21,22,16,0,0,0,0,0,1
because voldemort can arrange the baklava that dobby should eat mcgonagall should not gobble the strudel because dobby may hide many souffles,because voldemort can arrange the baklava that dobby should not eat mcgonagall should gobble the strudel because dobby may hide many souffles,21,22,22,0,N/A,N/A,N/A,0,0
since a student must giggle fred must not party,since a student must giggle fred must not party,8,9,9,1,1,1,1,1,1
since ron must party the witch must not smile,since ron must party the witch must not smile,8,9,9,1,1,1,1,1,1
because he may walk draco should not party,because he may walk draco should not party,7,8,8,1,1,1,1,1,1
because petunia may hiccup albus should not swim,because petunia may hiccup albus should not swim,7,8,8,1,1,1,1,1,1
since hagrid can party james may not jump,since hagrid can party james may not jump,7,8,8,1,1,1,1,1,1
because petunia can hide a strudel he may not jump because george must hide the cookie which the wizard must make,because petunia can hide a strudel he may not jump because george must hide the cookie which the wizard must make,20,21,21,1,1,1,1,1,1
because the wizard must create a cake which hagrid should chew mcgonagall can not chew a chocolate that she should assemble,because the wizard must create a cake which hagrid should chew mcgonagall can not chew a chocolate that she should assemble,20,21,21,1,1,1,1,1,1
since the student should chew a chocolate sirius may not giggle because james may create the strudels which george must prepare,since the student should chew a chocolate sirius may not giggle because james may create the strudels which george must prepare,20,21,21,1,1,1,1,1,1
since james may assemble a souffle that george may arrange george must not create the baklava that the student can arrange,since james may assemble a souffle that george may not george must that the baklava that the student can arrange the baklava,20,21,22,0,N/A,N/A,N/A,0,0
because a wizard can make the croissants which dobby must sprinkle neville should not sprinkle the strudel which she must create,because a wizard can make the croissants which dobby must sprinkle neville should not sprinkle the strudel which she must create,20,21,21,1,1,1,1,1,1
because a witch can assemble many pancakes fred should not arrange a doughnut,because a witch can assemble many pancakes fred should not arrange a doughnut,12,13,13,1,1,1,1,1,1
since hagrid must chew the baklava a professor can not create the pancake,since hagrid must chew the baklava a professor can not create the pancake,12,13,13,1,1,1,1,1,1
because the witch should prepare the cookie ginny can not prepare a cake,because the witch should prepare the cookie ginny can not prepare a cake,12,13,13,1,1,1,1,1,1
because the wizard must chew the cakes neville can not prepare many strudels,because the wizard must chew the cakes neville can not prepare many strudels,12,13,13,1,1,1,1,1,1
because draco must prepare the baklava the student can not hide a baklava,because draco must prepare the baklava the student can not hide a baklava,12,13,13,1,1,1,1,1,1
because a wizard should eat the chocolate lupin should not assemble a eclaire that james may create,because a wizard should eat the chocolate lupin should not assemble a eclaire that james may create,16,17,17,1,1,1,1,1,1
because hagrid must sprinkle the eclaires lily must not hide a pancake that a professor must make,because hagrid must sprinkle the eclaires lily must not hide a pancake that a professor must make,16,17,17,1,1,1,1,1,1
since james should create the eclaires that the professor must create petunia can not gobble a chocolate,since james should create the eclaires that the professor must create petunia petunia can not gobble,16,17,16,0,N/A,N/A,N/A,1,0
since hagrid must hide the doughnuts which the student should arrange draco must not sprinkle the croissant,since hagrid must hide the doughnuts which the student should arrange draco draco must sprinkle the croissant,16,17,17,0,N/A,N/A,N/A,0,0
because fred can assemble many cookies the professor should not assemble the cookies that ginny can make,because fred can assemble many cookies the professor should not assemble the cookies that ginny can make,16,17,17,1,1,1,1,1,1
since voldemort can swim albus must not prepare many cookies that albus should gobble,since voldemort can swim albus must not prepare many cookies that albus should gobble,13,14,14,1,1,1,1,1,1
because he should party hermione should not assemble the baklava that neville should eat,because he should party hermione should not assemble the baklava that neville should eat,13,14,14,1,1,1,1,1,1
since the student should gobble the cookies he should not hide the croissant,since the student should gobble the cookies he should not hide the croissant,12,13,13,1,1,1,1,1,1
since a student should sprinkle the chocolates draco can not hide the souffles,since a student should sprinkle the chocolates draco can not hide the souffles,12,13,13,1,1,1,1,1,1
