Target Sentence,Predicted Sentence,Source Length,Target Length,Prediction Length,Correct Transformation,Parseable,Preserves Identical Tree Structure,"Preserves Significant Clauses (S, AdvP, RelP)"
because he may eat the doughnut that ron must gobble since hagrid can wiggle the student can eat the strudels which petunia must gobble,because he may eat the doughnut that ron must gobble since petunia can gobble the doughnut since hagrid must eat the strudels,24,24,22,0,1,0,0
since hagrid must smile because he may gobble a croissant since fred must eat a strudel that the student must arrange hagrid should walk,since hagrid must smile because hagrid may gobble a croissant since fred must arrange a strudel that the student must arrange fred should walk,24,24,24,0,1,0,1
because ron can eat the strudel that harry can gobble since he should jump sirius must make a souffle that lily should create,because ron can gobble the strudel that harry can eat since dobby should jump since sirius must make a souffle that draco should create,23,23,24,0,1,0,0
because a witch must eat the strudel which the student should sprinkle since harry may make many croissants hermione must assemble the strudels,because a witch must eat the strudel which the student should sprinkle since harry may make many croissants hermione must assemble the strudels,23,23,23,1,1,1,1
because a professor must arrange the souffles which fred must chew ginny must make the doughnuts because the witch must arrange a doughnut,because a professor must arrange the souffles which fred must chew the ginny must make the doughnuts because a witch must arrange a doughnut,23,23,24,0,0,N/A,N/A
since vernon must arrange many pancakes dobby must hide the pancakes,since vernon must arrange many pancakes dobby must hide the pancakes,11,11,11,1,1,1,1
because george must arrange the doughnuts ginny can make the baklava,because george must arrange the doughnuts ginny can make the baklava,11,11,11,1,1,1,1
since ron should sprinkle the croissant george can arrange the souffles,since ron should sprinkle the croissant george can arrange the souffles,11,11,11,1,1,1,1
since lily can assemble the cookies ginny can chew the strudels,since lily can assemble the cookies ginny can chew the strudels,11,11,11,1,1,1,1
since lupin should prepare the chocolate that albus must sprinkle she may create many chocolates which james should sprinkle,since lupin should prepare the chocolate that albus must sprinkle she may create many chocolates which james should sprinkle,19,19,19,1,1,1,1
because ginny should make a souffle that lupin should sprinkle dobby may hide the cake that harry may assemble,because ginny should make a souffle that dobby should sprinkle lupin may assemble the cake that harry may hide,19,19,19,0,1,1,1
because a professor should eat the pancake the wizard may hide the strudel because lily must laugh,because a professor should eat the pancake the wizard may hide the strudel because lily must laugh,17,17,17,1,1,1,1
since sirius should arrange the doughnut which albus may prepare because she can walk he should hiccup,since sirius should arrange the doughnut which albus may prepare because she can walk,17,17,14,0,1,0,0
since a witch should hide a strudel a witch may prepare the croissant that she can hide,since a witch should hide a strudel a witch may prepare the croissant that she can hide,17,17,17,1,1,1,1
since a wizard should gobble the souffle she may eat the pancakes,since a wizard should gobble the souffle she may eat the pancakes,12,12,12,1,1,1,1
since a wizard can make the croissants vernon should make the doughnut,since a wizard can make the croissants vernon should make the doughnut,12,12,12,1,1,1,1
since lily can chew the croissants that ginny must create james may chew a cake which a student should prepare,since lily can chew the croissants that ginny must chew james may create a cake which a student should prepare,20,20,20,0,1,1,1
since albus should jump a witch may hide the cakes that dobby may eat,since albus should jump a witch may hide the cakes that dobby may eat,14,14,14,1,1,1,1
since albus should party a student should chew the croissant that dobby must prepare,since albus should party a student should chew the croissant that dobby must prepare,14,14,14,1,1,1,1
since petunia must sprinkle the cakes a student must sprinkle many strudels,since petunia must sprinkle the cakes a student must sprinkle many strudels,12,12,12,1,1,1,1
because ginny should wiggle he must laugh because a student must swim,because ginny should wiggle he must laugh because a student must swim,12,12,12,1,1,1,1
since the witch should hide many doughnuts vernon may arrange the doughnut,since the witch should hide many doughnuts vernon may arrange the doughnut,12,12,12,1,1,1,1
because he should create the strudels lily must prepare the strudel that the wizard should arrange,because he should create the strudels lily must prepare the strudel that the wizard should arrange,16,16,16,1,1,1,1
since lupin must prepare the cakes that petunia must gobble the witch can hide the chocolate,since lupin must prepare the cakes that petunia must gobble the witch can hide the chocolate,16,16,16,1,1,1,1
since ron should chew the cakes that a student may chew draco should sprinkle the cookie,since ron should chew the cakes that a wizard may chew draco should sprinkle the cookie,16,16,16,0,1,1,1
because albus should wiggle she should eat a souffle which a wizard must hide,because albus should wiggle she should eat a souffle which a wizard must hide,14,14,14,1,1,1,1
since he must giggle a professor should hide the chocolate which mcgonagall may arrange,since he must giggle a professor should hide the chocolate which mcgonagall may arrange,14,14,14,1,1,1,1
since hagrid should eat many croissants the wizard should eat the baklava because mcgonagall may make a pancake,since hagrid should eat the croissants because mcgonagall should eat the baklava a wizard may make a pancake,18,18,18,0,1,0,0
since lily can hide the strudel that vernon must make he must chew a cookie which lupin must chew,since lily can hide the strudel that vernon must make lupin must chew a cookie which he must chew,19,19,19,0,1,0,1
since mcgonagall can gobble the strudels that voldemort must make neville must arrange the strudels since dobby may party,since mcgonagall can gobble the strudels that voldemort must make dobby must arrange the croissant since hermione may party,19,19,19,0,1,1,1
because george must run since ginny should eat many souffles which ron may hide the professor must jump,because george must run since lily should eat the souffles which a professor may hide george must eat many souffles,18,18,20,0,1,0,0
because voldemort can gobble the strudels ron may eat a pancake which draco should arrange,because voldemort can gobble the strudels ron may eat a pancake which draco should arrange,15,15,15,1,1,1,1
because fred can party mcgonagall should chew the cookies because voldemort must prepare the cookie,because fred can party mcgonagall should chew the cookies because voldemort must prepare the cookie,15,15,15,1,1,1,1
because lupin can make the cookie draco may run since dobby must assemble the croissants,because lupin can make the cookie draco may run since dobby must assemble the croissants,15,15,15,1,1,1,1
because sirius should create the chocolates draco should sprinkle the strudels which neville must arrange,because sirius should create the chocolates draco should sprinkle the strudels which neville must arrange,15,15,15,1,1,1,1
since voldemort can assemble the doughnut that the wizard may make neville may gobble the eclaire that she must hide,since voldemort can assemble the doughnut that the wizard may make neville may gobble the eclaire that she must hide,20,20,20,1,1,1,1
because snape can prepare the strudels since she must laugh sirius must make the strudel which the professor must eat,because snape can prepare the strudels since she must laugh sirius must make the strudel which the professor must prepare,20,20,20,0,1,1,1
since lupin can assemble a chocolate which the professor should gobble he must gobble a doughnut that hagrid can prepare,since lupin can assemble a chocolate which the professor should gobble hagrid must gobble a doughnut that he can prepare,20,20,20,0,1,0,1
since the professor can eat a baklava that snape should prepare sirius should make the cakes which harry can chew,since the professor can eat a baklava that sirius should prepare snape can make the cakes which harry should chew,20,20,20,0,1,1,1
because a professor should hide many chocolates neville must sprinkle the souffles because a professor should sprinkle the cookie which she should eat,because a professor should hide many chocolates neville must sprinkle the souffles because a professor should sprinkle the cookie which she should eat,23,23,23,1,1,1,1
because the professor must chew the cookie a student can chew a chocolate which she may sprinkle because lily can prepare the chocolates,because the professor must chew the cookie because a professor can chew a chocolate which may sprinkle the pancakes which can prepare the doughnut,23,23,24,0,0,N/A,N/A
since fred must eat a croissant that harry may eat dobby must chew the cakes that sirius can gobble,since fred must eat a croissant that harry may eat sirius must chew the cakes that dobby can gobble,19,19,19,0,1,1,1
because fred should eat many baklava which hagrid can create george must gobble a pancake that dobby may arrange,because fred should eat many baklava which george can create hagrid must gobble a pancake that dobby may arrange,19,19,19,0,1,1,1
since lupin may gobble the chocolates which fred may arrange fred can gobble a cake that ron should make,since lupin may gobble the chocolates fred can arrange the cake that fred may gobble a wizard should make,19,19,19,0,0,N/A,N/A
because vernon can create the eclaire that ginny may eat george should eat the cakes that vernon must eat,because vernon can create the eclaire that ginny may eat george should eat the cakes that vernon must eat,19,19,19,1,1,1,1
since petunia should wiggle lily should prepare the souffles that a wizard may create,since petunia should wiggle lily should prepare the souffles that a wizard may create,14,14,14,1,1,1,1
because a professor may assemble a baklava that she must make james must laugh,because a professor may assemble a baklava that she must make james must laugh,14,14,14,1,1,1,1
since a student can eat the doughnut that she should gobble dobby must swim,since a student can eat the doughnut that she should gobble dobby must swim,14,14,14,1,1,1,1
since hagrid should assemble the croissant which a student should make lily should jump,since hagrid should assemble the croissant which a student should make lily should jump,14,14,14,1,1,1,1
since the professor must hide the strudel which hermione must sprinkle snape should party,since the professor must hide the strudel which hermione must sprinkle snape should party,14,14,14,1,1,1,1
because the student should wiggle harry can eat the chocolates that he should sprinkle,because the student should wiggle harry can eat the chocolates that he should sprinkle,14,14,14,1,1,1,1
because a witch must run neville may gobble a cake,because a witch must run neville may gobble a cake,10,10,10,1,1,1,1
since hagrid must make the strudel because lily should hide a baklava that petunia should create a wizard may laugh,since hagrid must make the strudel that lily should hide because a wizard should create a baklava lily may laugh,20,20,20,0,1,0,0
since vernon must sprinkle a cookie she can hide the strudels which hermione can create since a student may giggle,since vernon must sprinkle a cookie she can assemble the strudels which hermione can make since a student may laugh,20,20,20,0,1,1,1
because the wizard may assemble the eclaires which hermione should make albus can prepare the pancakes that voldemort should prepare,because the wizard may assemble the eclaires which hermione should make albus can prepare the pancakes that voldemort should prepare,20,20,20,1,1,1,1
because fred may hide a baklava that neville should eat hagrid should create the pancakes that a wizard may create,because fred may hide a baklava that neville should eat hagrid should create the pancakes that a wizard may create,20,20,20,1,1,1,1
because lupin should make the strudels a professor should prepare the strudels that snape must eat,because lupin should make the strudels a professor should prepare the strudels that snape must eat,16,16,16,1,1,1,1
because harry may create a cookie the professor must prepare a eclaire that lily may chew,because harry may create a cookie the professor must prepare a eclaire that lily may chew,16,16,16,1,1,1,1
since dobby must sprinkle the strudel snape should eat the pancake that a student must eat,since dobby must sprinkle the strudel snape should eat the pancake that a student must eat,16,16,16,1,1,1,1
since george can chew many baklava which james may make the wizard can arrange the chocolate,since george can chew many baklava which james may make the wizard can arrange the chocolate,16,16,16,1,1,1,1
because the professor must assemble many souffles that the wizard can hide hermione can gobble many chocolates,because the professor must assemble the souffles that a wizard can hide many can gobble many chocolates,17,17,17,0,0,N/A,N/A
because a student should sprinkle the souffle dobby must prepare the souffle that a wizard should assemble,because a student should sprinkle the souffle dobby must prepare the souffle that a wizard should assemble,17,17,17,1,1,1,1
because albus should make a chocolate a student can chew many cookies,because albus should make a chocolate a student can chew many cookies,12,12,12,1,1,1,1
since neville should chew the cookie that he must assemble since harry may gobble the eclaire james may sprinkle the baklava,since neville should chew the cookie that she must assemble since sirius may gobble the may sprinkle the doughnuts,21,21,19,0,0,N/A,N/A
since she should gobble the eclaire because ginny must assemble the cookie that ron may sprinkle mcgonagall must eat the pancakes,because she should gobble the eclaire since ginny must assemble the cookie that mcgonagall must sprinkle because mcgonagall may eat the pancakes,21,21,22,0,1,0,0
since ron can swim albus can hide many baklava which ron must chew,since ron can swim albus can hide many baklava which ron must chew,13,13,13,1,1,1,1
since the wizard can sprinkle a cake a witch must arrange the cakes,since the wizard can sprinkle a cake a witch must arrange the cakes,13,13,13,1,1,1,1
since petunia must giggle lily may sprinkle the cookies which sirius must prepare,since petunia must giggle lily may sprinkle the cookies which sirius must prepare,13,13,13,1,1,1,1
because petunia should jump snape should assemble the croissants that mcgonagall may create,because petunia should jump snape should assemble the croissants that mcgonagall may create,13,13,13,1,1,1,1
because snape must chew many pancakes lily can eat the eclaires,because snape must chew many pancakes lily can eat the eclaires,11,11,11,1,1,1,1
because sirius should sprinkle the souffles george should hide the cookies,because sirius should sprinkle the souffles george should hide the cookies,11,11,11,1,1,1,1
because lily may hide the pancakes ron may sprinkle the chocolate,because lily may hide the pancakes ron may sprinkle the chocolate,11,11,11,1,1,1,1
since george must prepare a croissant that dobby may make the witch may hiccup,since george must prepare a croissant that dobby may make the witch may hiccup,14,14,14,1,1,1,1
because petunia must chew many cookies ron must prepare the cakes which fred may gobble since he can chew the cookies,because petunia must chew many cookies which vernon must prepare the wizard may gobble the cookies fred can chew the cakes,21,21,21,0,0,N/A,N/A
because vernon may eat the souffles that neville can make a wizard can sprinkle the baklava that the witch should arrange,because vernon may make the souffles that neville can arrange a wizard can sprinkle the baklava that the witch should eat,21,21,21,0,1,1,1
since albus should chew the strudel which hermione may eat harry should gobble the baklava because she must gobble a eclaire,since albus should chew the strudel which hermione may eat because harry should gobble the doughnuts which neville must gobble a professor should party,21,21,24,0,1,0,0
because james must giggle because sirius must swim draco can make a doughnut,because james must giggle because sirius must swim draco can make a doughnut,13,13,13,1,1,1,1
since ginny should gobble the cookie that george can gobble vernon must party,since ginny should gobble the cookie that george can gobble vernon must party,13,13,13,1,1,1,1
since a professor can gobble the souffles hermione should jump since he must sprinkle the cookies since snape may eat a strudel,since a professor can gobble the souffles since he should run hermione must sprinkle the strudel since hermione may eat a cake,22,22,22,0,1,0,0
because draco must chew the chocolates because fred may arrange the strudels harry can arrange many strudels that a professor must make,because draco must chew the chocolates because harry may arrange the strudels fred can arrange the strudels that a professor must make,22,22,22,0,1,1,1
because hagrid may arrange a eclaire which fred should chew hermione must prepare the pancakes,because hagrid may arrange a eclaire which fred should chew hermione must prepare the pancakes,15,15,15,1,1,1,1
since she must arrange many eclaires vernon must hide many baklava that draco can assemble,since she must arrange many eclaires vernon must hide many baklava that vernon can assemble,15,15,15,0,1,1,1
since a witch must chew the pancake the student must run,since a witch must chew the pancake the student must run,11,11,11,1,1,1,1
since lupin may prepare the doughnut mcgonagall should arrange the cake,since lupin may prepare the doughnut mcgonagall should arrange the cake,11,11,11,1,1,1,1
because dobby should sprinkle the croissant he should make the cookies,because dobby should sprinkle the croissant he should make the cookies,11,11,11,1,1,1,1
since ginny should hide many eclaires a wizard must sprinkle a baklava,since ginny should hide a eclaires a wizard must sprinkle a baklava,12,12,12,0,1,1,1
since she should hide a pancake that dobby may create harry should create the cookie that the professor must eat,since she should hide a pancake that dobby may create harry should create the cookie that the professor must eat,20,20,20,1,1,1,1
since the wizard must arrange the eclaires because albus should party voldemort should walk,because the wizard must arrange the eclaires since albus should party voldemort should walk,14,14,14,0,1,1,1
because a witch may arrange the cakes petunia should sprinkle the pancakes,because a witch may arrange the cakes petunia should sprinkle the pancakes,12,12,12,1,1,1,1
because a wizard may sprinkle the cookie she can eat the cake,because a wizard may sprinkle the cookie she can eat the cake,12,12,12,1,1,1,1
since vernon must eat a cookie because neville should laugh a student must chew a cake that the wizard must prepare,since vernon must eat a cookie because neville should laugh a wizard must chew a cake that the student must prepare,21,21,21,0,1,1,1
because hermione must create the croissant he must prepare a chocolate since lupin should hide the chocolates that she may sprinkle,because hermione must create a croissant since he must prepare the professor should hide the chocolates which he may sprinkle,21,21,20,0,1,0,0
because lupin must make the cookies which lily should arrange because vernon may assemble the cookie voldemort may arrange the chocolate,because lupin must make the cookies which lily should arrange because vernon may arrange the cookies lily may assemble the cookie,21,21,21,0,1,1,1
since snape can create the chocolate the student may assemble the chocolates that the wizard should chew,since snape can create the chocolate the student may assemble the chocolates that the wizard should chew,17,17,17,1,1,1,1
since hermione must eat the baklava hermione should chew the strudels since the wizard should make a strudel,since hermione must eat the baklava hermione should chew the strudels since the wizard should make a strudel,18,18,18,1,1,1,1
because james can walk because a professor may create many eclaires which ginny may arrange he should assemble the chocolates which lupin can make,because james can walk because a professor may create many eclaires which he may arrange ginny should create the chocolates which lupin may arrange,24,24,24,0,1,0,1
since fred should arrange a souffle that voldemort must gobble a student must sprinkle the chocolates,since fred should arrange a souffle that voldemort must gobble a student must sprinkle the chocolates,16,16,16,1,1,1,1
since a witch may jump george must prepare a strudel,since a witch may jump george must prepare a strudel,10,10,10,1,1,1,1
since draco may walk because sirius must assemble the doughnuts that petunia must eat hermione may sprinkle the chocolate that a wizard must make,since draco must assemble because mcgonagall may chew the doughnuts that dobby must must make the wizard must sprinkle a chocolate that petunia must eat,24,24,25,0,0,N/A,N/A
because snape can prepare the doughnuts hermione can sprinkle the baklava which the student must prepare,because snape can prepare the doughnuts hermione can sprinkle the baklava which the student must prepare,16,16,16,1,1,1,1
since fred should arrange many strudels hagrid must assemble the cookie which a student may eat,since fred should arrange many strudels hagrid must assemble the cookie which a student may eat,16,16,16,1,1,1,1
since the professor must arrange a cake because lily must gobble a chocolate neville may arrange the eclaires,since the professor must arrange a cake because lily must gobble a chocolate neville may arrange the eclaires,18,18,18,1,1,1,1
since neville can laugh because lupin must eat the croissant that lily must create a professor can smile,because neville can laugh since lupin must eat the croissant that lily must create a professor can smile,18,18,18,0,1,1,1
since harry must make the croissant that ron can create since the student should jump albus may smile,since harry must make the croissant that ron can create since the student should smile albus may jump,18,18,18,0,1,1,1
since the witch can sprinkle the cookie he may arrange a doughnut that harry may hide,since the witch can sprinkle the cookie he may arrange a doughnut that harry may hide,16,16,16,1,1,1,1
since he may make the croissant ron can hide the pancakes that the student must arrange,since he may make the croissant ron can hide the pancakes that the student must arrange,16,16,16,1,1,1,1
since the wizard must prepare the strudels that fred can hide lupin can prepare many cookies,since the wizard must prepare the strudels that fred can hide lupin can prepare many cookies,16,16,16,1,1,1,1
because george must hide the doughnut that petunia should assemble hermione can sprinkle the doughnuts,because george must hide the doughnut that petunia should assemble hermione can sprinkle the doughnuts,15,15,15,1,1,1,1
because a professor may make the doughnut the student can party since harry can hiccup,because a professor may make the doughnut the student can party since harry can hiccup,15,15,15,1,1,1,1
because snape may prepare the chocolate a professor may party since hagrid should party,because snape may prepare the chocolate a professor may party since hagrid should party,14,14,14,1,1,1,1
because albus can hide the cakes since lily can sprinkle the cookie ron must eat the chocolate that voldemort must eat,because albus can hide the cakes since lily can sprinkle the cookie ron must eat the chocolate that lily must eat,21,21,21,0,1,1,1
because a wizard must gobble a baklava that the student must create hagrid must assemble the souffles that james should assemble,because a wizard must gobble a baklava that the student must create hagrid must assemble the souffles that james should assemble,21,21,21,1,1,1,1
since he should create a strudel she must gobble the souffle that ginny must sprinkle because mcgonagall can sprinkle the cookies,since he should create a strudel she must gobble the strudel that ginny must sprinkle because the student can sprinkle the cookies,21,21,22,0,1,0,0
since snape may assemble the cake albus must swim,since snape may assemble the cake albus must swim,9,9,9,1,1,1,1
because mcgonagall may party ron must gobble the cookie,because mcgonagall may party ron must gobble the cookie,9,9,9,1,1,1,1
because mcgonagall may create the eclaires voldemort must run,because mcgonagall may create the eclaires voldemort must run,9,9,9,1,1,1,1
because a student can party lupin may smile,because a student can party lupin may smile,8,8,8,1,1,1,1
because james may create the cakes because petunia should hiccup because snape can party dobby should create the souffle,because james may create the cakes because snape can party because petunia should hiccup dobby should create the souffle,19,19,19,0,1,1,1
because fred must party vernon can prepare the souffles that hagrid should prepare since lupin can create the cakes,because fred must party vernon can prepare the souffles that hagrid can create since lupin should prepare the cakes,19,19,19,0,1,1,1
because hagrid must prepare the cakes that ron may arrange snape should gobble the croissants that albus may arrange,because hagrid must prepare the cakes that ron may arrange snape should gobble the croissants that albus may arrange,19,19,19,1,1,1,1
because george may hide many pancakes that lupin may arrange fred can sprinkle the baklava which hagrid should prepare,because george may hide many pancakes that lupin may sprinkle fred can arrange the baklava which hagrid should prepare,19,19,19,0,1,1,1
because the professor can hide the croissant hermione must assemble the strudels,because the professor can hide the croissant hermione must assemble the strudels,12,12,12,1,1,1,1
since harry must hiccup vernon must prepare the croissant that james should assemble,since harry must hiccup vernon must prepare the croissant that vernon should assemble,13,13,13,0,1,1,1
since she can smile draco should chew the baklava that albus should chew,since she can smile draco should chew the baklava that albus should chew,13,13,13,1,1,1,1
since george should party snape may gobble a souffle because sirius may swim,since george should party snape may gobble a souffle because sirius may swim,13,13,13,1,1,1,1
since he must eat the baklava that hermione can arrange she should party,since he must eat the baklava that hermione can arrange she should party,13,13,13,1,1,1,1
because she can eat a chocolate which harry can arrange because he should run she should jump,because she can eat a chocolate which harry can arrange because he should run she should jump,17,17,17,1,1,1,1
because hermione should party because neville should prepare a chocolate which petunia should create lupin should jump,because hermione should party because neville should prepare a chocolate which petunia should create lupin should jump,17,17,17,1,1,1,1
because draco should eat the baklava that james may sprinkle since sirius must smile sirius may hiccup,because draco should eat the baklava that james may sprinkle sirius must smile since sirius may hiccup,17,17,17,0,1,0,0
since the student should prepare the eclaires vernon may gobble a doughnut that mcgonagall should arrange,since the student should prepare the eclaires vernon may gobble a doughnut that mcgonagall should arrange,16,16,16,1,1,1,1
because mcgonagall can arrange a cookie james may arrange many cakes,because mcgonagall can arrange a cookie james may arrange many cakes,11,11,11,1,1,1,1
because mcgonagall may make the doughnut ron can prepare many cakes that the professor must make,because mcgonagall may make the doughnut ron can prepare many cakes that the professor must make,16,16,16,1,1,1,1
since a witch should hiccup james must sprinkle the chocolates because snape must sprinkle the eclaires,since a witch should hiccup james must sprinkle the chocolates because snape must sprinkle the eclaires,16,16,16,1,1,1,1
because the wizard should sprinkle the souffles snape should make many eclaires that voldemort may hide,because the wizard should sprinkle the souffles snape should make many eclaires that voldemort may hide,16,16,16,1,1,1,1
because petunia must eat the baklava which she may chew the student should create a souffle which fred may chew,because petunia must eat the baklava which vernon may chew the professor should create the souffle which fred may chew,20,20,20,0,1,0,1
because lupin can jump the student must gobble the eclaires that mcgonagall should make since neville can eat a souffle,because lupin can jump the student must gobble the eclaires that neville must make since mcgonagall should eat a souffle,20,20,20,0,1,1,1
because james must hide a cake since draco should eat a cookie that a wizard must gobble voldemort can hiccup,because james must hide a cake since draco should eat a cookie that a wizard can gobble draco must hiccup,20,20,20,0,1,1,1
because albus must arrange the souffles that mcgonagall must arrange voldemort may hiccup because hermione should giggle,because albus must arrange the souffles that voldemort must arrange mcgonagall may hiccup because hermione should giggle,17,17,17,0,1,1,1
since the witch may party neville can create the baklava,since the witch may party neville can create the baklava,10,10,10,1,1,1,1
because the witch should make many croissants which harry must make draco must arrange the croissants,because the witch should make many croissants which harry must make draco must arrange the croissants,16,16,16,1,1,1,1
since snape can sprinkle the souffle because draco can prepare the cakes mcgonagall must hide the cookie which ginny should gobble,since snape can sprinkle the souffle because draco can prepare the cakes mcgonagall must gobble the cookie which ginny should hide,21,21,21,0,1,1,1
since albus should hide the doughnuts albus may sprinkle the doughnuts because neville can create many baklava that neville may create,since albus should hide the doughnuts neville may sprinkle the doughnuts because albus can create many doughnuts that neville may create,21,21,21,0,1,1,1
since the professor must run because petunia can assemble a cookie which the witch should create james may prepare many croissants,since the professor must assemble a chocolate because petunia can chew a cookie james should assemble the croissants that a witch may prepare,21,21,23,0,1,0,0
since petunia must create the eclaires which fred may eat vernon must sprinkle the eclaires that lupin may hide,since petunia must create the eclaires which fred may eat vernon must sprinkle the eclaires that lupin may hide,19,19,19,1,1,1,1
since sirius may make the eclaires snape must assemble the souffles that vernon may make because she may giggle,since sirius may make the eclaires snape must assemble the souffles that vernon may make because she may giggle,19,19,19,1,1,1,1
since mcgonagall must chew the strudel that she should sprinkle he must jump because voldemort should arrange the souffle,since mcgonagall must chew the strudel that she should sprinkle because he must jump voldemort should arrange the souffle,19,19,19,0,1,0,0
because a witch may sprinkle many eclaires a student can run,because a witch may sprinkle many eclaires a student can run,11,11,11,1,1,1,1
since draco may sprinkle the cookies albus can hide the cookies,since draco may sprinkle the cookies albus can hide the cookies,11,11,11,1,1,1,1
because the wizard must smile a student may eat the cookies,because the wizard must smile a student may eat the cookies,11,11,11,1,1,1,1
since harry may arrange the baklava snape can eat a baklava,since harry may arrange the baklava snape can eat a baklava,11,11,11,1,1,1,1
because mcgonagall must laugh lupin may make a cookie that the student should create,because mcgonagall must laugh lupin may make a cookie that the student should create,14,14,14,1,1,1,1
because albus must assemble the baklava petunia should hide many baklava which hagrid should eat,because albus must assemble the baklava petunia should hide many baklava which hagrid should eat,15,15,15,1,1,1,1
because dobby should prepare the doughnuts that hagrid must hide voldemort must prepare a croissant,because dobby should prepare the doughnuts that hagrid must hide voldemort must prepare a croissant,15,15,15,1,1,1,1
since dobby may jump snape may assemble a chocolate because he must eat the chocolate,since dobby may assemble a chocolate he may eat the chocolate because he must run,15,15,15,0,1,0,1
because lupin should make the cakes snape must create a chocolate that he must create,because lupin should make the cakes snape must create a chocolate that he must create,15,15,15,1,1,1,1
because ron should hide the doughnut sirius must chew the croissant that hermione must sprinkle,because ron should hide the doughnut sirius must chew the croissant that hermione must sprinkle,15,15,15,1,1,1,1
because james should create the chocolate snape must create the strudels that lily must make,because james should create the chocolate snape must create the strudels that lily must make,15,15,15,1,1,1,1
since lily should eat the baklava that vernon may arrange ginny should hide the croissants,since lily should eat the baklava that vernon may arrange ginny should hide the croissants,15,15,15,1,1,1,1
because dobby can assemble the strudel voldemort should create a croissant that voldemort must gobble,because dobby can assemble the strudel voldemort should create a croissant that voldemort must gobble,15,15,15,1,1,1,1
because vernon can make many baklava which dobby can eat mcgonagall should create the doughnuts,because vernon can make many baklava which dobby can eat mcgonagall should create the doughnuts,15,15,15,1,1,1,1
because draco should jump mcgonagall may chew the eclaire that ron must arrange,because draco should jump mcgonagall may chew the eclaire that ron must arrange,13,13,13,1,1,1,1
because albus should laugh since he must wiggle james can assemble the cookie,because albus should laugh since he must wiggle james can assemble the cookie,13,13,13,1,1,1,1
because harry may sprinkle a eclaire that draco must sprinkle ginny should swim,because harry may sprinkle a eclaire that draco must sprinkle ginny should swim,13,13,13,1,1,1,1
since dobby must chew a cookie that he can assemble draco can jump,since dobby must chew a cookie that he can assemble draco can jump,13,13,13,1,1,1,1
since she must walk lily must prepare the cakes that ron may gobble,since she must walk lily must prepare the cakes that ron may gobble,13,13,13,1,1,1,1
since harry must make a doughnut that james should chew voldemort can smile,since harry must make a doughnut that james should chew voldemort can smile,13,13,13,1,1,1,1
because hagrid should prepare a strudel that the wizard should eat hermione may gobble the baklava which neville must sprinkle,because hagrid should prepare a strudel that the wizard should eat neville may gobble the baklava which hermione must sprinkle,20,20,20,0,1,1,1
since petunia can assemble the croissant which a wizard may sprinkle hagrid must gobble the baklava because james must jump,since petunia can assemble the croissant which a wizard may sprinkle because hagrid must gobble the baklava james must jump,20,20,20,0,1,0,0
because the witch must gobble the chocolates which sirius should hide she should assemble the cookies which sirius may chew,because the witch must gobble the chocolates which sirius should hide sirius should assemble the cookies which james may chew,20,20,20,0,1,0,1
because albus should wiggle petunia may walk,because albus should wiggle petunia may walk,7,7,7,1,1,1,1
because harry can laugh lily may party,because harry can laugh lily may party,7,7,7,1,1,1,1
because hermione may giggle harry should laugh,because hermione may giggle harry should laugh,7,7,7,1,1,1,1
since voldemort must smile lupin can hiccup,since voldemort must smile lupin can hiccup,7,7,7,1,1,1,1
since james should party vernon must laugh,since james should party vernon must laugh,7,7,7,1,1,1,1
since ginny must prepare the cake a wizard should eat the croissant that the witch must hide,since ginny must prepare the cake a wizard should eat the croissant that the witch must hide,17,17,17,1,1,1,1
because sirius must eat the cookie that the witch should make the witch can eat the eclaires,because sirius must eat the cookie that the witch should make the witch can eat the eclaires,17,17,17,1,1,1,1
because hagrid may eat the chocolate which hermione should prepare vernon may swim,because hagrid may eat the chocolate which hermione should prepare vernon may swim,13,13,13,1,1,1,1
because lily should chew the souffles a professor may assemble the baklava,because lily should chew the souffles a professor may assemble the baklava,12,12,12,1,1,1,1
since a wizard can chew a strudel petunia can assemble the eclaire,since a wizard can chew a strudel petunia can assemble the eclaire,12,12,12,1,1,1,1
because mcgonagall can party the witch should laugh,because mcgonagall can party the witch should laugh,8,8,8,1,1,1,1
since sirius should party the student must laugh,since sirius should party the student must laugh,8,8,8,1,1,1,1
because the student must giggle petunia should jump,because the student must giggle petunia should jump,8,8,8,1,1,1,1
because lupin may run because harry can eat the pancakes hagrid may run,because lupin may run because harry can eat the pancakes hagrid may run,13,13,13,1,1,1,1
since petunia should arrange the baklava that she may gobble neville should hide a doughnut that fred can assemble,since petunia should arrange the baklava that she may gobble neville should hide a doughnut that fred can assemble,19,19,19,1,1,1,1
since neville must make the eclaire since vernon can jump lily may jump because vernon should chew the doughnuts,since neville must make the eclaire since vernon can jump because may jump since vernon should chew the doughnuts,19,19,19,0,0,N/A,N/A
because the student must make a cookie which snape must sprinkle a professor should make the eclaire,because the student must make a cookie which snape must sprinkle a professor should make the eclaire,17,17,17,1,1,1,1
because a wizard must hide the souffles which a witch should eat lupin must chew the eclaires,because a wizard must hide the souffles which a witch should eat lupin must chew the eclaires,17,17,17,1,1,1,1
because a student must gobble the strudels since a student may create the croissants voldemort may party,because a student must gobble the strudels since a student may create the croissants voldemort may party,17,17,17,1,1,1,1
