Target Sentence,Predicted Sentence,Source Length,Target Length,Prediction Length,Correct Transformation,Parseable,Preserves Identical Tree Structure,"Preserves Significant Clauses (S, AdvP, RelP)"
vernon must hide the eclaires that hermione should assemble,vernon must hide the eclaires that hermione should assemble,9,9,9,1,1,1,1
ginny must chew the croissants which harry should arrange,ginny must chew the croissants which harry should arrange,9,9,9,1,1,1,1
she can sprinkle a chocolate that lupin must create,she can sprinkle a chocolate that lupin must create,9,9,9,1,1,1,1
since petunia should wiggle ginny must eat the cookie that a witch should create,since petunia should wiggle ginny must eat the cookie that a witch should create,14,14,14,1,1,1,1
ron must assemble the souffles which hagrid must create,ron must assemble the souffles which hagrid must create,9,9,9,1,1,1,1
because he may chew the chocolate petunia must jump,because he may chew the chocolate petunia must jump,9,9,9,1,1,1,1
since he must party the professor must wiggle,since he must party the professor must wiggle,8,8,8,1,1,1,1
because the student may hiccup neville should walk,because the student may hiccup neville should walk,8,8,8,1,1,1,1
fred must assemble a eclaire,fred must assemble a eclaire,5,5,5,1,1,1,1
voldemort should eat many cookies,voldemort should eat many cookies,5,5,5,1,1,1,1
voldemort may hide the baklava,voldemort may hide the baklava,5,5,5,1,1,1,1
dobby should gobble the doughnuts,dobby should gobble the doughnuts,5,5,5,1,1,1,1
lupin must gobble the doughnuts,lupin must gobble the doughnuts,5,5,5,1,1,1,1
fred can sprinkle the baklava,fred can sprinkle the baklava,5,5,5,1,1,1,1
ginny may hide the souffles,ginny may hide the souffles,5,5,5,1,1,1,1
she should assemble a croissant,she should assemble a croissant,5,5,5,1,1,1,1
he should create a chocolate which he must sprinkle,he should create a chocolate which he must sprinkle,9,9,9,1,1,1,1
because fred can chew the doughnuts hagrid may hiccup,because fred can chew the doughnuts hagrid may hiccup,9,9,9,1,1,1,1
hagrid may arrange the baklava that lupin can hide,hagrid may arrange the baklava that lupin can hide,9,9,9,1,1,1,1
dobby should arrange a pancake that she may eat,dobby should arrange a pancake that she may eat,9,9,9,1,1,1,1
hagrid must smile because neville may sprinkle a souffle,hagrid must smile because neville may sprinkle a souffle,9,9,9,1,1,1,1
the professor should eat the strudel which harry should hide,the professor should eat the strudel which harry should hide,10,10,10,1,1,1,1
harry should chew the chocolate that he should create since vernon can giggle,harry should chew the chocolate that he should create since vernon can giggle,13,13,13,1,1,1,1
the student must hide a strudel,the student must hide a strudel,6,6,6,1,1,1,1
a wizard should hiccup,a wizard should hiccup,4,4,4,1,1,1,1
a wizard must smile,a wizard must smile,4,4,4,1,1,1,1
the professor can run,the professor can run,4,4,4,1,1,1,1
fred may hide a eclaire,fred may hide a eclaire,5,5,5,1,1,1,1
snape may prepare the souffle,snape may prepare the souffle,5,5,5,1,1,1,1
george should arrange a doughnut,george should arrange a doughnut,5,5,5,1,1,1,1
mcgonagall must sprinkle the doughnuts,mcgonagall must sprinkle the doughnuts,5,5,5,1,1,1,1
a professor should hide the strudels which petunia should assemble since voldemort must assemble the souffles,a professor should hide the strudels which petunia should assemble since voldemort must assemble the souffles,16,16,16,1,1,1,1
the wizard should gobble a cookie that lily can make since she should chew the strudel,the wizard should gobble a cookie that lily can make since she should chew the strudel,16,16,16,1,1,1,1
she can arrange the croissant that petunia may chew,she can arrange the croissant that petunia may chew,9,9,9,1,1,1,1
lupin must assemble the croissant that ginny may sprinkle,lupin must assemble the croissant that ginny may sprinkle,9,9,9,1,1,1,1
sirius should make a strudel that fred should hide,sirius should make a strudel that fred should hide,9,9,9,1,1,1,1
because petunia can run george should make the cakes,because petunia can run george should make the cakes,9,9,9,1,1,1,1
lupin must gobble the chocolates that snape should assemble,lupin must gobble the chocolates that snape should assemble,9,9,9,1,1,1,1
the witch can assemble the doughnuts,the witch can assemble the doughnuts,6,6,6,1,1,1,1
mcgonagall must prepare the cake because george should sprinkle a baklava,mcgonagall must prepare the cake because george should sprinkle a baklava,11,11,11,1,1,1,1
dobby should wiggle,dobby should wiggle,3,3,3,1,1,1,1
ron may walk,ron may walk,3,3,3,1,1,1,1
the wizard must giggle,the wizard must giggle,4,4,4,1,1,1,1
draco must smile since the student should chew the baklava that he may create,draco must smile since the student should chew the baklava that he may create,14,14,14,1,1,1,1
she may smile since harry may sprinkle many croissants which vernon can prepare,she may smile since harry may sprinkle many croissants which vernon can prepare,13,13,13,1,1,1,1
because snape should party hermione should make many doughnuts which harry may arrange,because snape should party hermione should make many doughnuts which harry may arrange,13,13,13,1,1,1,1
james should make many souffles that ginny may arrange,james should make many souffles that ginny may arrange,9,9,9,1,1,1,1
fred can create a croissant which vernon can chew,fred can create a croissant which vernon can chew,9,9,9,1,1,1,1
since lily must walk hermione may create many cakes,since lily must walk hermione may create many cakes,9,9,9,1,1,1,1
hermione must hide the chocolate that hagrid must create,hermione must hide the chocolate that hagrid must create,9,9,9,1,1,1,1
hagrid should assemble the eclaire that fred must prepare,hagrid should assemble the eclaire that fred must prepare,9,9,9,1,1,1,1
a professor must jump since james must chew the pancakes,a professor must jump since james must chew the pancakes,10,10,10,1,1,1,1
harry may assemble a souffle which a wizard must gobble,harry may assemble a souffle which a wizard must gobble,10,10,10,1,1,1,1
snape must laugh since he may jump,snape must laugh since he may jump,7,7,7,1,1,1,1
dobby must make the chocolates which george may assemble because the professor must create the souffles that lupin must gobble,dobby must make the chocolates which george may assemble because the professor must create the souffles that lupin must gobble,20,20,20,1,1,1,1
a student may make the cookie,a student may make the cookie,6,6,6,1,1,1,1
the professor can assemble the doughnut,the professor can assemble the doughnut,6,6,6,1,1,1,1
she can sprinkle the souffles that george must eat because a professor must prepare the doughnut which the wizard can prepare,she can sprinkle the souffles that george must eat because a professor must prepare the doughnut which the wizard can prepare,21,21,21,1,1,1,1
since snape must chew a baklava harry must arrange the doughnuts because george should make the chocolates that petunia must make,since snape must chew a baklava harry must arrange the doughnuts because george should make the chocolates that petunia must make,21,21,21,1,1,1,1
draco should assemble the strudels,draco should assemble the strudels,5,5,5,1,1,1,1
hagrid should assemble the cookies,hagrid should assemble the cookies,5,5,5,1,1,1,1
petunia may make a cookie,petunia may make a cookie,5,5,5,1,1,1,1
lily must gobble a pancake,lily must gobble a pancake,5,5,5,1,1,1,1
the student should sprinkle the strudels that a wizard can assemble,the student should sprinkle the strudels that a wizard can assemble,11,11,11,1,1,1,1
harry must prepare a chocolate since hermione should prepare the doughnuts,harry must prepare a chocolate since hermione should prepare the doughnuts,11,11,11,1,1,1,1
the student must arrange the chocolates which the wizard should prepare,the student must arrange the chocolates which the wizard should prepare,11,11,11,1,1,1,1
because the professor should arrange the croissant hermione should prepare the cookies that dobby must sprinkle,because the professor should arrange the croissant hermione should prepare the cookies that dobby must sprinkle,16,16,16,1,1,1,1
petunia should sprinkle a souffle which sirius can assemble,petunia should sprinkle a souffle which sirius can assemble,9,9,9,1,1,1,1
voldemort must arrange the cake that hagrid must chew,voldemort must arrange the cake that hagrid must chew,9,9,9,1,1,1,1
hermione should arrange the pancakes which hagrid must eat,hermione should arrange the pancakes which hagrid must eat,9,9,9,1,1,1,1
since fred can laugh she may gobble the doughnuts,since fred can laugh she may gobble the doughnuts,9,9,9,1,1,1,1
mcgonagall should arrange the strudel that she must eat,mcgonagall should arrange the strudel that she must eat,9,9,9,1,1,1,1
a professor should hiccup,a professor should hiccup,4,4,4,1,1,1,1
because albus must hide a pancake the wizard should arrange the pancakes,because albus must hide a pancake the wizard should arrange the pancakes,12,12,12,1,1,1,1
the witch may sprinkle the cookie that she may assemble,the witch may sprinkle the cookie that she may assemble,10,10,10,1,1,1,1
he may chew a strudel which he may assemble since dobby should giggle,he may chew a strudel which he may assemble since dobby should giggle,13,13,13,1,1,1,1
because she can assemble the croissants which lily must eat snape should run,because she can assemble the croissants which lily must eat snape should run,13,13,13,1,1,1,1
hagrid may create a strudel which petunia must create because petunia must run,hagrid may create a strudel which petunia must create because petunia must run,13,13,13,1,1,1,1
she should hiccup since albus may create the cookies which fred must make,she should hiccup since albus may create the cookies which fred must make,13,13,13,1,1,1,1
he must hide the croissants because lupin should jump,he must hide the croissants because lupin should jump,9,9,9,1,1,1,1
mcgonagall must eat the doughnuts which fred should prepare,mcgonagall must eat the doughnuts which fred should prepare,9,9,9,1,1,1,1
she must gobble the cake which mcgonagall can hide,she must gobble the cake which mcgonagall can hide,9,9,9,1,1,1,1
mcgonagall should arrange a chocolate that voldemort must assemble,mcgonagall should arrange a chocolate that voldemort must assemble,9,9,9,1,1,1,1
neville should eat the baklava which lily should assemble,neville should eat the baklava which lily should assemble,9,9,9,1,1,1,1
james should run,james should run,3,3,3,1,1,1,1
lupin must swim,lupin must swim,3,3,3,1,1,1,1
fred may walk,fred may walk,3,3,3,1,1,1,1
hagrid should swim,hagrid should swim,3,3,3,1,1,1,1
he should laugh,he should laugh,3,3,3,1,1,1,1
a professor may make the pancake that lupin can make,a professor may make the pancake that lupin can make,10,10,10,1,1,1,1
draco can hide the doughnut that the professor must create,draco can hide the doughnut that the professor must create,10,10,10,1,1,1,1
the professor should make the chocolates which ginny should eat,the professor should make the chocolates which ginny should eat,10,10,10,1,1,1,1
vernon must hide the croissant which the witch should create,vernon must hide the croissant which the witch should create,10,10,10,1,1,1,1
a professor must eat a souffle,a professor must eat a souffle,6,6,6,1,1,1,1
a student should gobble the strudels,a student should gobble the strudels,6,6,6,1,1,1,1
because dobby can eat a souffle a witch should laugh,because dobby can eat a souffle a witch should laugh,10,10,10,1,1,1,1
a professor can make many baklava,a professor can make many baklava,6,6,6,1,1,1,1
ginny may assemble the souffle because sirius can prepare the cookies,ginny may assemble the souffle because sirius can prepare the cookies,11,11,11,1,1,1,1
because lily can chew the strudel that lupin must make ron can laugh,because lily can chew the strudel that lupin must make ron can laugh,13,13,13,1,1,1,1
because the professor can arrange the croissants the wizard can assemble the cookie,because the professor can arrange the croissants the wizard can assemble the cookie,13,13,13,1,1,1,1
because hermione may hide the cake draco may laugh since petunia must smile,because hermione may hide the cake draco may laugh since petunia must smile,13,13,13,1,1,1,1
lily should eat many croissants,lily should eat many croissants,5,5,5,1,1,1,1
ron can arrange a baklava,ron can arrange a baklava,5,5,5,1,1,1,1
petunia may make the chocolate,petunia may make the chocolate,5,5,5,1,1,1,1
fred can assemble a souffle,fred can assemble a souffle,5,5,5,1,1,1,1
draco may assemble the eclaires,draco may assemble the eclaires,5,5,5,1,1,1,1
because albus can walk voldemort should run,because albus can walk voldemort should run,7,7,7,1,1,1,1
a wizard must arrange the pancakes,a wizard must arrange the pancakes,6,6,6,1,1,1,1
a witch should chew a souffle,a witch should chew a souffle,6,6,6,1,1,1,1
since george must chew a strudel harry should assemble the cookie,since george must chew a strudel harry should assemble the cookie,11,11,11,1,1,1,1
because mcgonagall may arrange a cookie george should chew the doughnut,because mcgonagall may arrange a cookie george should chew the doughnut,11,11,11,1,1,1,1
dobby can create many souffles that the student must hide,dobby can create many souffles that the student must hide,10,10,10,1,1,1,1
the witch must hide the strudels which sirius should chew,the witch must hide the strudels which sirius should chew,10,10,10,1,1,1,1
a student should chew the eclaire,a student should chew the eclaire,6,6,6,1,1,1,1
a student should arrange the strudel,a student should arrange the strudel,6,6,6,1,1,1,1
a wizard should make the strudels which a student may gobble,a wizard should make the strudels which a student may gobble,11,11,11,1,1,1,1
james must hide the pancake because petunia can assemble the souffle,james must hide the pancake because petunia can assemble the souffle,11,11,11,1,1,1,1
since harry can hide a chocolate petunia must create the cookie,since harry can hide a chocolate petunia must create the cookie,11,11,11,1,1,1,1
sirius may assemble many cakes that a wizard must make,sirius may assemble many cakes that a wizard must make,10,10,10,1,1,1,1
hermione may eat the eclaires that the professor may sprinkle,hermione may eat the eclaires that the professor may sprinkle,10,10,10,1,1,1,1
a student should sprinkle the chocolate which he can make,a student should sprinkle the chocolate which he can make,10,10,10,1,1,1,1
dobby must make the cakes which a professor should sprinkle,dobby must make the cakes which a professor should sprinkle,10,10,10,1,1,1,1
a professor should chew the chocolate which voldemort must sprinkle,a professor should chew the chocolate which voldemort must sprinkle,10,10,10,1,1,1,1
albus must jump,albus must jump,3,3,3,1,1,1,1
hermione must jump,hermione must jump,3,3,3,1,1,1,1
lupin may party,lupin may party,3,3,3,1,1,1,1
hermione should swim,hermione should swim,3,3,3,1,1,1,1
ginny must hiccup,ginny must hiccup,3,3,3,1,1,1,1
snape may arrange the strudels which george can create,snape may arrange the strudels which george can create,9,9,9,1,1,1,1
dobby must hide a chocolate which mcgonagall should sprinkle,dobby must hide a chocolate which mcgonagall should sprinkle,9,9,9,1,1,1,1
she should eat many doughnuts which hermione must hide,she should eat many doughnuts which hermione must hide,9,9,9,1,1,1,1
dobby may make the doughnuts which she may sprinkle,dobby may make the doughnuts which she may sprinkle,9,9,9,1,1,1,1
hagrid must make a chocolate which she may hide,hagrid must make a chocolate which she may hide,9,9,9,1,1,1,1
since draco should sprinkle many chocolates ron must gobble the pancakes that lily may arrange,since draco should sprinkle many chocolates ron must gobble the pancakes that lily may arrange,15,15,15,1,1,1,1
since he should arrange many pancakes which mcgonagall may chew voldemort should arrange the souffles,since he should arrange many pancakes which mcgonagall may chew voldemort should arrange the souffles,15,15,15,1,1,1,1
mcgonagall should create many souffles because petunia may assemble a baklava which she must gobble,mcgonagall should create many souffles because petunia may assemble a baklava which she must gobble,15,15,15,1,1,1,1
hermione may chew the pancake since dobby must sprinkle many cakes which hermione can create,hermione may chew the pancake since dobby must sprinkle many cakes which hermione can create,15,15,15,1,1,1,1
ginny must make a chocolate,ginny must make a chocolate,5,5,5,1,1,1,1
she should prepare many strudels,she should prepare many strudels,5,5,5,1,1,1,1
albus may gobble many strudels,albus may gobble many strudels,5,5,5,1,1,1,1
draco can sprinkle the cakes,draco can sprinkle the cakes,5,5,5,1,1,1,1
hermione should eat the cakes,hermione should eat the cakes,5,5,5,1,1,1,1
since she may prepare a eclaire he must party,since she may prepare a eclaire he must party,9,9,9,1,1,1,1
lupin must make the baklava that fred should eat,lupin must make the baklava that fred should eat,9,9,9,1,1,1,1
petunia may make a croissant which hermione must prepare,petunia may make a croissant which hermione must prepare,9,9,9,1,1,1,1
because dobby must giggle ginny should assemble many eclaires,because dobby must giggle ginny should assemble many eclaires,9,9,9,1,1,1,1
sirius may eat the pancake that lupin can eat,sirius may eat the pancake that lupin can eat,9,9,9,1,1,1,1
dobby should assemble the chocolates which a witch must prepare,dobby should assemble the chocolates which a witch must prepare,10,10,10,1,1,1,1
albus must assemble the croissants that the professor must eat,albus must assemble the croissants that the professor must eat,10,10,10,1,1,1,1
neville can arrange the chocolates,neville can arrange the chocolates,5,5,5,1,1,1,1
neville can create the eclaires,neville can create the eclaires,5,5,5,1,1,1,1
he may prepare many croissants,he may prepare many croissants,5,5,5,1,1,1,1
petunia must sprinkle many eclaires,petunia must sprinkle many eclaires,5,5,5,1,1,1,1
petunia can prepare the cakes that harry must chew because draco may arrange a strudel,petunia can prepare the cakes that harry must chew because draco may arrange a strudel,15,15,15,1,1,1,1
hermione must assemble a chocolate because sirius should wiggle because fred must chew a cake,hermione must assemble a chocolate because sirius should wiggle because fred must chew a cake,15,15,15,1,1,1,1
mcgonagall should sprinkle the cookies because petunia must prepare the doughnuts which petunia should chew,mcgonagall should sprinkle the cookies because petunia must prepare the doughnuts which petunia should chew,15,15,15,1,1,1,1
albus should hide a cake,albus should hide a cake,5,5,5,1,1,1,1
ron can assemble a pancake,ron can assemble a pancake,5,5,5,1,1,1,1
harry must sprinkle the cookies,harry must sprinkle the cookies,5,5,5,1,1,1,1
she should make the eclaires,she should make the eclaires,5,5,5,1,1,1,1
he should assemble the baklava,he should assemble the baklava,5,5,5,1,1,1,1
neville must chew the cakes,neville must chew the cakes,5,5,5,1,1,1,1
voldemort must create a baklava,voldemort must create a baklava,5,5,5,1,1,1,1
vernon must gobble the croissants,vernon must gobble the croissants,5,5,5,1,1,1,1
hagrid must sprinkle the chocolates,hagrid must sprinkle the chocolates,5,5,5,1,1,1,1
a student can prepare the croissant which hagrid must sprinkle,a student can prepare the croissant which hagrid must sprinkle,10,10,10,1,1,1,1
lupin may sprinkle the pancake that a professor may assemble,lupin may sprinkle the pancake that a professor may assemble,10,10,10,1,1,1,1
since ginny should prepare the baklava the professor must laugh,since ginny should prepare the baklava the professor must laugh,10,10,10,1,1,1,1
petunia must create the croissant,petunia must create the croissant,5,5,5,1,1,1,1
ginny must arrange a pancake,ginny must arrange a pancake,5,5,5,1,1,1,1
lily should prepare a chocolate,lily should prepare a chocolate,5,5,5,1,1,1,1
he must eat a chocolate,he must eat a chocolate,5,5,5,1,1,1,1
petunia may create the chocolates which george can hide,petunia may create the chocolates which george can hide,9,9,9,1,1,1,1
mcgonagall may assemble the cake that hagrid must create,mcgonagall may assemble the cake that hagrid must create,9,9,9,1,1,1,1
he may gobble a eclaire which neville must make,he may gobble a eclaire which neville must make,9,9,9,1,1,1,1
albus must prepare the cakes which petunia may eat,albus must prepare the cakes which petunia may eat,9,9,9,1,1,1,1
she can prepare the cake which neville can chew,she can prepare the cake which neville can chew,9,9,9,1,1,1,1
vernon should make the pancakes that the professor should hide,vernon should make the pancakes that the professor should hide,10,10,10,1,1,1,1
hermione may walk since ron must giggle,hermione may walk since ron must giggle,7,7,7,1,1,1,1
the professor can chew a doughnut,the professor can chew a doughnut,6,6,6,1,1,1,1
a wizard must sprinkle many cookies,a wizard must sprinkle many cookies,6,6,6,1,1,1,1
a student must arrange a baklava,a student must arrange a baklava,6,6,6,1,1,1,1
the professor should hide a doughnut,the professor should hide a doughnut,6,6,6,1,1,1,1
the witch can arrange the cake which fred should arrange,the witch can arrange the cake which fred should arrange,10,10,10,1,1,1,1
albus may eat many croissants that the professor may make,albus may eat many croissants that the professor may make,10,10,10,1,1,1,1
lupin can gobble a cookie,lupin can gobble a cookie,5,5,5,1,1,1,1
harry can arrange the doughnut,harry can arrange the doughnut,5,5,5,1,1,1,1
sirius should hide the croissants,sirius should hide the croissants,5,5,5,1,1,1,1
albus can sprinkle many souffles,albus can sprinkle many souffles,5,5,5,1,1,1,1
hermione may arrange a croissant,hermione may arrange a croissant,5,5,5,1,1,1,1
a student should make the souffle since a professor must chew the cake that a student should create,a student should make the souffle since a professor must chew the cake that a student should create,18,18,18,1,1,1,1
since the witch should assemble the cookies that sirius should chew george should wiggle because snape should run,since the witch should assemble the cookies that sirius should chew george should wiggle because snape should run,18,18,18,1,1,1,1
the student may jump,the student may jump,4,4,4,1,1,1,1
a student should giggle,a student should giggle,4,4,4,1,1,1,1
lily can make many croissants,lily can make many croissants,5,5,5,1,1,1,1
neville may hide the eclaires,neville may hide the eclaires,5,5,5,1,1,1,1
harry may sprinkle a pancake,harry may sprinkle a pancake,5,5,5,1,1,1,1
voldemort can sprinkle the eclaires,voldemort can sprinkle the eclaires,5,5,5,1,1,1,1
neville must hide a cookie,neville must hide a cookie,5,5,5,1,1,1,1
lupin can hide many cookies,lupin can hide many cookies,5,5,5,1,1,1,1
harry must chew the eclaires,harry must chew the eclaires,5,5,5,1,1,1,1
he must party,he must party,3,3,3,1,1,1,1
lupin can walk,lupin can walk,3,3,3,1,1,1,1
hermione must giggle,hermione must giggle,3,3,3,1,1,1,1
petunia should jump,petunia should jump,3,3,3,1,1,1,1
vernon should run,vernon should run,3,3,3,1,1,1,1
since hagrid must gobble a cake she may prepare a baklava which she must assemble,since hagrid must gobble a cake she may prepare a baklava which she must assemble,15,15,15,1,1,1,1
because albus may chew the chocolates draco must chew the strudel which hagrid can hide,because albus may chew the chocolates draco must chew the strudel which hagrid can hide,15,15,15,1,1,1,1
because hermione must eat the cakes that ginny can create mcgonagall must assemble the eclaire,because hermione must eat the cakes that ginny can create mcgonagall must assemble the eclaire,15,15,15,1,1,1,1
because ron should chew the strudels that ginny can prepare because hermione must create a souffle george can arrange a cake,because ron should chew the strudels that ginny can prepare because hermione must create a souffle george can arrange a cake,21,21,21,1,1,1,1
because the wizard can make a baklava that fred should create since neville must smile a student should gobble the cakes,because the wizard can make a baklava that fred should create since neville must smile a student should gobble the cakes,21,21,21,1,1,1,1
since sirius can eat the strudel which dobby must create lily can chew the eclaire since he must eat the pancake,since sirius can eat the strudel which dobby must create lily can chew the eclaire since he must eat the pancake,21,21,21,1,1,1,1
ron may make the pancakes,ron may make the pancakes,5,5,5,1,1,1,1
hagrid may chew the pancakes,hagrid may chew the pancakes,5,5,5,1,1,1,1
the professor should hide the baklava,the professor should hide the baklava,6,6,6,1,1,1,1
mcgonagall must prepare the cakes which dobby should create because the student should create a souffle,mcgonagall must prepare the cakes which dobby should create because the student should create a souffle,16,16,16,1,1,1,1
fred should party,fred should party,3,3,3,1,1,1,1
she must hiccup,she must hiccup,3,3,3,1,1,1,1
hermione should walk,hermione should walk,3,3,3,1,1,1,1
ron should smile,ron should smile,3,3,3,1,1,1,1
mcgonagall must party,mcgonagall must party,3,3,3,1,1,1,1
the professor can chew the baklava,the professor can chew the baklava,6,6,6,1,1,1,1
james may create the baklava that petunia can make,james may create the baklava that petunia can make,9,9,9,1,1,1,1
mcgonagall must gobble the strudels that james should prepare,mcgonagall must gobble the strudels that james should prepare,9,9,9,1,1,1,1
neville may hide a doughnut that albus can arrange,neville may hide a doughnut that albus can arrange,9,9,9,1,1,1,1
mcgonagall must chew the pancakes that neville should chew,mcgonagall must chew the pancakes that neville should chew,9,9,9,1,1,1,1
neville can make a doughnut which he can eat,neville can make a doughnut which he can eat,9,9,9,1,1,1,1
since vernon must create a strudel that a professor can create he may chew the croissants which a professor should create,since vernon must create a strudel that a professor can create he may chew the croissants which a professor should create,21,21,21,1,1,1,1
since hagrid may prepare the cookie because the professor must make a pancake voldemort must prepare the doughnuts,since hagrid may prepare the cookie because the professor must make a pancake voldemort must prepare the doughnuts,18,18,18,1,1,1,1
ron should assemble the chocolates that the professor can arrange,ron should assemble the chocolates that the professor can arrange,10,10,10,1,1,1,1
the witch can arrange the cakes which hermione must sprinkle,the witch can arrange the cakes which hermione must sprinkle,10,10,10,1,1,1,1
the student must make many baklava which vernon may hide since he may eat a croissant,the student must make many baklava which vernon may hide since he may eat a croissant,16,16,16,1,1,1,1
since fred should prepare a strudel a student must assemble the strudels that sirius must sprinkle,since fred should prepare a strudel a student must assemble the strudels that sirius must sprinkle,16,16,16,1,1,1,1
because snape can create many souffles hermione can hide many eclaires because lupin should create a eclaire,because snape can create many souffles hermione can hide many eclaires because lupin should create a eclaire,17,17,17,1,1,1,1
a wizard must chew a chocolate that vernon should chew since a wizard must arrange the baklava,a wizard must chew a chocolate that vernon should chew since a wizard must arrange the baklava,17,17,17,1,1,1,1
fred should prepare the pancake that a professor should create because the student should make the cake,fred should prepare the pancake that a professor should create because the student should make the cake,17,17,17,1,1,1,1
the student must make the cake since a professor may walk because voldemort should prepare the baklava that a witch may sprinkle,the student must make the cake since a professor may walk because voldemort should prepare the baklava that a witch may sprinkle,22,22,22,1,1,1,1
because lily should prepare the cookie that the student must eat lily should wiggle because a professor should hide the doughnuts,because lily should prepare the cookie that the student must eat lily should wiggle because a professor should hide the doughnuts,21,21,21,1,1,1,1
because harry must laugh dobby must swim since albus should hide a baklava,because harry must laugh dobby must swim since albus should hide a baklava,13,13,13,1,1,1,1
mcgonagall should jump since petunia must make the baklava which voldemort must create,mcgonagall should jump since petunia must make the baklava which voldemort must create,13,13,13,1,1,1,1
since george should hiccup hagrid must make the chocolates which albus must arrange,since george should hiccup hagrid must make the chocolates which albus must arrange,13,13,13,1,1,1,1
she must wiggle since vernon can assemble the chocolate that she should chew,she must wiggle since vernon can assemble the chocolate that she should chew,13,13,13,1,1,1,1
petunia must make a pancake which petunia can hide,petunia must make a pancake which petunia can hide,9,9,9,1,1,1,1
lily should eat a cookie which ginny must assemble,lily should eat a cookie which ginny must assemble,9,9,9,1,1,1,1
neville may chew a baklava that he may eat,neville may chew a baklava that he may eat,9,9,9,1,1,1,1
george can chew the pancakes that she must make,george can chew the pancakes that she must make,9,9,9,1,1,1,1
petunia must hide the cookies that dobby may sprinkle,petunia must hide the cookies that dobby may sprinkle,9,9,9,1,1,1,1
neville must arrange the cakes which james may arrange because voldemort can make the croissants which he must make,neville must arrange the cakes which james may arrange because voldemort can make the croissants which he must make,19,19,19,1,1,1,1
because she must hiccup snape may prepare the cookies that ginny can create since albus may assemble the cookies,because she must hiccup snape may prepare the cookies that ginny can create since albus may assemble the cookies,19,19,19,1,1,1,1
because fred must make a eclaire that dobby must prepare draco should arrange the eclaires which fred may prepare,because fred must make a eclaire that dobby must prepare draco should arrange the eclaires which fred may prepare,19,19,19,1,1,1,1
because sirius should laugh because fred must prepare a souffle that draco should arrange he may gobble the cakes,because sirius should laugh because fred must prepare a souffle that draco should arrange he may gobble the cakes,19,19,19,1,1,1,1
he should assemble a baklava which snape can chew since neville can sprinkle the cookies which neville should arrange,he should assemble a baklava which snape can chew since neville can sprinkle the cookies which neville should arrange,19,19,19,1,1,1,1
mcgonagall may arrange many croissants,mcgonagall may arrange many croissants,5,5,5,1,1,1,1
vernon must make the chocolate,vernon must make the chocolate,5,5,5,1,1,1,1
neville must assemble the pancake,neville must assemble the pancake,5,5,5,1,1,1,1
he should make a pancake,he should make a pancake,5,5,5,1,1,1,1
a student must assemble the cookies,a student must assemble the cookies,6,6,6,1,1,1,1
a wizard must sprinkle a baklava,a wizard must sprinkle a baklava,6,6,6,1,1,1,1
the wizard may gobble a baklava that petunia should make,the wizard may gobble a baklava that petunia should make,10,10,10,1,1,1,1
the professor may make the baklava which petunia must sprinkle,the professor may make the baklava which petunia must sprinkle,10,10,10,1,1,1,1
a wizard should make the baklava,a wizard should make the baklava,6,6,6,1,1,1,1
she should arrange the eclaires because james should gobble the chocolate,she should arrange the eclaires because james should gobble the chocolate,11,11,11,1,1,1,1
a professor can gobble many souffles that lupin must assemble since draco should arrange the eclaires,a professor can gobble many souffles that lupin must assemble since draco should arrange the eclaires,16,16,16,1,1,1,1
since the professor must assemble the doughnuts vernon may make a souffle,since the professor must assemble the doughnuts vernon may make a souffle,12,12,12,1,1,1,1
since a wizard should chew a croissant vernon can make the cakes,since a wizard should chew a croissant vernon can make the cakes,12,12,12,1,1,1,1
the student should gobble a strudel,the student should gobble a strudel,6,6,6,1,1,1,1
the professor should gobble the baklava that harry may hide,the professor should gobble the baklava that harry may hide,10,10,10,1,1,1,1
draco should make a strudel,draco should make a strudel,5,5,5,1,1,1,1
vernon must arrange the pancakes,vernon must arrange the pancakes,5,5,5,1,1,1,1
voldemort can sprinkle the baklava,voldemort can sprinkle the baklava,5,5,5,1,1,1,1
the student must gobble the cakes,the student must gobble the cakes,6,6,6,1,1,1,1
a wizard must prepare the pancakes,a wizard must prepare the pancakes,6,6,6,1,1,1,1
draco can sprinkle the doughnuts,draco can sprinkle the doughnuts,5,5,5,1,1,1,1
lupin can make the eclaires,lupin can make the eclaires,5,5,5,1,1,1,1
harry can eat the doughnut that vernon may eat since he must walk,harry can eat the doughnut that vernon may eat since he must walk,13,13,13,1,1,1,1
the wizard must eat the doughnut since the student may hide the strudel,the wizard must eat the doughnut since the student may hide the strudel,13,13,13,1,1,1,1
since fred can assemble a baklava that hagrid can assemble lupin can laugh,since fred can assemble a baklava that hagrid can assemble lupin can laugh,13,13,13,1,1,1,1
lily should sprinkle the doughnut that ginny must arrange,lily should sprinkle the doughnut that ginny must arrange,9,9,9,1,1,1,1
snape may make a souffle that petunia can prepare,snape may make a souffle that petunia can prepare,9,9,9,1,1,1,1
mcgonagall may gobble many cakes that he can hide,mcgonagall may gobble many cakes that he can hide,9,9,9,1,1,1,1
james must make the strudels which snape may prepare,james must make the strudels which snape may prepare,9,9,9,1,1,1,1
she must chew the eclaire which draco should make,she must chew the eclaire which draco should make,9,9,9,1,1,1,1
