target,prediction,target length,correct
because sirius may party mcgonagall must hide the croissants that fred can make because she must swim because harry should jump,because sirius may party mcgonagall must eat the croissants that fred can arrange because harry must hide many eclaires,21,0
lily must prepare the souffle since neville must run because dobby should hide the baklava which albus must arrange,lily must prepare the souffle since neville must chew the cookie because dobby should prepare many souffle,19,0
because he can sprinkle the souffle he can prepare the souffles because sirius can chew a eclaire that james must prepare,because he can sprinkle the souffle he can prepare the souffles that sirius can chew because james must prepare a eclaire,21,0
because lily must hide a croissant which snape can gobble voldemort may sprinkle the strudels that albus should make,because lily must hide a croissant which voldemort can gobble snape may sprinkle the cakes that albus should make,19,0
because lily should gobble many strudels because hermione may laugh vernon must sprinkle a cookie since fred must wiggle,because lily should gobble many strudels because hermione may laugh vernon must sprinkle a cookie because fred must wiggle,19,0
because neville must run sirius can chew the croissants which harry must eat because snape should chew the chocolate,because neville must run sirius can chew the croissants which harry must eat because snape should chew the eclaires,19,0
snape should chew the souffle that lily should hide since dobby may sprinkle the cake that hermione must gobble,snape should chew the souffle that lily should sprinkle since dobby may hide the cake that hermione must sprinkle,19,0
since vernon should assemble many doughnuts voldemort can gobble the pancake that hagrid can eat because a witch must swim,since vernon should assemble many doughnuts james can gobble the pancake that a professor can eat because george must swim,20,0
since hermione must make many souffles that ginny must make george must gobble the chocolate which hermione must prepare,since hermione must make many souffles that ginny must make george must gobble the chocolate which ginny must prepare,19,0
harry may arrange a croissant which harry should prepare since lily should eat a strudel which george may sprinkle,harry may arrange a croissant which harry should prepare since lily should eat a strudel which george should sprinkle,19,0
since he should laugh because a witch may prepare the eclaire which sirius may hide lily must run,since he should laugh because a witch may prepare the eclaire sirius may hide many cookies,18,0
she may giggle since fred should sprinkle a souffle which neville may prepare because neville can jump,she may giggle since fred should prepare a souffle which neville may eat because neville can giggle,17,0
ginny can prepare the doughnuts because ginny must sprinkle many cookies since vernon must sprinkle the cakes,ginny can prepare the doughnuts because ginny must sprinkle many cakes since vernon must sprinkle the cookies,17,0
albus must sprinkle a cake because snape must sprinkle a croissant that george should gobble because albus must chew a souffle,albus must sprinkle a cake because snape must gobble a croissant that george should chew because albus must sprinkle a souffle,21,0
since sirius may eat a baklava neville may prepare the pancakes because snape can eat many cookies that snape must hide,since sirius may eat a baklava james may prepare the pancakes because snape can eat many strudels that snape must prepare,21,0
because ron can create the croissants a student should arrange a cookie because she can chew the cakes,because ron can create the croissants a student should arrange a baklava because she can chew the cakes,18,0
since the witch may gobble the doughnuts that hagrid may hide sirius may hide the eclaires that the professor should create,since the witch may gobble the doughnuts that sirius may hide hagrid may hide the eclaires that the professor should create,21,0
the professor should chew a chocolate that petunia may create because hermione should assemble the cakes that lily may chew,the professor should chew a chocolate that petunia may create because lily should assemble the cakes that hermione may chew,20,0
albus must eat the chocolates which snape must assemble since hagrid can assemble a baklava which dobby should arrange,albus must eat the chocolates which snape must assemble since dobby can arrange a baklava which hagrid should assemble,19,0
since hagrid should assemble the eclaire snape can giggle since dobby should sprinkle the eclaires that albus must arrange,since hagrid should assemble the eclaire voldemort should giggle since dobby can sprinkle the eclaires that albus should arrange,19,0
a student must prepare the eclaires that he must sprinkle because voldemort may sprinkle the cookies which draco can arrange,a student must prepare the eclaires that he must sprinkle because draco may sprinkle the cookies which voldemort can arrange,20,0
since a professor should hide the cakes which ginny must chew a student must smile since fred must hide the pancake,since a professor should hide the cakes which ginny must chew a student must run since fred must hide the pancake,21,0
ron should make a doughnut since lupin may prepare the croissants which vernon can gobble since hagrid must hide a pancake,ron should make a doughnut since vernon may prepare the croissants which lupin can gobble since hagrid must prepare a pancake,21,0
a professor may assemble the strudel that petunia should assemble because harry may create the cookies that petunia can eat,a professor may assemble the strudel that petunia should assemble because petunia may create the cookies that harry can eat,20,0
since hagrid may eat the doughnuts hagrid must make the eclaire which harry must eat because neville must chew the doughnuts,since hagrid may eat the chocolate hagrid must eat the doughnuts which hagrid must make because harry must chew the doughnuts,21,0
because voldemort should arrange a baklava petunia can chew a cake because hermione must prepare a cake which dobby can prepare,because voldemort should arrange a baklava petunia can chew a cake because hermione must prepare a cake dobby can run,21,0
because james can gobble the cake sirius should prepare the croissants which he should create since a professor may party,because james can gobble the cake sirius should prepare the croissants which he should create a professor may party,20,0
because lupin may run lily should gobble a baklava which she must sprinkle,because lupin may run lily should gobble a baklava which she must gobble,13,0
since ron may hiccup hagrid should sprinkle the cookies that he must assemble because fred must giggle,since ron may hiccup hagrid should sprinkle the cookies that fred must make because he must prepare,17,0
she may arrange a strudel because hagrid can hide the souffles which petunia must eat,she may arrange a strudel because petunia can hide the souffles which hagrid must eat,15,0
