target	prediction	equal structures	equal S, AdvP, and RelP clauses	negates main clause	negates target verb
because voldemort must laugh since a witch must arrange a croissant sirius must not chew a eclaire which a student must make	because voldemort must laugh since a witch must chew a croissant sirius must not arrange a eclaire which a student must make	1	1	1	0
a student can not assemble the doughnuts which fred may create since she can hide the croissants that the professor must make	a student can not assemble the doughnuts that fred may create since she can hide the croissants which the professor must make	1	1	1	1
because lupin may hide a baklava dobby may not hide the cake which george must sprinkle since ginny should chew the pancakes	because lupin may hide a baklava dobby may not hide the cake which george must sprinkle since dobby should chew the pancakes	1	1	1	0
since lupin should arrange the eclaires albus may not hide the croissants that ron must make since dobby should hide the baklava	since lupin should arrange the eclaires james may not hide the cookies that dobby must make since mcgonagall should hide the eclaires	1	1	1	1
since he can create the cakes since harry should eat the pancake lily may not arrange a doughnut which george should hide	since he can create the cakes since harry should eat the pancake lily should not sprinkle a doughnut which george may chew	1	1	1	0
because ginny must prepare the cake she must not hide the baklava because draco may eat the chocolate which petunia must chew	because ginny must prepare the cake she must not chew the chocolate because draco may hide the baklava which petunia must eat	0	1	1	0
albus can not sprinkle the cakes that petunia should assemble since the student must make a cake that a professor may sprinkle	albus can not sprinkle the cakes that petunia should make since the student must assemble a cake that a professor may sprinkle	1	1	1	1
since snape must make the strudels george can not assemble a croissant since he can prepare the croissants which mcgonagall must make	since snape must make the strudels george can not assemble a strudel since he must prepare the cookie since she can make the eclaire	0	0	1	1
since the student must wiggle hermione should not create the baklava because the student must make the pancakes which draco must chew	since the student must wiggle draco should not create the baklava because the student must make the baklava which hermione must chew	1	1	1	1
because the student should laugh a witch must not eat the souffle that fred must create since lupin should create the cookies	because the student should laugh a witch must not eat the baklava that fred must create since lupin should create the chocolate	0	1	1	1
the professor can not make the pancakes that he may eat since the witch must eat the doughnuts that mcgonagall must prepare	the professor can not make the pancakes that he may eat since the witch must prepare the doughnuts that mcgonagall must eat	1	1	1	1
because the professor may hide the cookies that a student should gobble fred should not eat the baklava which sirius should assemble	because the professor may hide the cookies that a student should sprinkle fred should not gobble the baklava which sirius should assemble	1	1	1	0
sirius can not chew a chocolate that mcgonagall should hide since a student may sprinkle the cakes that a wizard should prepare	sirius can not chew a chocolate that mcgonagall should hide since a student may prepare the cakes that a witch should sprinkle	1	1	1	1
since mcgonagall should make the strudel he can not eat the souffle since albus should prepare the cookies which snape should chew	since mcgonagall should make the strudel he can not eat the souffle since albus should chew the cookies which snape should prepare	1	1	1	1
snape must not create the eclaire since hagrid may eat the baklava because he must hide the eclaires that voldemort may gobble	snape must not create the eclaires since hagrid must eat the baklava because he may hide the eclaire that voldemort may gobble	0	1	1	1
since vernon must assemble a cookie he should not hide a baklava since lily can prepare the croissants which albus should create	since vernon must assemble a chocolate he should not hide a pancake which albus can prepare since he should create many croissants	0	0	1	1
because a student should arrange the cookie the student must not assemble the cookies that george should chew since fred must swim	because a student should arrange the cookie the student must not assemble the cookies that george should chew since fred must giggle	1	1	1	1
lily must not create the croissants which lupin must create because lily can eat the croissants since hagrid should arrange the cakes	lily must not create the croissants which lupin must create because lily can arrange the doughnuts since hagrid should eat the baklava	1	1	1	1
dobby can not assemble a baklava which the witch may hide since a witch must prepare the cakes that he may eat	dobby can not assemble a baklava which a witch may hide since the witch must prepare the cakes that draco may eat	0	1	1	1
since lupin must hide a chocolate sirius may not gobble the baklava since james may arrange the doughnut which albus may gobble	since lupin must hide a chocolate sirius may not arrange the cake since james may gobble the cakes which albus may chew	0	1	1	0
since sirius can arrange a cookie hagrid should not hide many baklava because lily must hide the doughnut that snape must sprinkle	since sirius can arrange a chocolate hagrid should not hide a cookie which lily must hide because lily should sprinkle the baklava	0	0	1	1
since a student may arrange a eclaire that sirius can gobble draco must not assemble the strudels which the professor may assemble	since a student may arrange a eclaire that draco can hide because sirius must assemble the strudels which sirius may assemble he must not assemble many eclaires	0	0	1	0
because lily should giggle a wizard can not prepare the chocolates since a wizard may gobble a chocolate which fred should assemble	because lily should giggle a wizard can not prepare the chocolates since a wizard may hide a chocolate which fred should assemble	1	1	1	1
since he should eat a cookie hermione can not eat the baklava since mcgonagall must chew the strudels that albus should gobble	since he should eat a cookie hermione can not chew the baklava since albus must sprinkle the cookie that mcgonagall should chew	0	1	1	0
since a witch should prepare the cookies which the student can assemble hagrid can not sprinkle many doughnuts that snape can eat	since a witch should prepare the cookies which the student can sprinkle hagrid can not assemble many doughnuts that snape can eat	1	1	1	0
neville must not eat the cakes that ginny can create since a professor must eat the chocolates which a student should chew	neville must not eat the cakes that ginny can create since a professor must chew the chocolates which a student should eat	1	1	1	1
a witch should not chew the souffles that a student may chew since he can eat the pancakes which neville may eat	a witch should not chew the souffles that a student may chew since neville can eat the pancakes which he may eat	0	1	1	1
because hagrid must sprinkle the baklava fred may not run because lily must gobble the doughnut because sirius may gobble the cakes	because hagrid must sprinkle the baklava fred may not run because lily must gobble the cookie because he may gobble the chocolate	0	1	1	1
since james can assemble the baklava neville can not make the souffle which she should sprinkle since harry should prepare the cake	since james can assemble the baklava neville can not arrange the souffle which she should make since harry should sprinkle the cake	1	1	1	0
since a wizard must chew the pancake that a student may assemble harry must not hide many eclaires which sirius must create	since a wizard must chew the pancake that a student may hide harry must not assemble many eclaires which sirius must create	1	1	1	0
because mcgonagall can walk since vernon may eat many eclaires a professor can not arrange the baklava that a witch can gobble	because mcgonagall can walk since vernon may eat many baklava a professor can not arrange the eclaires that a witch can gobble	1	1	1	1
because james may arrange the eclaires which a wizard should eat the student may not make the croissant which snape must create	because james may arrange the eclaires which a wizard should eat the student may not eat the croissant which snape must create	1	1	1	0
because hermione must eat the cookie because james can create the doughnut lupin may not create the baklava which james should eat	because hermione must eat the cookie because james can create the eclaire lupin may not create the cookies which james should create	1	1	1	0
because ginny must eat a pancake that harry can create hermione must not chew the chocolate since lily must hide the cookie	because ginny must eat a pancake that harry can hide hermione must not chew the chocolate since he must create the cookie	0	1	1	1
the witch must not hide the croissants that the wizard may make since albus should gobble the croissant that he should prepare	the witch must not hide the croissants that the wizard may make since albus should hide the croissant that he should make	1	1	1	1
since sirius must chew the souffle since dobby must assemble the eclaires ginny can not create the cake that dobby must chew	since sirius must chew the souffle since dobby must create the souffle ginny can not assemble the cookies that dobby must chew	0	1	1	0
since a professor may gobble the souffle that sirius may eat the wizard may not hiccup since ron may make the croissant	since a professor may gobble the souffle that sirius may eat ron may not assemble the eclaire since sirius may chew the chocolate	0	0	1	0
since harry may arrange the cakes which hagrid must assemble because george can make many eclaires mcgonagall may not make a strudel	since harry may arrange the cakes which hagrid must assemble because mcgonagall can make many eclaires george may not make a strudel	1	1	1	0
harry may not eat the cookies which petunia must make since james should make the cakes because harry should eat the cookies	harry may not eat the cookies which petunia must make because harry should make the cakes since james should eat the cookies	1	1	1	1
since a professor must run since he may create the eclaire a student may not chew the doughnuts because he should hiccup	since a professor must run since he may create a eclaire the student may not chew the doughnuts because he should hiccup	1	1	1	1
since he should create the eclaires george may not create the cake which hagrid may create since fred must chew the croissant	since he should create the eclaires george may not create the cake which fred must create since hagrid may chew the croissant	1	1	1	0
because george can sprinkle a chocolate that vernon may gobble fred must not gobble the souffles since dobby can make the doughnut	because george can sprinkle a chocolate that fred may gobble vernon must not gobble the eclaire since dobby can make the cookies	0	1	1	0
because james can hide many chocolates lupin should not walk since a professor must sprinkle a souffle which a professor should eat	because james can hide many chocolates lupin should not walk since a professor must sprinkle a souffle which a professor should sprinkle	1	1	1	1
since draco must prepare the croissant that the student should eat the witch may not assemble many souffles which fred must make	since draco must prepare the croissant which the student should eat the witch may not assemble many souffles that hagrid must eat	1	1	1	1
since vernon should eat a chocolate a witch should not smile because lupin must hide a chocolate which a professor must assemble	since vernon should eat a chocolate a witch should not hiccup because a professor must hide a chocolate which lupin must create	0	1	1	0
fred must not create the souffle because fred can assemble many pancakes that ginny must chew since sirius may create the doughnut	fred must not create the souffle because fred can gobble many pancakes that ginny must assemble since dobby may laugh	0	0	1	1
since the wizard must eat a baklava lupin may not hide the cookies since voldemort should hide the croissant that he may create	since the wizard must eat a baklava lupin may not hide the cake since he should hide the strudels that voldemort may create	0	1	1	1
harry may not arrange the cakes since neville may arrange the cake that fred must arrange because the student must make the doughnut	harry may not arrange the cakes since neville may arrange the cake that dobby must make because the witch must arrange the doughnut	1	1	1	1
hagrid must not hide the doughnuts since fred should assemble the souffles which james must hide since a witch can gobble a souffle	hagrid must not hide the doughnuts which fred should assemble since the wizard must hide the souffles since fred can gobble a souffle	0	0	1	1
a student should not hide a cookie that the professor must eat since petunia should make the cake which the student may make	a student should not hide a cookie that the professor must eat since petunia should make the cake which a professor should make	1	1	1	1
because a witch must sprinkle the souffles which albus may make she may not assemble a cookie since ron can chew the cake	because a witch must sprinkle the souffles which albus may make she may not make a cake since ron can hide the cookie	1	1	1	0
because the student can arrange a cookie that a student can chew he can not sprinkle a croissant that a professor must chew	because the student can arrange a cookie that a student can chew he can not chew a croissant that a professor must sprinkle	1	1	1	0
draco must not arrange a cookie that dobby can make since the student must assemble the strudels since petunia must create the cakes	draco must not arrange a cookie that dobby can make since the professor must assemble the cakes since dobby must create the strudels	1	1	1	1
since the professor may chew a eclaire sirius can not prepare the pancakes that draco must eat since dobby can make the strudels	since the professor may chew a eclaire james can not prepare the pancakes that dobby must eat since draco can make the strudels	1	1	1	1
since a wizard should assemble a cookie that the wizard must assemble albus must not arrange the doughnuts that the wizard may create	since a wizard should assemble a cookie that the wizard must assemble albus must not arrange the doughnuts that the wizard may assemble	1	1	1	1
because albus can eat the croissant the wizard can not make the baklava since albus can eat the eclaires that sirius must prepare	because albus can eat the souffle the wizard can not make the cakes since albus must eat the baklava that george can eat	1	1	1	1
because harry must create a doughnut he should not arrange the eclaire since albus must sprinkle the souffle that the witch must hide	because harry must create a doughnut he should not arrange the eclaire since albus must hide the souffle that the witch must sprinkle	1	1	1	1
since a student should hide the strudels fred may not eat the strudels which george must make because harry must create a baklava	since a student should hide the strudels fred may not eat the strudels which george must make because fred must create a baklava	1	1	1	1
because she can make the strudel because the wizard can create a cookie vernon can not wiggle since vernon can create many doughnuts	because she can make the strudel the professor can not hide a cookie because vernon can create many doughnuts because snape can smile	0	0	1	0
since petunia may arrange a strudel that the student may eat a wizard should not hide the souffle because lupin may make the cakes	since petunia may arrange a strudel that a wizard may eat the student should not hide a souffle because lupin may make the cakes	1	1	1	1
sirius must not eat a cake since fred may chew the croissant since vernon should eat a baklava because harry can arrange the cakes	sirius must not eat a cake since vernon may chew the croissant since fred should arrange a baklava because harry can eat the croissant	0	1	1	1
since lily may walk harry must not eat the cookie which hermione can hide since george may hide the eclaire that hagrid should create	since lily may walk harry must not hide the cookie which hermione can eat since george may hide a eclaire that albus should hide	1	1	1	0
the professor should not create the souffles that a witch must arrange because draco may eat the pancake which a wizard may create	the professor should not create the souffles that a witch must arrange because draco may eat the pancake which a witch may create	1	1	1	1
since he can chew the cookies a wizard should not arrange a eclaire since a professor should arrange a eclaire that ron may create	since he can chew the cookies a wizard should not arrange a eclaire since a wizard should arrange a eclaire that mcgonagall may create	1	1	1	1
since the wizard must hide the baklava that hagrid must chew she may not arrange a eclaire since the wizard must chew the souffles	since the wizard must hide the baklava that hagrid must chew she may not chew a eclaire since the wizard must arrange the souffles	1	1	1	0
a wizard must not chew the strudels that the witch must make because a student may sprinkle the cake which the student can eat	a wizard must not chew the strudels that the witch must arrange because a student may eat the cake which a student can sprinkle	1	1	1	1
snape must not make the doughnut that she can eat since harry may smile since he may arrange the cookie which she should sprinkle	snape must not make the doughnut that she can eat since harry may smile since she may sprinkle the cookie which she should arrange	1	1	1	1
because fred can chew the souffles which he must chew snape can not laugh since hagrid should prepare the cakes that he must create	because fred can chew the souffles which he must chew snape can not prepare the cakes that voldemort must chew since he should laugh	0	0	1	0
